,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Dikarya,Ascomycota,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
O74330,0.0,0.583333333333,0.0,0.416666666667,0.0,0.0,0.0,Euk_Archaea,12,1,0.6791932659919999,0.512820512821,-0.0793650793651,False
O74331,0.5,0.0,0.0,0.5,0.0,0.0,0.0,Cellular_organisms,2,1,0.6931471805600001,3.33333333333,2.0,False
O74333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,10,0,-0.0,0.0,0.0,False
O74335,0.0,0.0,0.0,0.363636363636,0.363636363636,0.272727272727,0.0,Opisthokonta,11,0,1.09005965871,1.6,0.0873015873016,False
O74339,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,11,1,-0.0,0.333333333333,0.141935483871,False
O74340,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.307692307692,-0.047619047619,False
O74341,0.0769230769231,0.307692307692,0.23076923076900002,0.38461538461499994,0.0,0.0,0.0,Eukaryota,13,0,1.2658567518700001,0.974358974359,0.15873015873,False
O74343,0.692307692308,0.0769230769231,0.0,0.23076923076900002,0.0,0.0,0.0,Cellular_organisms,13,0,0.790267968075,1.0,-0.0515873015873,False
O74345,0.0,0.0,0.0,0.636363636364,0.0909090909091,0.0909090909091,0.181818181818,Eukaryota,11,0,1.0335620542100001,2.32727272727,0.0866666666667,False
O74346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,3,0,-0.0,0.0,,False
O74347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,9,0,-0.0,0.0,0.0,False
O74349,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.166666666667,Eukaryota,12,1,0.45056120886600004,1.92307692308,0.0634920634921,False
O74350,0.0,0.0,0.0,0.375,0.625,0.0,0.0,Opisthokonta,8,0,0.661563238158,0.785714285714,-0.25641025641,False
O74351,0.692307692308,0.0,0.307692307692,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.61724176973,0.0,0.0,False
O74352,0.0,0.0,0.0,0.692307692308,0.0769230769231,0.23076923076900002,0.0,Eukaryota,13,0,0.790267968075,1.41025641026,-0.166666666667,False
O74354,0.0,0.0,0.0,0.0,0.5,0.0,0.5,Ascomycota,2,1,0.6931471805600001,3.33333333333,-2.5,False
O74359,0.0,0.0,0.0,0.0,0.222222222222,0.555555555556,0.222222222222,Dikarya,9,1,0.99502699018,0.822222222222,-0.154761904762,False
O74360,0.0,0.0,0.0,0.3,0.5,0.1,0.1,Opisthokonta,10,0,1.16828245018,1.37777777778,-0.0952380952381,False
O74362,0.0,0.0,0.0,0.916666666667,0.0,0.0,0.08333333333330001,Eukaryota,12,0,0.286835983056,0.833333333333,0.354838709677,False
O74363,0.0,0.0,0.0,0.111111111111,0.33333333333299997,0.33333333333299997,0.222222222222,Opisthokonta,9,1,1.3107836781,1.31111111111,-0.16,False
O74364,0.0,0.0,0.0,0.777777777778,0.111111111111,0.0,0.111111111111,Eukaryota,9,0,0.6837389058490001,1.44444444444,-0.33333333333299997,False
O74365,0.0,0.0,0.0,0.166666666667,0.166666666667,0.08333333333330001,0.583333333333,Ascomycota,12,1,1.1187433359899999,1.4358974359,0.551587301587,False
O74366,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.282051282051,0.111111111111,False
O74368,0.0,0.0,0.0,0.0,0.0,0.777777777778,0.222222222222,Dikarya,9,2,0.529706199058,0.981818181818,0.18666666666700002,False
O74369,0.0,0.0,0.153846153846,0.46153846153800004,0.38461538461499994,0.0,0.0,Eukaryota,13,0,1.0123308390999999,2.10256410256,-0.325396825397,False
O74370,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.692307692308,0.305555555556,False
O74371,0.0,0.0,0.0,0.0,0.75,0.0,0.25,Opisthokonta,8,1,0.562335144619,0.777777777778,-0.175,False
O74372,0.0,0.0,0.0,0.0,0.0,0.14285714285700002,0.8571428571430001,Ascomycota,7,0,0.410116318288,0.285714285714,0.111111111111,False
O74374,0.23076923076900002,0.0,0.769230769231,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.5402041423889999,0.0,0.0,False
O74375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,10,1,-0.0,0.363636363636,-0.06666666666669999,False
O74377,0.363636363636,0.0909090909091,0.363636363636,0.0,0.0909090909091,0.0,0.0909090909091,Cellular_organisms,11,0,1.3896811919799998,2.10909090909,0.141534391534,False
O74378,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,0.0,Euk+Bac,13,0,0.271189373042,0.307692307692,-0.047619047619,False
O74379,0.14285714285700002,0.0,0.28571428571400004,0.28571428571400004,0.0,0.14285714285700002,0.14285714285700002,Euk+Bac,7,0,1.54982604588,3.42857142857,-0.8181818181820001,False
O74381,0.0,0.0,0.1,0.1,0.1,0.1,0.6,Ascomycota,10,0,1.22752941146,2.31111111111,-0.761904761905,False
O74382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,-0.0,0.0,0.0,False
O74383,0.0,0.0,0.0,0.0,0.0,0.125,0.875,Ascomycota,8,0,0.37677016125600005,0.25,-0.10769230769200001,False
O74384,0.0,0.0,0.0,0.833333333333,0.08333333333330001,0.0,0.08333333333330001,Eukaryota,12,1,0.56608573896,1.25641025641,0.269841269841,False
O74385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,1,2,-0.0,2.66666666667,-2.0,False
O74386,0.0,0.08333333333330001,0.0,0.833333333333,0.08333333333330001,0.0,0.0,Eukaryota,12,1,0.56608573896,1.15384615385,0.388888888889,False
O74387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,3,1,-0.0,1.0,-0.666666666667,False
O74388,0.0,0.0,0.0,0.0,0.833333333333,0.0,0.166666666667,Opisthokonta,6,1,0.45056120886600004,2.0,0.388888888889,False
O74389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,1,0,-0.0,None,,False
O74391,0.6,0.3,0.0,0.1,0.0,0.0,0.0,Cellular_organisms,10,0,0.897945724857,0.933333333333,0.392857142857,False
O74393,0.4,0.0,0.4,0.2,0.0,0.0,0.0,Cellular_organisms,5,8,1.05492016799,2.0,0.154761904762,False
O74394,0.0,0.0,0.6,0.2,0.1,0.1,0.0,Euk+Bac,10,0,1.08889997535,2.51111111111,-0.52,False
O74395,0.23076923076900002,0.0,0.153846153846,0.0,0.0,0.538461538462,0.0769230769231,Dikarya,13,0,1.15698764435,3.23076923077,0.480158730159,False
O74396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,11,0,-0.0,0.545454545455,0.634920634921,False
O74397,0.0,0.25,0.0,0.75,0.0,0.0,0.0,Eukaryota,12,1,0.562335144619,1.07692307692,0.0396825396825,False
O74398,0.0,0.0,0.0,0.916666666667,0.08333333333330001,0.0,0.0,Eukaryota,12,0,0.286835983056,1.06060606061,-0.011111111111099999,False
O74399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
O74400,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,7,5,-0.0,1.12121212121,0.289400921659,False
O74401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,9,1,-0.0,0.355555555556,0.047619047619,False
O74402,0.0769230769231,0.0,0.846153846154,0.0769230769231,0.0,0.0,0.0,Euk+Bac,13,0,0.5359610497089999,0.307692307692,-0.047619047619,False
O74405,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,Eukaryota,6,6,0.45056120886600004,1.51515151515,0.302304147465,False
O74407,0.538461538462,0.153846153846,0.0,0.307692307692,0.0,0.0,0.0,Cellular_organisms,13,0,0.983961446001,1.15384615385,-0.126984126984,False
O74409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,-0.0,0.0,0.0,True
O74411,0.0,0.0,0.181818181818,0.0,0.45454545454499995,0.0,0.363636363636,Opisthokonta,11,0,1.03619878482,2.65454545455,-0.0965608465608,False
O74412,0.0,0.0,0.0,0.0,0.8571428571430001,0.14285714285700002,0.0,Opisthokonta,7,0,0.410116318288,0.285714285714,-0.08333333333330001,False
O74413,0.923076923077,0.0,0.0,0.0769230769231,0.0,0.0,0.0,Cellular_organisms,13,0,0.271189373042,0.461538461538,-0.07142857142860001,False
O74414,0.0,0.0,0.846153846154,0.153846153846,0.0,0.0,0.0,Euk+Bac,13,0,0.42932302193099997,0.564102564103,-0.0873015873016,False
O74415,0.0,0.0,0.0,0.615384615385,0.153846153846,0.153846153846,0.0769230769231,Eukaryota,13,0,1.07201696856,2.07692307692,0.19444444444400003,False
O74416,0.0,0.0,0.0,0.45454545454499995,0.181818181818,0.0909090909091,0.272727272727,Eukaryota,11,0,1.2406842919499999,2.03636363636,-0.21957671957699998,False
O74417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,3,0,-0.0,0.0,0.0,False
O74418,0.0,0.0,0.0,0.75,0.166666666667,0.0,0.08333333333330001,Eukaryota,12,0,0.7214636866930001,1.15151515152,-0.0888888888889,False
O74419,0.166666666667,0.0,0.0,0.166666666667,0.33333333333299997,0.166666666667,0.166666666667,Opisthokonta,6,1,1.56071040904,3.2380952381,1.19444444444,False
O74421,0.166666666667,0.0,0.75,0.08333333333330001,0.0,0.0,0.0,Euk+Bac,12,1,0.7214636866930001,0.307692307692,-0.047619047619,False
O74422,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
O74423,0.166666666667,0.0,0.0,0.583333333333,0.166666666667,0.0,0.08333333333330001,Eukaryota,12,1,1.1187433359899999,2.30769230769,-0.0992063492063,False
O74424,0.0,0.0,0.166666666667,0.666666666667,0.08333333333330001,0.08333333333330001,0.0,Eukaryota,12,1,0.983087758575,2.0,-0.309523809524,False
O74426,0.0,0.0,0.0909090909091,0.363636363636,0.545454545455,0.0,0.0,Opisthokonta,11,1,0.9164648855390001,2.22727272727,0.306912442396,False
O74427,0.5,0.0,0.33333333333299997,0.166666666667,0.0,0.0,0.0,Cellular_organisms,12,1,1.0114042647100001,1.30769230769,0.00396825396825,False
O74429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.512820512821,-0.0793650793651,False
O74430,0.0,0.0,0.33333333333299997,0.33333333333299997,0.166666666667,0.0,0.166666666667,Euk+Bac,12,1,1.32966134885,2.94871794872,0.31746031746,False
O74431,0.0,0.0,0.23076923076900002,0.692307692308,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.790267968075,1.66666666667,0.412698412698,False
O74432,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.166666666667,Eukaryota,12,1,0.45056120886600004,1.46153846154,-0.123015873016,False
O74433,0.0,0.0,0.0,0.33333333333299997,0.444444444444,0.222222222222,0.0,Opisthokonta,9,0,1.06085694716,1.27777777778,-0.2875,False
O74435,0.0,0.0,0.08333333333330001,0.916666666667,0.0,0.0,0.0,Eukaryota,12,1,0.286835983056,0.564102564103,0.015873015873,False
O74436,0.0,0.0,0.0,0.7272727272730001,0.272727272727,0.0,0.0,Eukaryota,11,1,0.585952618304,1.22727272727,0.124423963134,False
O74438,0.0,0.0,0.0,0.666666666667,0.0,0.166666666667,0.166666666667,Eukaryota,12,1,0.8675632284810001,2.30769230769,0.107142857143,False
O74439,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
O74440,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.307692307692,-0.047619047619,False
O74441,0.0,0.0,0.0,0.25,0.08333333333330001,0.416666666667,0.25,Dikarya,12,0,1.26500137527,1.63636363636,-0.199078341014,False
O74442,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,Eukaryota,12,1,0.45056120886600004,1.02564102564,-0.15873015873,False
O74443,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.888888888889,Ascomycota,9,0,0.34883209584299996,1.11111111111,-0.555555555556,False
O74444,0.0,0.0,0.0,0.25,0.0,0.0,0.75,Ascomycota,4,2,0.562335144619,1.86666666667,-0.222222222222,False
O74445,0.25,0.416666666667,0.0,0.33333333333299997,0.0,0.0,0.0,Euk_Archaea,12,1,1.07755632707,0.923076923077,0.0634920634921,False
O74446,0.0,0.0,0.46153846153800004,0.23076923076900002,0.0,0.307692307692,0.0,Euk+Bac,13,0,1.0579054247,3.0,0.154761904762,False
O74447,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,7,0,-0.0,0.0,0.0,False
O74448,0.0,0.0,0.38461538461499994,0.615384615385,0.0,0.0,0.0,Eukaryota,13,0,0.666278442415,1.02564102564,0.150793650794,False
O74450,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,4,0,-0.0,0.0,0.0,False
O74451,0.3,0.0,0.2,0.4,0.1,0.0,0.0,Eukaryota,10,0,1.2798542258299999,1.86666666667,-0.07142857142860001,False
O74452,0.0,0.0,0.0,0.545454545455,0.0,0.181818181818,0.272727272727,Eukaryota,11,0,0.994923632572,2.4,0.785714285714,False
O74453,0.0,0.0,0.1,0.8,0.1,0.0,0.0,Eukaryota,10,1,0.6390318596500001,1.45454545455,0.1,False
O74454,0.25,0.0,0.5,0.125,0.0,0.0,0.125,Euk+Bac,8,3,1.21300756598,3.49090909091,1.40079365079,False
O74455,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,0.0,Euk+Bac,13,0,0.271189373042,0.461538461538,-0.07142857142860001,False
O74456,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,0.0,Eukaryota,9,4,0.636514168295,1.23076923077,-0.190476190476,False
O74457,0.25,0.08333333333330001,0.0,0.666666666667,0.0,0.0,0.0,Eukaryota,12,1,0.8239592165009999,0.846153846154,0.07539682539680001,False
O74458,0.0,0.0,0.0,0.909090909091,0.0,0.0909090909091,0.0,Eukaryota,11,2,0.304636097349,1.5641025641,0.27380952380999996,False
O74460,0.0,0.0,0.0,0.0,0.428571428571,0.0,0.5714285714289999,Ascomycota,7,0,0.6829081047,1.14285714286,0.872727272727,False
O74462,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.512820512821,0.230158730159,False
O74463,0.0,0.0,0.0,0.4,0.2,0.4,0.0,Dikarya,10,0,1.05492016799,1.6,0.8571428571430001,False
O74464,0.0,0.0,0.2,0.5,0.0,0.1,0.2,Eukaryota,10,0,1.22060726455,2.88888888889,-0.23809523809500002,False
O74465,0.08333333333330001,0.0,0.0,0.666666666667,0.08333333333330001,0.08333333333330001,0.08333333333330001,Eukaryota,12,0,1.09861228867,2.28787878788,-0.266666666667,False
O74467,0.0,0.0,0.0,0.33333333333299997,0.166666666667,0.0,0.5,Ascomycota,12,1,1.0114042647100001,2.15384615385,-0.230158730159,False
O74468,0.46153846153800004,0.0,0.23076923076900002,0.153846153846,0.0,0.0769230769231,0.0769230769231,Cellular_organisms,13,0,1.37781950804,2.38461538462,-0.31746031746,False
O74469,0.0,0.0,0.0,0.5714285714289999,0.28571428571400004,0.0,0.14285714285700002,Eukaryota,7,1,0.955699891113,2.07142857143,0.125,False
O74470,0.3,0.0,0.5,0.0,0.1,0.1,0.0,Euk+Bac,10,0,1.16828245018,1.97777777778,-0.309523809524,True
O74471,0.0,0.0,0.0,0.25,0.25,0.08333333333330001,0.416666666667,Ascomycota,12,1,1.26500137527,1.82051282051,-0.230158730159,False
O74472,0.0,0.0,0.0,0.0,0.0,0.428571428571,0.5714285714289999,Ascomycota,7,0,0.6829081047,0.571428571429,1.0,False
O74473,0.0,0.0,0.0,0.5,0.25,0.25,0.0,Eukaryota,8,1,1.0397207708399998,2.5,0.5625,False
O74475,0.0,0.0,0.0,0.8181818181820001,0.0,0.0909090909091,0.0909090909091,Eukaryota,11,2,0.60016607316,1.53846153846,1.36111111111,False
O74476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
O74477,0.0,0.0,0.46153846153800004,0.38461538461499994,0.0769230769231,0.0769230769231,0.0,Euk+Bac,13,0,1.11896886688,2.33333333333,0.0,False
O74478,0.416666666667,0.0,0.583333333333,0.0,0.0,0.0,0.0,Euk+Bac,12,1,0.6791932659919999,0.0,0.0,False
O74479,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,0.0,Euk+Bac,13,0,0.271189373042,0.461538461538,0.08333333333330001,False
O74480,0.0,0.0,0.38461538461499994,0.615384615385,0.0,0.0,0.0,Eukaryota,13,0,0.666278442415,1.41025641026,0.0912698412698,True
O74481,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Opisthokonta,2,1,0.6931471805600001,2.0,,False
O74482,0.0769230769231,0.0,0.0769230769231,0.615384615385,0.0,0.153846153846,0.0769230769231,Eukaryota,13,0,1.17865499634,2.33333333333,-0.154761904762,False
O74483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.461538461538,-0.0198412698413,False
O74484,0.846153846154,0.0769230769231,0.0,0.0769230769231,0.0,0.0,0.0,Cellular_organisms,13,0,0.5359610497089999,0.435897435897,-0.0674603174603,False
O74485,0.0,0.0,0.0,0.25,0.0,0.125,0.625,Ascomycota,8,0,0.900256051269,1.82142857143,-0.458333333333,False
O74489,0.153846153846,0.0,0.769230769231,0.0769230769231,0.0,0.0,0.0,Euk+Bac,13,0,0.6870920273800001,0.307692307692,-0.047619047619,True
O74490,0.0,0.0,0.0,0.8181818181820001,0.0909090909091,0.0909090909091,0.0,Eukaryota,11,1,0.60016607316,1.30303030303,-0.09769585253460002,False
O74492,0.0,0.0,0.923076923077,0.0,0.0769230769231,0.0,0.0,Euk+Bac,13,0,0.271189373042,0.769230769231,0.138888888889,False
O74493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,11,0,-0.0,0.0,0.0,False
O74496,0.0,0.0,0.0,0.7,0.0,0.3,0.0,Eukaryota,10,1,0.610864302055,1.92727272727,0.013333333333299998,False
O74497,0.0,0.0,0.0,0.45454545454499995,0.0909090909091,0.45454545454499995,0.0,Dikarya,11,0,0.9347698978579999,1.63636363636,-0.205026455026,False
O74498,0.0,0.0,0.0,0.833333333333,0.0,0.08333333333330001,0.08333333333330001,Eukaryota,12,1,0.56608573896,1.10256410256,-0.0674603174603,False
O74499,0.0,0.444444444444,0.0,0.555555555556,0.0,0.0,0.0,Eukaryota,9,4,0.6869615765970001,0.923076923077,-0.0912698412698,False
O74500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,6,1,-0.0,1.42857142857,-0.416666666667,False
O74501,0.0,0.0,0.0,0.545454545455,0.181818181818,0.0909090909091,0.181818181818,Eukaryota,11,0,1.16851840574,1.85454545455,-0.34,False
O74502,0.416666666667,0.0,0.08333333333330001,0.5,0.0,0.0,0.0,Eukaryota,12,0,0.918427784993,1.09090909091,-0.2,False
O74503,0.0,0.0,0.23076923076900002,0.538461538462,0.0769230769231,0.0769230769231,0.0769230769231,Eukaryota,13,0,1.26362567212,2.35897435897,0.460317460317,False
O74504,0.0,0.0,0.0,0.125,0.0,0.875,0.0,Dikarya,8,1,0.37677016125600005,1.16666666667,-0.2625,False
O74505,0.0,0.0,0.0,0.0,0.0,0.75,0.25,Dikarya,8,0,0.562335144619,0.428571428571,-0.061538461538500004,False
O74507,0.0,0.0,0.181818181818,0.7272727272730001,0.0909090909091,0.0,0.0,Eukaryota,11,0,0.7595473914749999,1.34545454545,0.266666666667,False
O74508,0.0,0.0,0.0,0.45454545454499995,0.45454545454499995,0.0909090909091,0.0,Opisthokonta,11,0,0.9347698978579999,1.6,-0.27645502645500003,False
O74509,0.0,0.0,0.0,0.416666666667,0.08333333333330001,0.5,0.0,Dikarya,12,0,0.918427784993,1.90909090909,-0.293087557604,False
O74511,0.0,0.0,0.0,0.909090909091,0.0,0.0,0.0909090909091,Eukaryota,11,2,0.304636097349,1.02564102564,0.150793650794,False
O74515,0.0,0.0,0.0,0.916666666667,0.0,0.0,0.08333333333330001,Eukaryota,12,1,0.286835983056,1.25641025641,0.5277777777780001,False
O74516,0.0,0.0,0.0,0.75,0.08333333333330001,0.166666666667,0.0,Eukaryota,12,1,0.7214636866930001,0.666666666667,0.103174603175,False
O74517,0.0,0.0,0.0,0.2,0.0,0.5,0.3,Dikarya,10,1,1.02965301406,1.63636363636,-0.3,False
O74518,0.0,0.0,0.0,0.9,0.1,0.0,0.0,Eukaryota,10,0,0.325082973391,1.08888888889,-0.011904761904799999,False
O74519,0.0,0.0,0.222222222222,0.555555555556,0.111111111111,0.0,0.111111111111,Eukaryota,9,0,1.1490596969700002,2.55555555556,-0.444444444444,False
O74520,0.0,0.0,0.0,0.0,0.0,0.6,0.4,Dikarya,10,0,0.6730116670090001,0.533333333333,0.06,False
O74521,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.888888888889,Ascomycota,9,1,0.34883209584299996,0.755555555556,-0.190476190476,False
O74522,0.0,0.0,0.0,0.6,0.2,0.2,0.0,Eukaryota,5,0,0.950270539233,1.4,0.583333333333,False
O74523,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Ascomycota,4,1,0.6931471805600001,0.6,0.166666666667,False
O74524,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,0.0,Eukaryota,12,1,0.286835983056,0.871794871795,-0.134920634921,False
O74526,0.0,0.0,0.0,0.714285714286,0.14285714285700002,0.0,0.14285714285700002,Eukaryota,7,2,0.7963116401739999,2.27777777778,-0.33333333333299997,False
O74529,0.846153846154,0.0,0.0769230769231,0.0,0.0,0.0769230769231,0.0,Cellular_organisms,13,0,0.5359610497089999,0.923076923077,-0.14285714285700002,True
O74531,0.0,0.0,0.0,0.666666666667,0.25,0.0,0.08333333333330001,Eukaryota,12,1,0.8239592165009999,1.33333333333,0.0,False
O74533,0.0,0.0,0.0,0.583333333333,0.33333333333299997,0.08333333333330001,0.0,Eukaryota,12,1,0.887694275799,1.23076923077,-0.0873015873016,False
O74534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
O74535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ascomycota,1,0,-0.0,None,,False
O74536,0.0,0.0,0.181818181818,0.8181818181820001,0.0,0.0,0.0,Eukaryota,11,1,0.474139313058,1.10606060606,0.139170506912,False
O74537,0.111111111111,0.0,0.666666666667,0.0,0.111111111111,0.0,0.111111111111,Euk+Bac,9,1,1.0027182645200001,2.73333333333,1.2142857142899999,False
O74538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,8,1,-0.0,0.0,0.0,False
O74539,0.1,0.0,0.7,0.0,0.0,0.1,0.1,Euk+Bac,10,0,0.940447988655,2.33333333333,-0.17857142857099997,False
O74540,0.166666666667,0.0,0.833333333333,0.0,0.0,0.0,0.0,Euk+Bac,12,1,0.45056120886600004,0.461538461538,0.08333333333330001,False
O74541,0.0,0.0,0.0,0.0,0.0,0.272727272727,0.7272727272730001,Ascomycota,11,0,0.585952618304,0.436363636364,-0.015873015873,False
O74542,0.636363636364,0.0,0.363636363636,0.0,0.0,0.0,0.0,Cellular_organisms,11,0,0.655481773901,0.0,0.0,True
O74543,0.25,0.0,0.5,0.0,0.0,0.25,0.0,Euk+Bac,8,5,1.0397207708399998,3.35897435897,3.19444444444,False
O74544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.153846153846,-0.0238095238095,False
O74545,0.46153846153800004,0.0,0.46153846153800004,0.0769230769231,0.0,0.0,0.0,Cellular_organisms,13,0,0.911017539713,0.461538461538,-0.07142857142860001,True
O74546,0.0,0.0,0.0,0.33333333333299997,0.0,0.0,0.666666666667,Ascomycota,12,0,0.636514168295,1.93939393939,0.7373271889399999,False
O74547,0.0,0.0,0.0,0.0,0.0,0.14285714285700002,0.8571428571430001,Ascomycota,7,2,0.410116318288,0.888888888889,-0.2,False
O74548,0.833333333333,0.0,0.166666666667,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,0.45056120886600004,0.0,0.0,False
O74549,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.589743589744,0.0634920634921,False
O74552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
O74553,0.25,0.0,0.5,0.25,0.0,0.0,0.0,Euk+Bac,12,1,1.0397207708399998,1.23076923077,0.015873015873,False
O74555,0.0,0.0,0.0,0.916666666667,0.0,0.0,0.08333333333330001,Eukaryota,12,1,0.286835983056,1.15384615385,0.0793650793651,False
O74556,0.0,0.0,0.0,0.0,0.3,0.2,0.5,Ascomycota,10,3,1.02965301406,1.76923076923,0.035714285714300006,False
O74557,0.0,0.0,0.538461538462,0.38461538461499994,0.0,0.0,0.0769230769231,Euk+Bac,13,0,0.898137003188,2.15384615385,-0.17857142857099997,False
O74558,0.0,0.0,0.0,0.23076923076900002,0.23076923076900002,0.46153846153800004,0.0769230769231,Dikarya,13,0,1.23093162305,1.74358974359,0.452380952381,False
O74559,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,12,1,-0.0,0.769230769231,-0.119047619048,False
O74561,0.0,0.0,0.0,0.9,0.0,0.1,0.0,Eukaryota,10,1,0.325082973391,1.12727272727,0.395502645503,False
O74562,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.166666666667,Eukaryota,12,1,0.45056120886600004,1.58974358974,0.21825396825399998,False
O74563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,11,1,-0.0,0.651515151515,0.0119815668203,False
O74627,0.0,0.0,0.0,0.692307692308,0.0769230769231,0.23076923076900002,0.0,Eukaryota,13,0,0.790267968075,1.84615384615,-0.0793650793651,False
O74628,0.272727272727,0.0,0.7272727272730001,0.0,0.0,0.0,0.0,Euk+Bac,11,1,0.585952618304,1.16666666667,0.496774193548,True
O74630,0.0,0.0,0.0,0.9,0.1,0.0,0.0,Eukaryota,10,1,0.325082973391,1.05454545455,-0.12,False
O74635,0.0,0.28571428571400004,0.0,0.714285714286,0.0,0.0,0.0,Eukaryota,7,6,0.598269588585,1.07692307692,0.14285714285700002,False
O74648,0.0,0.0,0.0,0.7272727272730001,0.0909090909091,0.0909090909091,0.0909090909091,Eukaryota,11,2,0.885574151577,2.05128205128,-0.00793650793651,False
O74653,0.0,0.0,0.0,0.181818181818,0.181818181818,0.45454545454499995,0.181818181818,Dikarya,11,0,1.28825230502,1.67272727273,0.94,False
O74690,0.166666666667,0.666666666667,0.0,0.166666666667,0.0,0.0,0.0,Euk_Archaea,12,1,0.8675632284810001,0.666666666667,0.206349206349,False
O74718,0.0769230769231,0.0769230769231,0.38461538461499994,0.46153846153800004,0.0,0.0,0.0,Eukaryota,13,0,1.11896886688,1.07692307692,-0.166666666667,False
O74728,0.0,0.0,0.0,0.0,0.0,0.7272727272730001,0.272727272727,Dikarya,11,0,0.585952618304,0.436363636364,-0.08,False
O74729,0.0,0.0,0.166666666667,0.75,0.08333333333330001,0.0,0.0,Eukaryota,12,1,0.7214636866930001,1.61538461538,0.472222222222,False
O74731,0.0769230769231,0.0,0.307692307692,0.615384615385,0.0,0.0,0.0,Eukaryota,13,0,0.8587409130060001,1.02564102564,-0.15873015873,False
O74732,0.0,0.0,0.23076923076900002,0.0769230769231,0.615384615385,0.0,0.0769230769231,Opisthokonta,13,0,1.03176711135,2.46153846154,0.18650793650800002,False
