,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Protostomia,Ecdysozoa,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
P30638,0.5,0.0,0.33333333333299997,0.08333333333330001,0.08333333333330001,0.0,0.0,0.0,Cellular_organisms,12,1,1.1269287948,2.02564102564,-0.313492063492,False
P30639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,0,-0.0,0.69696969697,-0.0239631336406,False
P30640,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,11,2,-0.0,0.74358974359,0.19444444444400003,False
P30641,0.0,0.0,0.0,0.666666666667,0.222222222222,0.111111111111,0.0,0.0,Eukaryota,9,0,0.848685557726,1.55555555556,-0.0125,False
P30642,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.153846153846,0.0277777777778,False
P30643,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,Eukaryota,12,1,0.562335144619,2.76923076923,-0.170634920635,False
P30644,0.0,0.0,0.0,0.8571428571430001,0.0,0.14285714285700002,0.0,0.0,Eukaryota,7,1,0.410116318288,2.28571428571,0.820512820513,False
P30645,0.0,0.0,0.272727272727,0.545454545455,0.0,0.181818181818,0.0,0.0,Eukaryota,11,0,0.994923632572,2.69090909091,0.12037037037000001,False
P30646,0.0,0.0,0.46153846153800004,0.46153846153800004,0.0769230769231,0.0,0.0,0.0,Euk+Bac,13,0,0.911017539713,1.84615384615,0.5912698412699999,False
P30647,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.33333333333299997,0.0,0.0,Opisthokonta,3,1,1.09861228867,2.66666666667,,False
P30648,0.583333333333,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,12,0,0.6791932659919999,0.0,0.0,True
P31161,0.7272727272730001,0.0909090909091,0.0909090909091,0.0909090909091,0.0,0.0,0.0,0.0,Cellular_organisms,11,0,0.885574151577,0.690909090909,-0.170634920635,False
P32085,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,Euk_Archaea,10,1,0.325082973391,0.181818181818,-0.0793650793651,False
P32739,0.8571428571430001,0.0,0.0,0.14285714285700002,0.0,0.0,0.0,0.0,Cellular_organisms,7,2,0.410116318288,1.83333333333,3.07792207792,False
P32740,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,Cellular_organisms,10,3,0.610864302055,1.20512820513,0.07142857142860001,False
P32742,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,0,-0.0,0.0,0.0,False
P32744,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,9,2,-0.0,2.07272727273,1.7433862433900003,False
P32756,0.0,0.0,0.0,0.0769230769231,0.153846153846,0.769230769231,0.0,0.0,Eumetazoa,13,0,0.6870920273800001,1.58974358974,-0.0912698412698,False
P34183,0.75,0.0,0.166666666667,0.08333333333330001,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,0.7214636866930001,0.307692307692,-0.047619047619,False
P34212,0.0769230769231,0.153846153846,0.0,0.46153846153800004,0.307692307692,0.0,0.0,0.0,Eukaryota,13,0,1.2047933096899999,2.4358974359,0.293650793651,False
P34213,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,Eukaryota,10,0,0.325082973391,0.755555555556,0.369047619048,False
P34254,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,5,4,-0.0,2.11111111111,-0.555555555556,False
P34255,0.23076923076900002,0.0,0.769230769231,0.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.5402041423889999,0.0,0.0,True
P34256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,8,1,-0.0,0.555555555556,0.2125,False
P34258,0.0,0.0,0.0,0.181818181818,0.272727272727,0.45454545454499995,0.0,0.0909090909091,Eumetazoa,11,0,1.2406842919499999,2.72727272727,-0.24470899470899998,False
P34260,0.0,0.0,0.0,0.909090909091,0.0,0.0909090909091,0.0,0.0,Eukaryota,11,1,0.304636097349,1.13636363636,0.31797235023000003,False
P34261,0.0,0.666666666667,0.0,0.33333333333299997,0.0,0.0,0.0,0.0,Euk_Archaea,6,0,0.636514168295,0.533333333333,,False
P34264,0.33333333333299997,0.166666666667,0.33333333333299997,0.166666666667,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,1.32966134885,0.897435897436,0.222222222222,False
P34265,0.0,0.0,0.0,0.75,0.125,0.125,0.0,0.0,Eukaryota,8,0,0.7356219397589999,1.60714285714,-0.770833333333,False
P34268,0.0,0.0909090909091,0.0,0.45454545454499995,0.45454545454499995,0.0,0.0,0.0,Opisthokonta,11,2,0.9347698978579999,2.46153846154,0.031746031746,False
P34269,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,Euk+Bac,4,4,1.0397207708399998,3.5,-0.8571428571430001,False
P34271,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,1,-0.0,5.33333333333,,False
P34272,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,6,1,0.6931471805600001,2.85714285714,1.11111111111,False
P34273,0.33333333333299997,0.0,0.583333333333,0.08333333333330001,0.0,0.0,0.0,0.0,Euk+Bac,12,0,0.887694275799,0.333333333333,-0.101382488479,True
P34274,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,0.0,0.0,Eukaryota,12,1,0.286835983056,1.23076923077,0.0674603174603,False
P34275,0.111111111111,0.0,0.666666666667,0.0,0.222222222222,0.0,0.0,0.0,Euk+Bac,9,0,0.848685557726,1.94444444444,0.909090909091,True
P34276,0.0,0.0,0.0,0.545454545455,0.0,0.272727272727,0.0,0.181818181818,Eukaryota,11,0,0.994923632572,3.67272727273,0.812169312169,False
P34277,0.0,0.0,0.75,0.125,0.0,0.125,0.0,0.0,Euk+Bac,8,2,0.7356219397589999,2.4,2.8214285714300003,False
P34280,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,8,5,-0.0,0.897435897436,0.944444444444,False
P34281,0.0,0.0,0.0,0.636363636364,0.0909090909091,0.272727272727,0.0,0.0,Eukaryota,11,1,0.859967281036,2.12121212121,1.93333333333,False
P34283,0.0,0.0,0.8181818181820001,0.181818181818,0.0,0.0,0.0,0.0,Euk+Bac,11,0,0.474139313058,0.654545454545,-0.16931216931200002,True
P34284,0.0,0.0,0.0,0.833333333333,0.0,0.166666666667,0.0,0.0,Eukaryota,12,1,0.45056120886600004,1.94871794872,0.31746031746,False
P34285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,1,1,-0.0,6.0,,False
P34286,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.562335144619,0.769230769231,-0.0674603174603,False
P34288,0.0,0.0,0.0,0.363636363636,0.545454545455,0.0909090909091,0.0,0.0,Opisthokonta,11,0,0.9164648855390001,1.49090909091,0.0912698412698,False
P34291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ecdysozoa,1,1,-0.0,6.0,,False
P34295,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,Eukaryota,10,0,0.6730116670090001,2.88888888889,0.297619047619,False
P34296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,3,0,-0.0,0.666666666667,-0.5,False
P34298,0.0,0.0,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,Eumetazoa,12,1,0.286835983056,0.307692307692,0.0555555555556,False
P34299,0.0,0.0,0.1,0.4,0.0,0.5,0.0,0.0,Eumetazoa,10,1,0.9433483923289999,3.49090909091,-0.417989417989,False
P34302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,1,-0.0,0.0,,False
P34305,0.0,0.0,0.38461538461499994,0.538461538462,0.0769230769231,0.0,0.0,0.0,Eukaryota,13,0,0.898137003188,1.87179487179,0.48412698412699995,False
P34307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,1,1,-0.0,0.0,,False
P34308,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,Eukaryota,10,2,0.500402423538,2.28787878788,2.36774193548,False
P34311,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,6,0,-0.0,0.6,-0.111111111111,False
P34312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Opisthokonta,1,2,-0.0,1.33333333333,,False
P34313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
P34314,0.0,0.0,0.111111111111,0.888888888889,0.0,0.0,0.0,0.0,Eukaryota,9,4,0.34883209584299996,2.15384615385,0.0277777777778,False
P34315,0.0,0.181818181818,0.0,0.7272727272730001,0.0909090909091,0.0,0.0,0.0,Eukaryota,11,0,0.7595473914749999,1.01818181818,0.108465608466,False
P34317,0.0,0.0,0.0,0.5,0.166666666667,0.166666666667,0.0,0.166666666667,Eukaryota,6,0,1.2424533248899998,3.26666666667,-0.035714285714300006,False
P34318,0.0,0.0,0.0,0.5,0.166666666667,0.166666666667,0.0,0.166666666667,Eukaryota,6,0,1.2424533248899998,4.06666666667,-1.2142857142899999,False
P34319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ecdysozoa,1,1,-0.0,5.0,,False
P34322,0.0,0.2,0.0,0.7,0.1,0.0,0.0,0.0,Eukaryota,10,0,0.8018185525429999,1.11111111111,0.23809523809500002,False
P34324,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,3,1,-0.0,1.0,2.0,False
P34326,0.0,0.0,0.0,0.0,0.25,0.666666666667,0.0,0.08333333333330001,Eumetazoa,12,1,0.8239592165009999,1.89743589744,0.0674603174603,False
P34328,0.222222222222,0.0,0.0,0.111111111111,0.0,0.555555555556,0.0,0.111111111111,Eumetazoa,9,0,1.1490596969700002,4.11111111111,-0.777777777778,False
P34329,0.0,0.0,0.33333333333299997,0.416666666667,0.0,0.25,0.0,0.0,Eukaryota,12,1,1.07755632707,3.07692307692,1.5873015872999998,False
P34331,0.0,0.0,0.444444444444,0.555555555556,0.0,0.0,0.0,0.0,Eukaryota,9,1,0.6869615765970001,2.26666666667,0.5,False
P34333,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,Eukaryota,4,1,0.562335144619,2.2,0.75,False
P34334,0.0,0.416666666667,0.0,0.583333333333,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.6791932659919999,0.512820512821,-0.0793650793651,False
P34335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,12,1,-0.0,0.0,0.0,False
P34339,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.820512820513,-0.07539682539680001,False
P34340,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,4,1,0.6931471805600001,2.6,-0.166666666667,False
P34341,0.0,0.0,0.0,0.777777777778,0.0,0.0,0.0,0.222222222222,Eukaryota,9,0,0.529706199058,3.22222222222,0.0625,False
P34342,0.0,0.0,0.0,0.363636363636,0.45454545454499995,0.181818181818,0.0,0.0,Opisthokonta,11,1,1.03619878482,2.37878787879,0.022222222222199998,False
P34343,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0,Eumetazoa,10,0,0.610864302055,2.22222222222,-0.32,False
P34344,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,3,0,-0.0,0.0,,False
P34345,0.0,0.0,0.75,0.0,0.125,0.125,0.0,0.0,Euk+Bac,8,2,0.7356219397589999,3.6,5.57142857143,False
P34346,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,0.562335144619,0.153846153846,-0.0238095238095,False
P34348,0.2,0.0,0.0,0.4,0.2,0.2,0.0,0.0,Eukaryota,5,1,1.33217904021,3.4,-0.444444444444,False
P34349,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
P34351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,1,2,-0.0,0.0,,False
P34355,0.0,0.0,0.8571428571430001,0.0,0.14285714285700002,0.0,0.0,0.0,Euk+Bac,7,2,0.410116318288,2.94444444444,5.11688311688,False
P34356,0.2,0.0,0.0,0.1,0.3,0.2,0.0,0.2,Opisthokonta,10,2,1.5571130980599999,4.42424242424,0.044444444444399996,False
P34358,0.0909090909091,0.181818181818,0.272727272727,0.363636363636,0.0,0.0909090909091,0.0,0.0,Eukaryota,11,0,1.46813993902,2.14545454545,0.266666666667,True
P34367,0.0,0.0,0.0,0.666666666667,0.33333333333299997,0.0,0.0,0.0,Eukaryota,3,0,0.636514168295,1.33333333333,2.0,False
P34368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,1,1,-0.0,5.0,,False
P34369,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
P34370,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,Eukaryota,4,1,1.0397207708399998,3.0,0.0,False
P34371,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,5,0,-0.0,0.0,0.0,False
P34374,0.0,0.0,0.153846153846,0.0,0.0,0.846153846154,0.0,0.0,Eumetazoa,13,0,0.42932302193099997,2.48717948718,-0.07539682539680001,False
P34378,0.0,0.0,0.166666666667,0.08333333333330001,0.5,0.25,0.0,0.0,Opisthokonta,12,0,1.1988493129100002,2.84848484848,-0.103225806452,False
P34379,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,9,0,-0.0,0.555555555556,-0.0125,False
P34385,0.46153846153800004,0.0,0.538461538462,0.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.6901856760189999,0.0,0.0,False
P34387,0.0,0.0,0.0,0.777777777778,0.0,0.222222222222,0.0,0.0,Eukaryota,9,2,0.529706199058,3.05454545455,6.0,False
P34388,0.0,0.0,0.46153846153800004,0.0,0.153846153846,0.38461538461499994,0.0,0.0,Euk+Bac,13,0,1.0123308390999999,4.23076923077,-0.5,False
P34389,0.0,0.0,0.0,0.8571428571430001,0.0,0.0,0.0,0.14285714285700002,Eukaryota,7,2,0.410116318288,2.05555555556,2.22222222222,False
P34390,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,11,0,-0.0,0.0,0.0,False
P34391,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.0,0.666666666667,Ecdysozoa,3,2,0.636514168295,6.0,-0.416666666667,False
P34393,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,Eumetazoa,3,0,0.636514168295,1.33333333333,-1.0,False
P34399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,11,0,-0.0,0.509090909091,0.126666666667,False
P34400,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,Opisthokonta,10,1,0.6730116670090001,0.872727272727,-0.16,False
P34402,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,0.0,Opisthokonta,3,0,0.636514168295,1.33333333333,2.0,False
P34409,0.583333333333,0.08333333333330001,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,1.1187433359899999,0.666666666667,-0.103174603175,False
P34410,0.14285714285700002,0.0,0.0,0.428571428571,0.28571428571400004,0.14285714285700002,0.0,0.0,Eukaryota,7,0,1.2770342594700002,2.7619047619,-1.0666666666700002,False
P34412,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,1,1,-0.0,0.0,,False
P34413,0.0,0.0,0.0,0.692307692308,0.153846153846,0.153846153846,0.0,0.0,Eukaryota,13,0,0.8305178252869999,1.66666666667,-0.103174603175,False
P34415,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.0,0.0,0.33333333333299997,Ecdysozoa,3,1,1.09861228867,3.83333333333,5.0,False
P34416,0.0,0.0,0.0,0.307692307692,0.153846153846,0.538461538462,0.0,0.0,Eumetazoa,13,0,0.983961446001,2.02564102564,-0.00396825396825,False
P34419,0.363636363636,0.0,0.181818181818,0.363636363636,0.0,0.0,0.0,0.0909090909091,Cellular_organisms,11,0,1.26365443188,3.05454545455,-0.765873015873,False
P34420,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
P34422,0.538461538462,0.0,0.307692307692,0.0769230769231,0.0,0.0769230769231,0.0,0.0,Cellular_organisms,13,0,1.09059947378,1.46153846154,-0.07142857142860001,True
P34424,0.0,0.0,0.0,0.5714285714289999,0.428571428571,0.0,0.0,0.0,Eukaryota,7,5,0.6829081047,1.95454545455,0.157603686636,False
P34425,0.0,0.0,0.0,0.33333333333299997,0.222222222222,0.444444444444,0.0,0.0,Eumetazoa,9,1,1.06085694716,2.4,0.0,False
P34426,0.0,0.0,0.0,0.692307692308,0.153846153846,0.153846153846,0.0,0.0,Eukaryota,13,0,0.8305178252869999,1.58974358974,0.21825396825399998,False
P34429,0.307692307692,0.153846153846,0.0769230769231,0.46153846153800004,0.0,0.0,0.0,0.0,Eukaryota,13,0,1.2047933096899999,1.05128205128,-0.162698412698,False
P34430,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,1,1,-0.0,7.0,,False
P34433,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.4,Ecdysozoa,5,1,1.05492016799,4.0,1.0714285714299998,False
P34436,0.846153846154,0.0,0.0769230769231,0.0769230769231,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.5359610497089999,0.307692307692,-0.047619047619,False
P34439,0.5,0.0,0.2,0.2,0.1,0.0,0.0,0.0,Cellular_organisms,10,0,1.22060726455,1.53333333333,-0.46428571428599996,False
P34440,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.25,Eukaryota,4,1,1.0397207708399998,4.0,,False
P34441,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,1,2,-0.0,3.33333333333,5.0,False
P34442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,6,-0.0,4.06666666667,1.2142857142899999,False
P34443,0.0,0.0,0.0,0.769230769231,0.23076923076900002,0.0,0.0,0.0,Eukaryota,13,0,0.5402041423889999,1.30769230769,0.00396825396825,False
P34445,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,Opisthokonta,8,5,0.37677016125600005,0.666666666667,0.25793650793699996,False
P34446,0.0,0.0,0.08333333333330001,0.166666666667,0.0,0.75,0.0,0.0,Eumetazoa,12,1,0.7214636866930001,3.02564102564,0.047619047619,False
P34447,0.0,0.0,0.0,0.545454545455,0.181818181818,0.272727272727,0.0,0.0,Eukaryota,11,0,0.994923632572,2.4,0.130952380952,False
P34452,0.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0,Eukaryota,8,1,0.37677016125600005,1.27777777778,-0.444444444444,False
P34453,0.0,0.0,0.0,0.636363636364,0.181818181818,0.0909090909091,0.0,0.0909090909091,Eukaryota,11,1,1.0335620542100001,2.71212121212,-0.238709677419,False
P34454,0.0,0.0,0.0,0.222222222222,0.0,0.666666666667,0.0,0.111111111111,Eumetazoa,9,1,0.848685557726,2.71111111111,-0.34,False
P34455,0.615384615385,0.0,0.38461538461499994,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.666278442415,0.0,0.0,False
P34456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,6,0,-0.0,0.0,0.0,False
P34460,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.282051282051,-0.0436507936508,False
P34461,0.625,0.0,0.125,0.125,0.0,0.0,0.0,0.125,Cellular_organisms,8,0,1.07354284641,3.21428571429,3.125,False
P34462,0.846153846154,0.153846153846,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.42932302193099997,0.282051282051,-0.0436507936508,False
P34465,0.0,0.0,0.0,0.769230769231,0.0,0.23076923076900002,0.0,0.0,Eukaryota,13,0,0.5402041423889999,1.53846153846,1.0,False
P34466,0.0,0.0,0.08333333333330001,0.916666666667,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.286835983056,1.07692307692,0.14285714285700002,False
P34470,0.0,0.0,0.0,0.5,0.166666666667,0.166666666667,0.0,0.166666666667,Eukaryota,6,0,1.2424533248899998,3.6,-1.2857142857100001,False
P34471,0.0,0.25,0.0,0.666666666667,0.0,0.08333333333330001,0.0,0.0,Eukaryota,12,0,0.8239592165009999,1.40909090909,0.345622119816,False
P34472,0.0,0.0,0.0,0.125,0.0,0.75,0.0,0.125,Eumetazoa,8,0,0.7356219397589999,1.75,1.25641025641,False
P34473,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,Eumetazoa,8,0,0.562335144619,0.857142857143,-0.12307692307700001,False
P34474,0.0,0.0,0.0,0.111111111111,0.111111111111,0.777777777778,0.0,0.0,Eumetazoa,9,0,0.6837389058490001,1.83333333333,-0.075,False
P34475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
P34476,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,Eukaryota,10,2,0.6931471805600001,0.69696969697,-0.0239631336406,False
P34477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,11,2,-0.0,0.461538461538,-0.07142857142860001,False
P34479,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,Eukaryota,5,2,0.500402423538,1.80952380952,-0.209090909091,False
P34480,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,-0.0,0.0,0.0,False
P34481,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.0,0.166666666667,Eukaryota,6,1,0.45056120886600004,2.85714285714,7.666666666669999,False
P34487,0.0,0.0,0.0,0.666666666667,0.33333333333299997,0.0,0.0,0.0,Eukaryota,3,0,0.636514168295,1.33333333333,2.0,False
P34489,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,Ecdysozoa,2,1,0.6931471805600001,5.33333333333,-4.0,False
P34490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ecdysozoa,1,0,-0.0,None,,False
P34492,0.272727272727,0.181818181818,0.181818181818,0.0,0.181818181818,0.181818181818,0.0,0.0,Cellular_organisms,11,0,1.59416669912,3.56363636364,1.6891534391499998,False
P34496,0.0,0.0,0.666666666667,0.0,0.0,0.33333333333299997,0.0,0.0,Euk+Bac,9,0,0.636514168295,3.88888888889,0.25,False
P34497,0.1,0.0,0.5,0.4,0.0,0.0,0.0,0.0,Euk+Bac,10,0,0.9433483923289999,1.42222222222,0.72619047619,False
P34498,0.0,0.0,0.538461538462,0.46153846153800004,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.6901856760189999,1.35897435897,0.253968253968,False
P34501,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.0,0.166666666667,Eumetazoa,12,1,0.45056120886600004,0.948717948718,0.162698412698,False
P34508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,9,2,-0.0,2.32727272727,0.642857142857,False
P34511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,11,1,-0.0,0.742424242424,0.0617511520737,False
P34512,0.0,0.0,0.0,0.888888888889,0.111111111111,0.0,0.0,0.0,Eukaryota,9,3,0.34883209584299996,1.71212121212,0.633333333333,False
P34514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,11,2,-0.0,0.461538461538,0.08333333333330001,False
P34516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,5,0,-0.0,0.6,-0.166666666667,False
P34517,0.0,0.0,0.46153846153800004,0.38461538461499994,0.0769230769231,0.0769230769231,0.0,0.0,Euk+Bac,13,0,1.11896886688,2.5641025641,-0.138888888889,False
P34519,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,11,2,-0.0,1.02564102564,0.253968253968,False
P34522,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,8,0,-0.0,0.0,0.0,False
P34523,0.0,0.0,0.714285714286,0.28571428571400004,0.0,0.0,0.0,0.0,Euk+Bac,7,0,0.598269588585,1.42857142857,0.166666666667,False
P34524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.153846153846,0.0277777777778,False
P34525,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,0.0,Eukaryota,12,1,0.45056120886600004,1.38461538462,0.25,False
P34528,0.0,0.0,0.153846153846,0.846153846154,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.42932302193099997,1.5641025641,-0.0873015873016,False
P34529,0.08333333333330001,0.25,0.0,0.416666666667,0.08333333333330001,0.166666666667,0.0,0.0,Eukaryota,12,1,1.4241299173500002,2.92307692308,0.269841269841,False
P34531,0.0,0.0,0.0,0.222222222222,0.555555555556,0.222222222222,0.0,0.0,Opisthokonta,9,0,0.99502699018,2.33333333333,-0.1875,False
P34534,0.5,0.0,0.3,0.2,0.0,0.0,0.0,0.0,Cellular_organisms,10,0,1.02965301406,1.06666666667,0.3,True
P34535,0.0,0.0,0.0,0.833333333333,0.0,0.166666666667,0.0,0.0,Eukaryota,12,1,0.45056120886600004,0.846153846154,0.0238095238095,False
P34537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,6,-0.0,0.538461538462,-0.031746031746,False
P34539,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,Eumetazoa,5,0,1.05492016799,3.0,3.33333333333,False
P34540,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,10,3,-0.0,1.71794871795,1.33333333333,False
P34542,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,Eumetazoa,4,1,0.562335144619,4.8,-1.5833333333300001,False
P34544,0.0,0.0,0.0,0.5714285714289999,0.0,0.428571428571,0.0,0.0,Eukaryota,7,1,0.6829081047,2.57142857143,-0.6564102564100001,False
P34545,0.0,0.0,0.0,0.846153846154,0.0,0.153846153846,0.0,0.0,Eukaryota,13,0,0.42932302193099997,1.41025641026,-0.21825396825399998,False
P34546,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,Eukaryota,12,0,0.562335144619,0.984848484848,-0.08940092165899999,False
P34547,0.0,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,0.0,Eukaryota,13,0,0.271189373042,0.820512820513,-0.07539682539680001,False
P34548,0.0,0.0,0.0,0.0,0.545454545455,0.45454545454499995,0.0,0.0,Opisthokonta,11,2,0.689009238477,1.35897435897,0.253968253968,False
P34550,0.0,0.0,0.0,0.0,0.28571428571400004,0.714285714286,0.0,0.0,Eumetazoa,7,0,0.598269588585,1.42857142857,-0.222222222222,False
P34552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.538461538462,-0.031746031746,False
P34554,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,1,1,-0.0,7.0,,False
P34555,0.0,0.0,0.0,0.33333333333299997,0.0,0.666666666667,0.0,0.0,Eumetazoa,3,0,0.636514168295,3.33333333333,3.5,False
