,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Vertebrata,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
E1BX13,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.666666666667,Vertebrata,12,1,0.8675632284810001,4.17948717949,-0.0277777777778,False
E1BX17,0.0,0.0,0.2,0.8,0.0,0.0,0.0,Eukaryota,5,8,0.500402423538,5.5641025641,1.8730158730200002,False
E1BX18,0.0,0.0,0.0,0.8181818181820001,0.0,0.181818181818,0.0,Eukaryota,11,2,0.474139313058,2.76923076923,2.0992063492099997,False
E1BX19,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Euk+Bac,8,5,0.6931471805600001,3.25641025641,1.14682539683,False
E1BX21,0.0,0.0,0.0,0.846153846154,0.0769230769231,0.0769230769231,0.0,Eukaryota,13,0,0.5359610497089999,1.33333333333,0.206349206349,False
E1BX22,0.0,0.0,0.0,0.38461538461499994,0.0,0.538461538462,0.0769230769231,Eumetazoa,13,0,0.898137003188,2.28205128205,-0.0436507936508,False
E1BX23,0.0,0.0,0.307692307692,0.38461538461499994,0.0,0.153846153846,0.153846153846,Eukaryota,13,0,1.30610660909,4.64102564103,3.4087301587299996,False
E1BX24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,11,2,-0.0,2.69230769231,0.253968253968,False
E1BX29,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,Eumetazoa,6,7,0.636514168295,2.15384615385,0.6984126984129999,False
E1BX32,0.0,0.0,0.0,0.0,0.0,0.916666666667,0.08333333333330001,Eumetazoa,12,1,0.286835983056,0.74358974359,0.14285714285700002,False
E1BX35,0.0,0.0,0.0,0.625,0.0,0.375,0.0,Eukaryota,8,5,0.661563238158,2.87179487179,0.4325396825399999,False
E1BX37,0.0,0.0,0.0,0.0,0.0,0.615384615385,0.38461538461499994,Eumetazoa,13,0,0.666278442415,1.33333333333,0.0,False
E1BX38,0.0,0.0,0.0,0.538461538462,0.23076923076900002,0.153846153846,0.0769230769231,Eukaryota,13,0,1.15698764435,2.92307692308,1.92063492063,False
E1BX43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,12,1,-0.0,1.41025641026,0.246031746032,False
E1BX44,0.0,0.0,0.0,0.0,0.33333333333299997,0.166666666667,0.5,Vertebrata,12,1,1.0114042647100001,2.82051282051,0.130952380952,False
E1BX45,0.0,0.0,0.0,0.0,0.0,0.769230769231,0.23076923076900002,Eumetazoa,13,0,0.5402041423889999,1.79487179487,0.650793650794,False
E1BX51,0.0,0.0,0.38461538461499994,0.0769230769231,0.0,0.538461538462,0.0,Eumetazoa,13,0,0.898137003188,4.38461538462,-0.52380952381,False
E1BX53,0.0,0.111111111111,0.0,0.888888888889,0.0,0.0,0.0,Eukaryota,9,1,0.34883209584299996,0.2,-0.107142857143,False
E1BX56,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.666666666667,Vertebrata,6,7,0.8675632284810001,4.51282051282,2.60317460317,False
E1BX57,0.0,0.0,0.0,0.307692307692,0.0769230769231,0.615384615385,0.0,Eumetazoa,13,0,0.8587409130060001,2.23076923077,-0.190476190476,False
E1BX58,0.0,0.0,0.0,0.28571428571400004,0.0,0.0,0.714285714286,Vertebrata,7,5,0.598269588585,3.77272727273,1.6,False
E1BX59,0.0,0.0,0.0,0.111111111111,0.111111111111,0.444444444444,0.33333333333299997,Eumetazoa,9,1,1.21488965395,4.22222222222,1.84,False
E1BX64,0.0,0.0,0.0,0.0,0.0,0.4,0.6,Vertebrata,5,1,0.6730116670090001,5.0,0.535714285714,False
E1BX67,0.0,0.1,0.0,0.3,0.0,0.6,0.0,Eumetazoa,10,0,0.897945724857,3.13333333333,0.107142857143,False
E1BX68,0.0,0.0,0.0,0.846153846154,0.0769230769231,0.0,0.0769230769231,Eukaryota,13,0,0.5359610497089999,2.20512820513,0.0198412698413,False
E1BX69,0.0,0.08333333333330001,0.0,0.666666666667,0.0,0.25,0.0,Eukaryota,12,1,0.8239592165009999,2.51282051282,1.05555555556,False
E1BX70,0.0,0.0,0.0,0.46153846153800004,0.153846153846,0.38461538461499994,0.0,Eukaryota,13,0,1.0123308390999999,2.48717948718,0.0793650793651,False
E1BX72,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Eumetazoa,12,1,0.6931471805600001,3.46153846154,-0.48412698412699995,False
E1BX75,0.0,0.0,0.33333333333299997,0.08333333333330001,0.0,0.416666666667,0.166666666667,Eumetazoa,12,0,1.2366848691399999,5.07575757576,-0.288888888889,False
E1BX76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,3,0,-0.0,0.0,0.0,False
E1BX77,0.0,0.0,0.875,0.0,0.125,0.0,0.0,Euk+Bac,8,0,0.37677016125600005,1.25,2.1875,False
E1BX79,0.0,0.0,0.0,0.0,0.0,0.28571428571400004,0.714285714286,Vertebrata,7,6,0.598269588585,2.61538461538,0.214285714286,False
E1BX84,0.0,0.0,0.0,0.692307692308,0.0,0.0,0.307692307692,Eukaryota,13,0,0.61724176973,4.61538461538,3.1031746031700003,False
E1BX85,0.0,0.0,0.846153846154,0.0,0.0,0.153846153846,0.0,Euk+Bac,13,0,0.42932302193099997,1.97435897436,0.777777777778,True
E1BX90,0.0,0.0,0.0,0.583333333333,0.25,0.0,0.166666666667,Eukaryota,12,1,0.9596147939120001,3.41025641026,2.15476190476,False
E1BX91,0.0,0.0,0.08333333333330001,0.25,0.0,0.416666666667,0.25,Eumetazoa,12,1,1.26500137527,4.71794871795,1.1785714285700002,False
E1BX95,0.166666666667,0.0,0.666666666667,0.0,0.166666666667,0.0,0.0,Euk+Bac,6,0,0.8675632284810001,1.66666666667,5.0,False
E1BX97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Eumetazoa,6,2,-0.0,1.85714285714,1.7435897435900003,False
E1BX99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,13,0,-0.0,0.0,0.0,False
E1BXA3,0.0,0.0,0.0,0.25,0.166666666667,0.0,0.583333333333,Vertebrata,12,1,0.9596147939120001,4.66666666667,4.12698412698,False
E1BXA4,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Opisthokonta,10,3,0.6730116670090001,2.69230769231,3.4523809523800004,False
E1BXA5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,1,5,-0.0,2.53333333333,0.46428571428599996,False
E1BXA6,0.0,0.0,0.08333333333330001,0.33333333333299997,0.0,0.416666666667,0.166666666667,Eumetazoa,12,1,1.2366848691399999,4.64102564103,-0.0992063492063,False
E1BXA7,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.111111111111,0.222222222222,Opisthokonta,9,0,1.3107836781,3.88888888889,0.33333333333299997,False
E1BXA9,0.0,0.0,0.0,0.45454545454499995,0.0,0.363636363636,0.181818181818,Eukaryota,11,0,1.03619878482,3.96363636364,1.60185185185,False
E1BXB7,0.0,0.0,0.0,0.0,0.0,0.25,0.75,Vertebrata,12,1,0.562335144619,2.5641025641,0.428571428571,False
E1BXB8,0.0769230769231,0.0,0.307692307692,0.153846153846,0.153846153846,0.153846153846,0.153846153846,Euk+Bac,13,0,1.71184513523,4.79487179487,3.64285714286,False
E1BXB9,0.0,0.0,0.166666666667,0.666666666667,0.0,0.166666666667,0.0,Eukaryota,6,7,0.8675632284810001,3.79487179487,-0.0198412698413,False
E1BXC2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,-0.0,0.0,0.0,True
E1BXC4,0.0,0.0,0.0,0.111111111111,0.222222222222,0.0,0.666666666667,Vertebrata,9,1,0.848685557726,4.8,2.9285714285699997,False
E1BXC5,0.0,0.0,0.0,0.2,0.0,0.7,0.1,Eumetazoa,10,1,0.8018185525429999,2.94545454545,-0.46666666666699996,False
E1BXC7,0.0,0.0,0.0,0.0,0.0,0.428571428571,0.5714285714289999,Vertebrata,7,6,0.6829081047,2.15384615385,0.904761904762,False
E1BXC9,0.0,0.0,0.0,0.222222222222,0.0,0.33333333333299997,0.444444444444,Vertebrata,9,4,1.06085694716,3.82051282051,1.1626984127,False
E1BXD0,0.0,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.271189373042,0.538461538462,0.277777777778,False
E1BXD1,0.153846153846,0.0,0.38461538461499994,0.0769230769231,0.0,0.153846153846,0.23076923076900002,Euk+Bac,13,0,1.47913280743,6.02564102564,2.31746031746,True
E1BXD2,0.0,0.0,0.0,0.0,0.0,0.583333333333,0.416666666667,Eumetazoa,12,0,0.6791932659919999,2.0,1.71111111111,False
E1BXD5,0.0,0.0,0.0,0.0,0.0,0.769230769231,0.23076923076900002,Eumetazoa,13,0,0.5402041423889999,2.10256410256,1.5833333333300001,False
E1BXD6,0.0,0.0,0.307692307692,0.46153846153800004,0.23076923076900002,0.0,0.0,Eukaryota,13,0,1.0579054247,2.15384615385,0.904761904762,False
E1BXD7,0.0,0.0,0.0,0.0,0.0,0.363636363636,0.636363636364,Vertebrata,11,1,0.655481773901,3.51515151515,1.0666666666700002,False
E1BXD8,0.0,0.0,0.0,0.0,0.2,0.6,0.2,Eumetazoa,5,0,0.950270539233,2.8,4.5,False
E1BXD9,0.307692307692,0.0769230769231,0.0769230769231,0.153846153846,0.0,0.38461538461499994,0.0,Eumetazoa,13,0,1.4127446368599998,4.35897435897,1.9563492063499999,False
E1BXE0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,Eumetazoa,8,1,0.562335144619,2.11111111111,0.666666666667,False
E1BXE7,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Eumetazoa,10,2,0.6931471805600001,4.25757575758,3.4055299539200004,False
E1BXE8,0.08333333333330001,0.08333333333330001,0.0,0.0,0.0,0.416666666667,0.416666666667,Eumetazoa,12,1,1.14370838943,4.71794871795,-0.730158730159,False
E1BXE9,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Eumetazoa,2,8,0.6931471805600001,2.51111111111,-0.16,False
E1BXF2,0.0,0.0,0.0,0.3,0.1,0.0,0.6,Vertebrata,10,1,0.897945724857,5.81818181818,5.09333333333,False
E1BXF3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,3,6,-0.0,4.11111111111,3.66666666667,False
E1BXF4,0.0,0.0,0.0,0.416666666667,0.0,0.25,0.33333333333299997,Eukaryota,12,1,1.07755632707,4.92307692308,1.6626984127000002,False
E1BXF7,0.0,0.0,0.0,0.923076923077,0.0,0.0769230769231,0.0,Eukaryota,13,0,0.271189373042,0.846153846154,0.07539682539680001,False
E1BXF8,0.0,0.0,0.46153846153800004,0.153846153846,0.0769230769231,0.0,0.307692307692,Euk+Bac,13,0,1.2047933096899999,5.38461538462,1.12698412698,False
E1BXF9,0.0,0.0,0.0,0.0,0.0,0.25,0.75,Vertebrata,12,0,0.562335144619,1.63636363636,-0.17777777777800002,False
E1BXG0,0.0,0.0,0.625,0.375,0.0,0.0,0.0,Euk+Bac,8,5,0.661563238158,1.53846153846,-0.18650793650800002,False
E1BXG1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,11,2,-0.0,2.61538461538,0.52380952381,False
E1BXG2,0.0,0.0,0.23076923076900002,0.692307692308,0.0,0.0769230769231,0.0,Eukaryota,13,0,0.790267968075,1.79487179487,0.289682539683,False
E1BXG3,0.0,0.0,0.0,0.769230769231,0.0,0.23076923076900002,0.0,Eukaryota,13,0,0.5402041423889999,1.92307692308,1.25,False
E1BXG7,0.0,0.0,0.0,0.444444444444,0.0,0.33333333333299997,0.222222222222,Eukaryota,9,1,1.06085694716,4.97777777778,4.41666666667,False
E1BXG9,0.0,0.0,0.538461538462,0.38461538461499994,0.0,0.0769230769231,0.0,Euk+Bac,13,0,0.898137003188,1.84615384615,0.281746031746,True
E1BXH4,0.0,0.125,0.0,0.75,0.0,0.125,0.0,Eukaryota,8,5,0.7356219397589999,1.82051282051,0.234126984127,False
E1BXH5,0.0,0.0,0.0,0.272727272727,0.0,0.45454545454499995,0.272727272727,Eumetazoa,11,2,1.0670895187799998,3.51282051282,0.9523809523810001,False
E1BXH6,0.0,0.0,0.625,0.0,0.0,0.0,0.375,Euk+Bac,8,0,0.661563238158,6.75,5.979166666669999,False
E1BXH7,0.0,0.0,0.0,0.75,0.0,0.25,0.0,Eukaryota,12,1,0.562335144619,3.46153846154,-0.32936507936500004,False
E1BXH9,0.0,0.0,0.0,0.0,0.0,0.08333333333330001,0.916666666667,Vertebrata,12,0,0.286835983056,0.5,0.0912442396313,False
E1BXI0,0.0,0.0,0.0909090909091,0.0,0.8181818181820001,0.0909090909091,0.0,Opisthokonta,11,2,0.60016607316,1.84615384615,0.0238095238095,False
E1BXI1,0.0,0.0,0.0,0.692307692308,0.0,0.307692307692,0.0,Eukaryota,13,0,0.61724176973,2.92307692308,2.23015873016,False
E1BXI2,0.153846153846,0.307692307692,0.0,0.538461538462,0.0,0.0,0.0,Eukaryota,13,0,0.983961446001,1.33333333333,0.46428571428599996,False
E1BXI3,0.0,0.615384615385,0.0,0.38461538461499994,0.0,0.0,0.0,Euk_Archaea,13,0,0.666278442415,0.974358974359,-0.150793650794,False
E1BXI4,0.0,0.0,0.0,0.923076923077,0.0,0.0769230769231,0.0,Eukaryota,13,0,0.271189373042,0.769230769231,0.138888888889,False
E1BXI5,0.0,0.0,0.0,0.875,0.125,0.0,0.0,Eukaryota,8,0,0.37677016125600005,1.0,1.75,False
E1BXI6,0.0,0.0,0.0,0.153846153846,0.0769230769231,0.615384615385,0.153846153846,Eumetazoa,13,0,1.07201696856,3.07692307692,0.297619047619,False
E1BXI7,0.75,0.0,0.08333333333330001,0.166666666667,0.0,0.0,0.0,Cellular_organisms,12,1,0.7214636866930001,0.846153846154,0.0238095238095,False
E1BXI8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.538461538462,-0.08333333333330001,False
E1BXJ0,0.692307692308,0.0,0.0769230769231,0.0,0.0,0.0769230769231,0.153846153846,Cellular_organisms,13,0,0.937155853066,4.41025641026,2.72222222222,True
E1BXJ1,0.0,0.0,0.166666666667,0.33333333333299997,0.166666666667,0.08333333333330001,0.25,Eukaryota,12,1,1.51710639706,5.07692307692,2.15476190476,False
E1BXJ2,0.0,0.0,0.0,0.583333333333,0.25,0.0,0.166666666667,Eukaryota,12,0,0.9596147939120001,3.75757575758,2.0,False
E1BXJ4,0.0,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.271189373042,0.615384615385,0.111111111111,False
E1BXJ5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,7,2,-0.0,0.5,0.225,False
E1BXJ6,0.0,0.0,0.25,0.75,0.0,0.0,0.0,Eukaryota,12,1,0.562335144619,0.923076923077,-0.0396825396825,True
E1BXJ9,0.0,0.0,0.0,0.692307692308,0.153846153846,0.0769230769231,0.0769230769231,Eukaryota,13,0,0.937155853066,3.17948717949,0.33333333333299997,False
E1BXK0,0.0,0.0,0.0,0.916666666667,0.0,0.0,0.08333333333330001,Eukaryota,12,1,0.286835983056,1.23076923077,0.222222222222,False
E1BXK1,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.888888888889,Vertebrata,9,1,0.34883209584299996,2.55555555556,0.46,False
E1BXK2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Eumetazoa,13,0,-0.0,0.0,0.0,False
E1BXK3,0.25,0.0,0.666666666667,0.0,0.0,0.0,0.08333333333330001,Euk+Bac,12,1,0.8239592165009999,1.94871794872,0.472222222222,True
E1BXK4,0.0,0.0,0.0,0.23076923076900002,0.23076923076900002,0.538461538462,0.0,Eumetazoa,13,0,1.01009975935,2.66666666667,0.825396825397,False
E1BXK5,0.0,0.0,0.0,0.769230769231,0.153846153846,0.0769230769231,0.0,Eukaryota,13,0,0.6870920273800001,1.07692307692,0.0396825396825,False
E1BXK6,0.0,0.0,0.0,0.0,0.0,0.909090909091,0.0909090909091,Eumetazoa,11,2,0.304636097349,0.692307692308,0.047619047619,False
E1BXK7,0.0,0.0,0.0,0.6,0.0,0.3,0.1,Eukaryota,10,2,0.897945724857,4.0303030303,4.33333333333,False
E1BXK8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Eumetazoa,13,0,-0.0,0.435897435897,0.138888888889,False
E1BXL1,0.0,0.0,0.46153846153800004,0.46153846153800004,0.0,0.0769230769231,0.0,Euk+Bac,13,0,0.911017539713,2.23076923077,-0.190476190476,False
E1BXL2,0.0,0.0,0.0,0.0,0.0,0.583333333333,0.416666666667,Eumetazoa,12,0,0.6791932659919999,1.59090909091,2.0,False
E1BXL4,0.0,0.0,0.23076923076900002,0.38461538461499994,0.0,0.307692307692,0.0769230769231,Eukaryota,13,0,1.2658567518700001,4.07692307692,1.01984126984,True
E1BXL5,0.23076923076900002,0.0769230769231,0.38461538461499994,0.0769230769231,0.0769230769231,0.0,0.153846153846,Euk+Bac,13,0,1.58577083521,3.82051282051,0.492063492063,False
E1BXL6,0.0,0.0,0.0,0.25,0.08333333333330001,0.416666666667,0.25,Eumetazoa,12,0,1.26500137527,3.69696969697,1.7400921659,False
E1BXL9,0.0,0.0,0.0,0.307692307692,0.0769230769231,0.38461538461499994,0.23076923076900002,Eumetazoa,13,0,1.2658567518700001,3.53846153846,2.3928571428599996,False
E1BXM0,0.166666666667,0.0,0.833333333333,0.0,0.0,0.0,0.0,Euk+Bac,6,7,0.45056120886600004,5.46153846154,5.5,True
E1BXM2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,5,1,-0.0,0.0,,False
E1BXM5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,2,1,-0.0,6.66666666667,-5.0,False
E1BXM6,0.5,0.0,0.375,0.125,0.0,0.0,0.0,Cellular_organisms,8,5,0.9743147528689999,4.74358974359,3.44444444444,False
E1BXM7,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Eumetazoa,12,1,0.6931471805600001,2.15384615385,4.0,False
E1BXM8,0.307692307692,0.0769230769231,0.153846153846,0.307692307692,0.0769230769231,0.0769230769231,0.0,Cellular_organisms,13,0,1.6052071074599998,2.79487179487,-0.123015873016,False
E1BXM9,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Eumetazoa,8,1,0.6931471805600001,3.16666666667,-0.038961038961,False
E1BXN3,0.111111111111,0.0,0.222222222222,0.222222222222,0.0,0.0,0.444444444444,Vertebrata,9,3,1.27302833659,6.30303030303,2.75555555556,False
E1BXN4,0.0909090909091,0.0,0.0909090909091,0.363636363636,0.0909090909091,0.272727272727,0.0909090909091,Eukaryota,11,0,1.59416669912,4.65454545455,2.9589947089899997,False
E1BXN6,0.0,0.0,0.0,0.8,0.2,0.0,0.0,Eukaryota,5,7,0.500402423538,3.04545454545,1.0,False
E1BXP0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,Eumetazoa,12,0,0.562335144619,2.42424242424,0.777777777778,False
E1BXP3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.153846153846,0.0277777777778,False
E1BXP4,0.583333333333,0.0,0.08333333333330001,0.166666666667,0.08333333333330001,0.08333333333330001,0.0,Cellular_organisms,12,1,1.23426786608,2.33333333333,1.44444444444,False
E1BXP5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,Eumetazoa,10,0,0.6730116670090001,2.97777777778,-0.58,False
E1BXP7,0.0,0.0,0.0,0.769230769231,0.0769230769231,0.153846153846,0.0,Eukaryota,13,0,0.6870920273800001,1.4358974359,-0.0674603174603,False
E1BXP9,0.0,0.0,0.0,0.0,0.0,0.125,0.875,Vertebrata,8,1,0.37677016125600005,2.66666666667,0.75,False
E1BXQ0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,4,8,-0.0,4.69696969697,0.3,False
E1BXQ1,0.0,0.0,0.0,0.23076923076900002,0.307692307692,0.23076923076900002,0.23076923076900002,Opisthokonta,13,0,1.37781950804,3.51282051282,-0.18253968254,False
E1BXQ2,0.0,0.0,0.0,0.23076923076900002,0.0,0.769230769231,0.0,Eumetazoa,13,0,0.5402041423889999,2.4358974359,-0.170634920635,False
E1BXQ7,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,2,6,0.6931471805600001,2.03571428571,-0.23809523809500002,False
E1BXQ9,0.307692307692,0.0,0.153846153846,0.0,0.0769230769231,0.0769230769231,0.38461538461499994,Vertebrata,13,0,1.4127446368599998,6.33333333333,2.4246031746,False
E1BXR0,0.0,0.0,0.0,0.25,0.08333333333330001,0.25,0.416666666667,Vertebrata,12,1,1.26500137527,4.61538461538,0.626984126984,False
E1BXR1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
E1BXR3,0.08333333333330001,0.0,0.25,0.33333333333299997,0.0,0.166666666667,0.166666666667,Eukaryota,12,1,1.51710639706,4.79487179487,3.1785714285699997,False
E1BXR5,0.6,0.0,0.1,0.0,0.0,0.1,0.2,Cellular_organisms,10,3,1.08889997535,5.69230769231,4.79365079365,False
E1BXR7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,13,0,-0.0,0.0,0.0,False
E1BXR8,0.0,0.0,0.0,0.666666666667,0.0,0.08333333333330001,0.25,Eukaryota,12,1,0.8239592165009999,4.15384615385,3.0714285714300003,False
E1BXR9,0.0,0.0,0.0,0.0,0.3,0.3,0.4,Vertebrata,10,1,1.08889997535,2.72727272727,2.58,False
E1BXS0,0.0,0.0,0.0,0.0,0.0,0.625,0.375,Eumetazoa,8,1,0.661563238158,2.61111111111,1.6666666666699999,False
E1BXS1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,10,0,-0.0,1.11111111111,0.56,False
E1BXS2,0.0,0.0,0.0,0.555555555556,0.222222222222,0.222222222222,0.0,Eukaryota,9,0,0.99502699018,2.11111111111,0.888888888889,False
E1BXS3,0.0,0.0,0.46153846153800004,0.307692307692,0.0769230769231,0.0769230769231,0.0769230769231,Euk+Bac,13,0,1.3114313374700002,3.92307692308,0.011904761904799999,False
E1BXS5,0.23076923076900002,0.0,0.692307692308,0.0,0.0,0.0769230769231,0.0,Euk+Bac,13,0,0.790267968075,1.07692307692,-0.166666666667,True
E1BXS6,0.0,0.0,0.08333333333330001,0.25,0.08333333333330001,0.166666666667,0.416666666667,Vertebrata,12,1,1.4241299173500002,5.12820512821,1.68253968254,False
E1BXS8,0.307692307692,0.0,0.23076923076900002,0.23076923076900002,0.0769230769231,0.0,0.153846153846,Cellular_organisms,13,0,1.5247073930300001,4.05128205128,1.53968253968,False
E1BXS9,0.0769230769231,0.0,0.38461538461499994,0.538461538462,0.0,0.0,0.0,Eukaryota,13,0,0.898137003188,1.23076923077,-0.138888888889,False
E1BXT0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,Eumetazoa,12,1,0.562335144619,1.69230769231,0.821428571429,False
E1BXT1,0.0,0.0,0.0,0.666666666667,0.08333333333330001,0.0,0.25,Eukaryota,12,1,0.8239592165009999,4.33333333333,0.412698412698,False
E1BXT2,0.0,0.0,0.0,0.222222222222,0.222222222222,0.111111111111,0.444444444444,Vertebrata,9,4,1.27302833659,4.69230769231,1.5952380952399998,False
E1BXT5,0.0,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.271189373042,0.589743589744,0.011904761904799999,False
E1BXT7,0.0,0.0,0.0,0.545454545455,0.0,0.181818181818,0.272727272727,Eukaryota,11,1,0.994923632572,5.59090909091,1.75555555556,False
E1BXT9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,9,2,-0.0,1.63636363636,-0.3,False
E1BXU0,0.0,0.0,0.0,0.538461538462,0.0769230769231,0.0769230769231,0.307692307692,Eukaryota,13,0,1.09059947378,4.10256410256,1.8928571428599998,False
E1BXU2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,9,1,-0.0,0.733333333333,0.035714285714300006,False
E1BXU3,0.0,0.0,0.0,0.615384615385,0.307692307692,0.0769230769231,0.0,Eukaryota,13,0,0.8587409130060001,2.51282051282,1.0039682539700001,False
E1BXV1,0.0,0.0,0.0,0.0,0.0,0.8571428571430001,0.14285714285700002,Eumetazoa,7,0,0.410116318288,1.33333333333,0.388888888889,False
E1BXV2,0.0,0.08333333333330001,0.0,0.08333333333330001,0.0,0.166666666667,0.666666666667,Vertebrata,12,1,0.983087758575,4.92307692308,0.888888888889,False
E1BXV5,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.33333333333299997,Eukaryota,9,0,0.636514168295,5.22222222222,2.1111111111099996,False
E1BXV6,0.08333333333330001,0.0,0.0,0.08333333333330001,0.0,0.166666666667,0.666666666667,Vertebrata,12,1,0.983087758575,4.38461538462,0.869047619048,False
E1BXW4,0.0,0.0,0.0,0.1,0.0,0.5,0.4,Eumetazoa,10,1,0.9433483923289999,2.98181818182,-0.399470899471,False
E1BXW5,0.0,0.0,0.0,0.0,0.0,0.23076923076900002,0.769230769231,Vertebrata,13,0,0.5402041423889999,1.33333333333,0.309523809524,False
E1BXW8,0.0,0.0,0.0,0.307692307692,0.0,0.692307692308,0.0,Eumetazoa,13,0,0.61724176973,2.4358974359,-0.015873015873,False
E1BXW9,0.0,0.0,0.0,0.555555555556,0.111111111111,0.111111111111,0.222222222222,Eukaryota,9,1,1.1490596969700002,4.68888888889,0.047619047619,False
E1BXX0,0.0,0.0,0.0,0.0,0.0,0.846153846154,0.153846153846,Eumetazoa,13,0,0.42932302193099997,1.33333333333,-0.206349206349,False
E1BXX2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Eumetazoa,8,3,0.6931471805600001,1.01818181818,0.693333333333,False
E1BXX3,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.923076923077,Vertebrata,13,0,0.271189373042,0.307692307692,-0.047619047619,False
E1BXX4,0.0,0.0,0.0,0.0,0.166666666667,0.75,0.08333333333330001,Eumetazoa,12,1,0.7214636866930001,2.10256410256,-0.119047619048,False
E1BXX5,0.2,0.0,0.6,0.2,0.0,0.0,0.0,Euk+Bac,5,8,0.950270539233,1.38461538462,0.714285714286,True
E1BXX6,0.23076923076900002,0.0769230769231,0.23076923076900002,0.46153846153800004,0.0,0.0,0.0,Eukaryota,13,0,1.23093162305,1.07692307692,0.0396825396825,False
E1BXX7,0.0,0.0,0.0,0.7272727272730001,0.0,0.272727272727,0.0,Eukaryota,11,0,0.585952618304,2.83636363636,0.26058201058200003,False
E1BXX8,0.6,0.0,0.0,0.0,0.4,0.0,0.0,Cellular_organisms,5,8,0.6730116670090001,4.28205128205,1.14285714286,False
E1BXX9,0.08333333333330001,0.0,0.0,0.33333333333299997,0.0,0.0,0.583333333333,Vertebrata,12,1,0.887694275799,5.15384615385,1.42063492063,False
E1BXY0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vertebrata,13,0,-0.0,0.0,0.0,False
E1BXY1,0.0,0.0,0.0,0.46153846153800004,0.538461538462,0.0,0.0,Opisthokonta,13,0,0.6901856760189999,1.46153846154,0.547619047619,False
E1BXY2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,Vertebrata,5,8,0.500402423538,2.48717948718,1.2142857142899999,False
E1BXY3,0.0,0.0,0.0,0.0,0.0,0.6,0.4,Eumetazoa,5,1,0.6730116670090001,3.53333333333,1.0,False
E1BXY4,0.0,0.0,0.0,0.45454545454499995,0.272727272727,0.181818181818,0.0909090909091,Eukaryota,11,0,1.2406842919499999,3.74545454545,2.77380952381,False
