,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
A9UV03,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
A9UV04,0.0,0.0,0.0,0.2,0.8,Opisthokonta,5,1,0.500402423538,2.6,-0.75,False
A9UV05,0.0,0.0,0.25,0.25,0.5,Opisthokonta,12,0,1.0397207708399998,2.60606060606,-0.19539170506900003,False
A9UV07,0.0,0.0,0.75,0.25,0.0,Euk+Bac,4,1,0.562335144619,1.2,-0.33333333333299997,False
A9UV08,0.0,0.0,0.0,0.0909090909091,0.909090909091,Opisthokonta,11,0,0.304636097349,0.363636363636,0.08,False
A9UV09,0.0,0.0,0.0,0.0,1.0,Opisthokonta,2,1,-0.0,2.0,3.0,False
A9UV10,0.0,0.0,0.0,0.0,1.0,Opisthokonta,3,0,-0.0,0.0,0.0,False
A9UV11,0.0,0.0,0.444444444444,0.0,0.555555555556,Opisthokonta,9,0,0.6869615765970001,2.77777777778,-0.0625,False
A9UV13,0.153846153846,0.0,0.615384615385,0.0769230769231,0.153846153846,Euk+Bac,13,0,1.07201696856,1.87179487179,-0.23809523809500002,False
A9UV14,0.0,0.0,0.0,0.583333333333,0.416666666667,Eukaryota,12,0,0.6791932659919999,2.0,-0.24444444444400001,False
A9UV15,0.0,0.0,0.0,0.0,1.0,Opisthokonta,8,1,-0.0,0.0,0.0,False
A9UV16,0.0,0.0,0.0,0.0,1.0,Opisthokonta,9,0,-0.0,0.0,0.0,False
A9UV17,0.0,0.0,0.0,1.0,0.0,Eukaryota,11,2,-0.0,0.564102564103,-0.0873015873016,False
A9UV18,0.0,0.0,0.0,0.7,0.3,Eukaryota,10,0,0.610864302055,1.82222222222,0.380952380952,False
A9UV19,0.0,0.0,0.0,0.0,1.0,Opisthokonta,4,1,-0.0,1.6,-1.0,False
A9UV20,0.46153846153800004,0.0769230769231,0.23076923076900002,0.23076923076900002,0.0,Cellular_organisms,13,0,1.23093162305,1.0,-0.0515873015873,False
A9UV21,0.23076923076900002,0.0,0.692307692308,0.0769230769231,0.0,Euk+Bac,13,0,0.790267968075,0.307692307692,-0.047619047619,False
A9UV22,0.692307692308,0.0,0.0769230769231,0.153846153846,0.0769230769231,Cellular_organisms,13,0,0.937155853066,1.23076923077,-0.190476190476,True
A9UV23,0.0,0.0,0.8,0.0,0.2,Euk+Bac,5,0,0.500402423538,2.4,1.5,False
A9UV24,0.0,0.0,0.166666666667,0.0,0.833333333333,Opisthokonta,6,1,0.45056120886600004,2.85714285714,2.66666666667,False
A9UV25,0.0,0.0,0.0,0.416666666667,0.583333333333,Opisthokonta,12,1,0.6791932659919999,1.53846153846,-0.134920634921,False
A9UV27,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Eukaryota,3,1,0.636514168295,2.33333333333,,False
A9UV28,0.0,0.0,0.0,0.428571428571,0.5714285714289999,Opisthokonta,7,0,0.6829081047,1.71428571429,-0.5,False
A9UV30,0.0909090909091,0.181818181818,0.272727272727,0.45454545454499995,0.0,Eukaryota,11,0,1.2406842919499999,1.05454545455,0.761904761905,False
A9UV31,0.0,0.0,0.0,0.714285714286,0.28571428571400004,Eukaryota,7,0,0.598269588585,2.09523809524,2.1090909090900003,False
A9UV32,0.0,0.0,0.0,0.875,0.125,Eukaryota,8,1,0.37677016125600005,0.444444444444,-0.1,False
A9UV33,0.0,0.0,0.23076923076900002,0.692307692308,0.0769230769231,Eukaryota,13,0,0.790267968075,1.61538461538,0.00793650793651,False
A9UV35,0.583333333333,0.0,0.25,0.08333333333330001,0.08333333333330001,Cellular_organisms,12,0,1.07513932401,1.27272727273,0.133333333333,False
A9UV36,0.0,0.0,0.0,0.555555555556,0.444444444444,Eukaryota,9,0,0.6869615765970001,1.66666666667,1.65,False
A9UV38,0.0,0.0,0.0,0.111111111111,0.888888888889,Opisthokonta,9,0,0.34883209584299996,0.833333333333,0.0375,False
A9UV39,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Opisthokonta,3,1,0.636514168295,2.33333333333,2.0,False
A9UV40,0.0,0.0,0.375,0.25,0.375,Opisthokonta,8,0,1.08219553004,3.28571428571,-0.08333333333330001,False
A9UV41,0.0,0.0,0.0,0.0,1.0,Opisthokonta,10,0,-0.0,0.0,0.0,False
A9UV42,0.0,0.0,0.692307692308,0.307692307692,0.0,Euk+Bac,13,0,0.61724176973,1.07692307692,0.19444444444400003,False
A9UV43,0.0,0.0,0.0,0.545454545455,0.45454545454499995,Eukaryota,11,0,0.689009238477,1.92727272727,-0.206666666667,False
A9UV44,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Eukaryota,3,0,0.636514168295,2.0,-1.5,False
A9UV45,0.0,0.0,0.0,0.3,0.7,Opisthokonta,10,0,0.610864302055,1.4,-0.18,False
A9UV46,0.923076923077,0.0769230769231,0.0,0.0,0.0,Cellular_organisms,13,0,0.271189373042,0.153846153846,-0.0238095238095,False
A9UV47,0.0,0.0,0.0,0.555555555556,0.444444444444,Eukaryota,9,1,0.6869615765970001,2.53333333333,0.28571428571400004,False
A9UV48,0.23076923076900002,0.0,0.23076923076900002,0.307692307692,0.23076923076900002,Eukaryota,13,0,1.37781950804,2.23076923077,-0.0873015873016,False
A9UV49,0.0,0.0,0.0,0.8181818181820001,0.181818181818,Eukaryota,11,1,0.474139313058,0.954545454545,0.222222222222,False
A9UV50,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.461538461538,-0.0198412698413,False
A9UV51,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Eukaryota,9,0,0.636514168295,1.22222222222,-0.275,False
A9UV52,0.583333333333,0.416666666667,0.0,0.0,0.0,Cellular_organisms,12,1,0.6791932659919999,0.512820512821,-0.0793650793651,False
A9UV55,0.0,0.0,0.692307692308,0.307692307692,0.0,Euk+Bac,13,0,0.61724176973,0.923076923077,0.166666666667,False
A9UV56,0.0,0.0,0.0,0.5,0.5,Opisthokonta,4,0,0.6931471805600001,2.5,-0.33333333333299997,False
A9UV57,0.0,0.0,0.0,0.8181818181820001,0.181818181818,Eukaryota,11,1,0.474139313058,1.40909090909,0.46728110599100003,False
A9UV58,0.0,0.0,0.0,0.46153846153800004,0.538461538462,Opisthokonta,13,0,0.6901856760189999,1.89743589744,-0.138888888889,False
A9UV59,0.0,0.0,0.0,1.0,0.0,Eukaryota,11,0,-0.0,0.436363636364,-0.015873015873,False
A9UV60,0.38461538461499994,0.0,0.153846153846,0.46153846153800004,0.0,Eukaryota,13,0,1.0123308390999999,1.07692307692,-0.166666666667,False
A9UV61,0.0,0.0,0.0,0.7272727272730001,0.272727272727,Eukaryota,11,0,0.585952618304,1.74545454545,-0.354497354497,False
A9UV62,0.25,0.0,0.33333333333299997,0.416666666667,0.0,Eukaryota,12,1,1.07755632707,1.17948717949,-0.130952380952,False
A9UV63,0.0,0.0,0.5,0.416666666667,0.08333333333330001,Euk+Bac,12,1,0.918427784993,1.76923076923,-0.119047619048,False
A9UV64,0.166666666667,0.166666666667,0.666666666667,0.0,0.0,Euk+Bac,6,0,0.8675632284810001,0.333333333333,-0.2,False
A9UV65,0.0,0.0,0.0,0.5714285714289999,0.428571428571,Eukaryota,7,0,0.6829081047,1.33333333333,-0.388888888889,False
A9UV67,0.0,0.0,0.0,0.615384615385,0.38461538461499994,Eukaryota,13,0,0.666278442415,1.5641025641,-0.138888888889,False
A9UV68,0.0,0.0,0.363636363636,0.636363636364,0.0,Eukaryota,11,0,0.655481773901,1.56363636364,-0.286666666667,False
A9UV70,0.0,0.0,0.0,0.444444444444,0.555555555556,Opisthokonta,9,0,0.6869615765970001,2.22222222222,0.888888888889,False
A9UV71,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.282051282051,0.111111111111,False
A9UV72,0.153846153846,0.0769230769231,0.153846153846,0.538461538462,0.0769230769231,Eukaryota,13,0,1.30387552934,1.82051282051,0.388888888889,False
A9UV73,0.0,0.0,0.45454545454499995,0.272727272727,0.272727272727,Euk+Bac,11,0,1.0670895187799998,2.50909090909,-0.313333333333,False
A9UV74,0.0,0.0909090909091,0.0,0.272727272727,0.636363636364,Opisthokonta,11,0,0.859967281036,1.92727272727,-0.133333333333,False
A9UV75,0.0,0.0,0.0,0.916666666667,0.08333333333330001,Eukaryota,12,1,0.286835983056,0.461538461538,-0.07142857142860001,False
A9UV76,0.166666666667,0.0,0.0,0.166666666667,0.666666666667,Opisthokonta,6,0,0.8675632284810001,2.8,0.777777777778,False
A9UV77,0.0,0.0,0.0,0.875,0.125,Eukaryota,8,0,0.37677016125600005,1.46428571429,0.08333333333330001,False
A9UV79,0.0,0.0,0.0,1.0,0.0,Eukaryota,7,0,-0.0,0.0,0.0,False
A9UV80,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
A9UV82,0.0,0.0,0.166666666667,0.583333333333,0.25,Eukaryota,12,1,0.9596147939120001,2.38461538462,1.38492063492,False
A9UV84,0.2,0.0,0.8,0.0,0.0,Euk+Bac,10,0,0.500402423538,0.0,0.0,False
A9UV85,0.153846153846,0.0769230769231,0.23076923076900002,0.538461538462,0.0,Eukaryota,13,0,1.15698764435,1.20512820513,0.277777777778,True
A9UV86,0.692307692308,0.307692307692,0.0,0.0,0.0,Cellular_organisms,13,0,0.61724176973,0.461538461538,0.08333333333330001,False
A9UV88,0.166666666667,0.0,0.0,0.75,0.08333333333330001,Eukaryota,12,1,0.7214636866930001,1.76923076923,-0.0674603174603,False
A9UV90,0.769230769231,0.23076923076900002,0.0,0.0,0.0,Cellular_organisms,13,0,0.5402041423889999,0.384615384615,-0.00793650793651,False
A9UV91,0.0,0.0,0.125,0.875,0.0,Eukaryota,8,0,0.37677016125600005,1.03571428571,0.49743589743600003,False
A9UV92,0.0,0.0,0.923076923077,0.0,0.0769230769231,Euk+Bac,13,0,0.271189373042,0.769230769231,0.138888888889,True
A9UV93,0.33333333333299997,0.0,0.5,0.166666666667,0.0,Euk+Bac,12,0,1.0114042647100001,0.606060606061,0.133333333333,True
A9UV94,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.512820512821,-0.0277777777778,False
A9UV95,0.0,0.0,0.0,0.7,0.3,Eukaryota,10,0,0.610864302055,1.86666666667,0.28571428571400004,False
A9UV96,0.0,0.0,0.0,0.8,0.2,Eukaryota,10,1,0.500402423538,1.6,-0.07333333333330001,False
A9UV97,0.0,0.0,0.33333333333299997,0.666666666667,0.0,Eukaryota,6,0,0.636514168295,1.6,-0.214285714286,False
A9UV99,0.0,0.0,0.0,0.0,1.0,Opisthokonta,12,1,-0.0,0.461538461538,-0.07142857142860001,False
A9UVA2,0.846153846154,0.0,0.0,0.153846153846,0.0,Cellular_organisms,13,0,0.42932302193099997,1.0,0.361111111111,False
A9UVA4,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.974358974359,0.0555555555556,False
A9UVA5,0.0,0.0,0.0,0.0,1.0,Opisthokonta,9,1,-0.0,0.8,-0.28571428571400004,False
A9UVA6,0.0,0.0,0.0,0.0,1.0,Opisthokonta,1,1,-0.0,1.0,,False
A9UVA7,0.5,0.0,0.375,0.125,0.0,Cellular_organisms,8,0,0.9743147528689999,1.0,-0.430769230769,False
A9UVA8,0.0,0.0,0.0,0.0,1.0,Opisthokonta,8,0,-0.0,0.25,0.0,False
A9UVA9,0.75,0.0,0.166666666667,0.08333333333330001,0.0,Cellular_organisms,12,1,0.7214636866930001,0.307692307692,-0.047619047619,False
A9UVB0,0.0,0.0,0.0,0.0,1.0,Opisthokonta,8,0,-0.0,0.25,0.179487179487,False
A9UVB1,0.0,0.0,0.0,0.0,1.0,Opisthokonta,2,1,-0.0,0.0,0.0,False
A9UVB2,0.0,0.0,0.1,0.6,0.3,Eukaryota,10,1,0.897945724857,2.32727272727,1.29761904762,False
A9UVB3,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.282051282051,-0.0436507936508,False
A9UVB4,0.0,0.111111111111,0.0,0.777777777778,0.111111111111,Eukaryota,9,0,0.6837389058490001,1.77777777778,-0.0625,False
A9UVB5,0.0,0.0,0.5,0.375,0.125,Euk+Bac,8,0,0.9743147528689999,2.32142857143,-0.548717948718,False
A9UVB7,0.0,0.0,0.0,0.846153846154,0.153846153846,Eukaryota,13,0,0.42932302193099997,1.12820512821,0.031746031746,False
A9UVB9,0.0,0.0,0.666666666667,0.33333333333299997,0.0,Euk+Bac,12,0,0.636514168295,1.27272727273,-0.111111111111,False
A9UVC0,0.0,0.0,0.4,0.6,0.0,Eukaryota,10,0,0.6730116670090001,1.6,0.18,False
A9UVC1,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,1.02564102564,0.150793650794,False
A9UVC2,0.33333333333299997,0.0,0.166666666667,0.5,0.0,Eukaryota,12,1,1.0114042647100001,1.07692307692,0.14285714285700002,False
A9UVC3,0.0,0.0,0.0,0.25,0.75,Opisthokonta,4,1,0.562335144619,2.2,-0.33333333333299997,False
A9UVC4,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.153846153846,0.0277777777778,False
A9UVC5,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Opisthokonta,9,0,0.636514168295,2.05555555556,0.555555555556,False
A9UVC7,0.0,0.0,0.0909090909091,0.8181818181820001,0.0909090909091,Eukaryota,11,0,0.60016607316,1.56363636364,-0.14,False
A9UVC9,0.0,0.0,0.0,0.846153846154,0.153846153846,Eukaryota,13,0,0.42932302193099997,0.846153846154,-0.130952380952,False
A9UVD0,0.0,0.0,0.23076923076900002,0.692307692308,0.0769230769231,Eukaryota,13,0,0.790267968075,1.76923076923,-0.0674603174603,False
A9UVD1,0.0,0.0,0.0,0.0,1.0,Opisthokonta,6,0,-0.0,0.333333333333,-0.17857142857099997,False
A9UVD4,0.0,0.0,0.0,0.0,1.0,Opisthokonta,2,1,-0.0,0.666666666667,1.0,False
A9UVD5,0.0,0.0,0.6,0.0,0.4,Euk+Bac,10,0,0.6730116670090001,2.86666666667,0.3,False
A9UVD6,0.0,0.0,0.0,0.555555555556,0.444444444444,Eukaryota,9,0,0.6869615765970001,2.22222222222,-0.5,False
A9UVD8,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Opisthokonta,9,0,0.636514168295,1.5,0.0,False
A9UVE1,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,0,-0.0,0.712121212121,-0.1,False
A9UVE4,0.615384615385,0.0,0.23076923076900002,0.153846153846,0.0,Cellular_organisms,13,0,0.925129083572,0.564102564103,-0.0873015873016,False
A9UVE6,0.0,0.0,0.0,0.166666666667,0.833333333333,Opisthokonta,6,1,0.45056120886600004,2.09523809524,1.33333333333,False
A9UVE7,0.0,0.0,0.0,0.636363636364,0.363636363636,Eukaryota,11,1,0.655481773901,1.72727272727,0.458986175115,False
A9UVE8,0.0,0.0,0.0,1.0,0.0,Eukaryota,5,0,-0.0,0.0,0.0,False
A9UVE9,0.0,0.0,0.0,0.0,1.0,Opisthokonta,1,2,-0.0,0.0,0.0,False
A9UVF0,0.0,0.0,0.0,0.923076923077,0.0769230769231,Eukaryota,13,0,0.271189373042,1.05128205128,-0.00793650793651,False
A9UVF3,0.0,0.0,0.666666666667,0.0,0.33333333333299997,Euk+Bac,3,1,0.636514168295,3.0,6.0,False
A9UVF4,0.222222222222,0.0,0.33333333333299997,0.33333333333299997,0.111111111111,Euk+Bac,9,0,1.3107836781,2.0,0.0,False
A9UVF6,0.0,0.0,0.636363636364,0.0909090909091,0.272727272727,Euk+Bac,11,0,0.859967281036,2.50909090909,-0.166666666667,False
A9UVF7,0.0,0.0,0.833333333333,0.08333333333330001,0.08333333333330001,Euk+Bac,12,0,0.56608573896,1.10606060606,0.133333333333,True
A9UVF9,0.0,0.0,0.0,0.875,0.125,Eukaryota,8,1,0.37677016125600005,1.61111111111,0.666666666667,False
A9UVG1,0.0,0.0,0.769230769231,0.23076923076900002,0.0,Euk+Bac,13,0,0.5402041423889999,1.05128205128,0.0952380952381,False
A9UVG2,0.14285714285700002,0.0,0.428571428571,0.28571428571400004,0.14285714285700002,Euk+Bac,7,0,1.2770342594700002,2.57142857143,-0.75,False
A9UVG5,0.0,0.0,0.0,0.5,0.5,Opisthokonta,10,0,0.6931471805600001,2.11111111111,1.1,False
A9UVG6,0.0,0.0,0.0,0.8,0.2,Eukaryota,10,0,0.500402423538,1.28888888889,0.0952380952381,False
A9UVG7,0.0,0.0,0.0,0.25,0.75,Opisthokonta,4,1,0.562335144619,2.2,0.33333333333299997,False
A9UVG8,0.166666666667,0.08333333333330001,0.08333333333330001,0.33333333333299997,0.33333333333299997,Opisthokonta,12,1,1.44518587895,2.79487179487,0.23809523809500002,False
A9UVG9,0.8,0.0,0.0,0.2,0.0,Cellular_organisms,5,0,0.500402423538,1.2,3.0,False
A9UVH1,0.307692307692,0.0,0.692307692308,0.0,0.0,Euk+Bac,13,0,0.61724176973,0.0,0.0,True
A9UVH2,0.0,0.0,0.0,0.8,0.2,Eukaryota,5,0,0.500402423538,1.6,0.583333333333,False
A9UVH3,0.0,0.0,0.0,0.777777777778,0.222222222222,Eukaryota,9,0,0.529706199058,1.72222222222,0.2875,False
A9UVH4,0.0,0.0,0.125,0.25,0.625,Opisthokonta,8,1,0.900256051269,2.83333333333,-0.3,False
A9UVH5,0.222222222222,0.0,0.444444444444,0.222222222222,0.111111111111,Euk+Bac,9,0,1.27302833659,2.11111111111,-0.475,False
A9UVH7,0.0,0.0,0.0,0.0,1.0,Opisthokonta,3,1,-0.0,1.0,0.0,False
A9UVH8,0.272727272727,0.0,0.0909090909091,0.545454545455,0.0909090909091,Eukaryota,11,0,1.12095039267,1.56363636364,0.234126984127,False
A9UVI0,0.769230769231,0.0,0.0769230769231,0.153846153846,0.0,Cellular_organisms,13,0,0.6870920273800001,0.717948717949,-0.00793650793651,False
A9UVI2,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.307692307692,0.0555555555556,False
A9UVI3,0.0,0.0,0.0,0.0,1.0,Opisthokonta,6,0,-0.0,0.0,0.0,False
A9UVI4,0.5,0.5,0.0,0.0,0.0,Cellular_organisms,12,1,0.6931471805600001,0.538461538462,-0.08333333333330001,False
A9UVI7,0.0,0.0,0.1,0.0,0.9,Opisthokonta,10,1,0.325082973391,1.96363636364,-0.36,False
A9UVI8,0.0,0.0,0.0,0.714285714286,0.28571428571400004,Eukaryota,7,0,0.598269588585,1.71428571429,-0.305555555556,False
A9UVI9,0.0,0.0,0.909090909091,0.0,0.0909090909091,Euk+Bac,11,0,0.304636097349,0.909090909091,-0.166666666667,True
A9UVJ1,0.0,0.0,0.0,0.909090909091,0.0909090909091,Eukaryota,11,0,0.304636097349,1.01818181818,0.0333333333333,False
A9UVJ2,1.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,-0.0,0.0,0.0,True
A9UVJ3,0.0,0.0,0.0,0.0,1.0,Opisthokonta,4,0,-0.0,0.0,0.0,False
A9UVJ4,0.0,0.0,0.0,1.0,0.0,Eukaryota,4,0,-0.0,0.5,0.0,False
A9UVJ5,0.0,0.0,0.0,0.0,1.0,Opisthokonta,1,1,-0.0,3.0,,False
A9UVJ6,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.307692307692,-0.047619047619,False
A9UVJ8,0.23076923076900002,0.0,0.38461538461499994,0.38461538461499994,0.0,Euk+Bac,13,0,1.07339428128,1.48717948718,-0.126984126984,False
A9UVK0,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.153846153846,0.0277777777778,False
A9UVK2,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
A9UVK3,0.0,0.0,0.0,0.75,0.25,Eukaryota,4,0,0.562335144619,1.66666666667,1.0,False
A9UVK6,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Opisthokonta,3,1,0.636514168295,2.66666666667,0.0,False
A9UVK7,0.0,0.0,0.0,0.0,1.0,Opisthokonta,4,0,-0.0,0.0,0.0,False
A9UVK8,0.0,0.0,0.0,0.923076923077,0.0769230769231,Eukaryota,13,0,0.271189373042,0.692307692308,-0.00396825396825,False
A9UVK9,0.0,0.0,0.0,0.9,0.1,Eukaryota,10,0,0.325082973391,0.955555555556,-0.08,False
A9UVL1,0.0,0.0,0.0,0.5,0.5,Opisthokonta,6,1,0.6931471805600001,2.09523809524,-0.222222222222,False
A9UVL2,0.0,0.0,0.0,0.9,0.1,Eukaryota,10,0,0.325082973391,0.8,-0.28571428571400004,False
A9UVL3,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.384615384615,-0.00793650793651,False
A9UVL5,0.0,0.0,0.0,0.0,1.0,Opisthokonta,1,1,-0.0,4.0,,False
A9UVL6,0.0,0.0,1.0,0.0,0.0,Euk+Bac,12,1,-0.0,0.0,0.0,True
A9UVL7,0.0,0.0,0.538461538462,0.0769230769231,0.38461538461499994,Euk+Bac,13,0,0.898137003188,3.10256410256,-0.428571428571,False
A9UVL9,0.0,0.0,0.0,0.5,0.5,Opisthokonta,4,0,0.6931471805600001,2.33333333333,,False
A9UVM0,0.0,0.0,0.0,0.923076923077,0.0769230769231,Eukaryota,13,0,0.271189373042,0.589743589744,0.011904761904799999,False
A9UVM1,0.25,0.125,0.125,0.375,0.125,Eukaryota,8,0,1.49417513829,2.03571428571,-0.220512820513,False
A9UVM3,0.8,0.2,0.0,0.0,0.0,Cellular_organisms,10,0,0.500402423538,0.355555555556,0.309523809524,False
A9UVM4,0.0,0.0,0.7,0.2,0.1,Euk+Bac,10,0,0.8018185525429999,2.06666666667,-0.24,False
A9UVM6,0.0,0.0,0.0,0.9,0.1,Eukaryota,10,0,0.325082973391,1.13333333333,-0.12,False
A9UVM7,0.307692307692,0.0,0.538461538462,0.153846153846,0.0,Euk+Bac,13,0,0.983961446001,0.717948717949,-0.00793650793651,False
A9UVM9,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
A9UVN0,0.0,0.0,0.0,0.0,1.0,Opisthokonta,1,2,-0.0,0.0,0.0,False
A9UVN1,0.222222222222,0.111111111111,0.33333333333299997,0.222222222222,0.111111111111,Euk+Bac,9,0,1.5229550675299999,1.88888888889,0.33333333333299997,False
A9UVN3,0.0769230769231,0.0,0.923076923077,0.0,0.0,Euk+Bac,13,0,0.271189373042,0.0,0.0,True
A9UVN4,0.0,0.0,0.0,0.0,1.0,Opisthokonta,1,2,-0.0,0.0,,False
A9UVN5,0.0,0.0,0.38461538461499994,0.615384615385,0.0,Eukaryota,13,0,0.666278442415,1.53846153846,-0.23809523809500002,False
A9UVN7,0.125,0.0,0.625,0.0,0.25,Euk+Bac,8,0,0.900256051269,2.57142857143,3.0769230769200004,False
A9UVN8,0.0,0.0,0.0,0.166666666667,0.833333333333,Opisthokonta,6,1,0.45056120886600004,1.42857142857,0.166666666667,False
A9UVP0,0.428571428571,0.0,0.0,0.428571428571,0.14285714285700002,Cellular_organisms,7,0,1.0042424730500001,2.57142857143,0.8181818181820001,False
A9UVP1,0.0,0.0,0.0,0.923076923077,0.0769230769231,Eukaryota,13,0,0.271189373042,0.461538461538,0.08333333333330001,False
A9UVP2,0.0,0.0,0.0,0.0,1.0,Opisthokonta,3,0,-0.0,0.0,,False
A9UVP3,0.0,0.0,0.0,0.6,0.4,Eukaryota,5,1,0.6730116670090001,2.8,3.64285714286,False
A9UVP4,0.0,0.0,0.0,0.916666666667,0.08333333333330001,Eukaryota,12,1,0.286835983056,0.846153846154,0.0238095238095,False
A9UVP6,0.0,0.0,0.0,0.5,0.5,Opisthokonta,12,1,0.6931471805600001,1.58974358974,-0.14285714285700002,False
A9UVP7,0.0,0.0,1.0,0.0,0.0,Euk+Bac,13,0,-0.0,0.0,0.0,True
A9UVP8,0.0,0.0,0.0,1.0,0.0,Eukaryota,1,0,-0.0,None,,False
A9UVP9,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,0,-0.0,0.0,0.0,False
A9UVQ0,0.0,0.153846153846,0.615384615385,0.153846153846,0.0769230769231,Euk+Bac,13,0,1.07201696856,1.82051282051,-0.07539682539680001,False
A9UVQ1,0.0,0.0,0.0,0.1,0.9,Opisthokonta,10,0,0.325082973391,0.4,-0.14285714285700002,False
A9UVQ4,0.0,0.0,0.0,0.0,1.0,Opisthokonta,11,2,-0.0,0.0,0.0,False
A9UVQ8,1.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,-0.0,0.0,0.0,True
A9UVR0,0.0,0.0769230769231,0.538461538462,0.38461538461499994,0.0,Euk+Bac,13,0,0.898137003188,1.05128205128,-0.111111111111,False
A9UVR7,0.0,0.0,0.5,0.0,0.5,Opisthokonta,8,0,0.6931471805600001,3.42857142857,0.75,False
A9UVR8,0.75,0.0,0.25,0.0,0.0,Cellular_organisms,12,1,0.562335144619,0.0,0.0,False
A9UVS0,0.0,0.0,0.428571428571,0.0,0.5714285714289999,Opisthokonta,7,0,0.6829081047,3.42857142857,0.166666666667,False
A9UVS2,0.0,0.0,0.0,0.6,0.4,Eukaryota,5,0,0.6730116670090001,2.4,-0.666666666667,False
A9UVS3,0.166666666667,0.0,0.33333333333299997,0.5,0.0,Eukaryota,6,0,1.0114042647100001,1.8,-0.33333333333299997,False
A9UVS4,0.0,0.0,0.0,0.625,0.375,Eukaryota,8,1,0.661563238158,1.88888888889,-0.444444444444,False
A9UVS5,0.0,0.111111111111,0.0,0.666666666667,0.222222222222,Eukaryota,9,1,0.848685557726,2.0,0.17857142857099997,False
A9UVS6,0.0,0.0,0.0,0.846153846154,0.153846153846,Eukaryota,13,0,0.42932302193099997,1.35897435897,0.253968253968,False
A9UVS7,0.0,0.0,0.0,0.3,0.7,Opisthokonta,10,0,0.610864302055,1.48888888889,-0.2,False
A9UVT0,0.0,0.0,0.0,0.5,0.5,Opisthokonta,4,1,0.6931471805600001,2.4,-1.0,False
A9UVT2,0.0,0.0,0.0,0.5,0.5,Opisthokonta,4,1,0.6931471805600001,2.2,-0.75,False
A9UVT4,0.08333333333330001,0.0,0.0,0.75,0.166666666667,Eukaryota,12,1,0.7214636866930001,2.12820512821,1.11507936508,False
A9UVT5,0.4,0.1,0.0,0.4,0.1,Cellular_organisms,10,0,1.1935496041,2.24444444444,1.2619047619,False
A9UVT6,0.0,0.0,0.0,1.0,0.0,Eukaryota,1,1,-0.0,2.0,,False
A9UVT7,0.0,0.0,0.769230769231,0.23076923076900002,0.0,Euk+Bac,13,0,0.5402041423889999,1.05128205128,0.0952380952381,False
A9UVT8,0.0,0.0,0.0,0.181818181818,0.8181818181820001,Opisthokonta,11,0,0.474139313058,1.2,0.146666666667,False
A9UVT9,0.0,0.0,0.0,0.7272727272730001,0.272727272727,Eukaryota,11,0,0.585952618304,1.74545454545,-0.354497354497,False
A9UVU0,0.0,0.0,0.0,0.0,1.0,Opisthokonta,13,0,-0.0,0.0,0.0,False
A9UVU4,0.0,0.0,0.0,1.0,0.0,Eukaryota,1,1,-0.0,1.0,,False
A9UVU8,0.0,0.0,0.166666666667,0.0,0.833333333333,Opisthokonta,6,1,0.45056120886600004,2.38095238095,-0.694444444444,False
A9UVU9,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Opisthokonta,6,0,0.636514168295,1.93333333333,-0.392857142857,False
A9UVV0,0.0,0.0,0.0,0.0,1.0,Opisthokonta,2,1,-0.0,0.0,0.0,False
A9UVV1,0.153846153846,0.0,0.769230769231,0.0769230769231,0.0,Euk+Bac,13,0,0.6870920273800001,0.307692307692,-0.047619047619,False
