,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
ENSP00000329080,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Eumetazoa,Mammalia
Q5T5A8,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Eumetazoa,Vertebrata,None
Q8N8Q8,Euk+Bac,Opisthokonta,Opisthokonta,Eukaryota,Opisthokonta,Euk+Bac,Opisthokonta,Eukaryota,Opisthokonta,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac
Q6UW10,Mammalia,None,Mammalia,None,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia
Q96NA2,Mammalia,Mammalia,Mammalia,Vertebrata,Mammalia,Vertebrata,None,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q15572,Eumetazoa,Eumetazoa,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q7Z7J9,Mammalia,Mammalia,Vertebrata,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata
Q9UH90,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Mammalia,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa
Q6NUJ1,Mammalia,Mammalia,Eumetazoa,Mammalia,Mammalia,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8TE77,Vertebrata,Opisthokonta,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Mammalia,Eukaryota,Eumetazoa,Eukaryota,Euk+Bac,Eumetazoa,Opisthokonta
Q68D85,Mammalia,Mammalia,Mammalia,Mammalia,Euk+Bac,Vertebrata,Vertebrata,Vertebrata,Mammalia,Vertebrata,Euk+Bac,Eumetazoa,Eumetazoa
P29965,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa
Q15012,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q8NGZ0,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Eumetazoa,Mammalia,Vertebrata,Mammalia,Vertebrata
Q8WUH6,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata
Q8TDU5,None,None,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Vertebrata,Vertebrata
P31153,Vertebrata,Eumetazoa,Euk+Bac,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Euk+Bac,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota
P03915,Cellular_organisms,Cellular_organisms,Eumetazoa,Cellular_organisms,Cellular_organisms,Cellular_organisms,Euk+Bac,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Euk+Bac
P54315,Mammalia,Mammalia,Eumetazoa,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
B3KMH2,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,None,None
P25205,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,None,Euk_Archaea,Euk_Archaea,Euk_Archaea
P43026,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q96M89,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,None,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,None,Eumetazoa,Eumetazoa
O14734,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac
Q8N4P2,None,Mammalia,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
A6NHN0,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa
Q6P0Q8,Vertebrata,Eukaryota,Eumetazoa,Eumetazoa,Opisthokonta,Eukaryota,Eumetazoa,Eukaryota,Euk+Bac,Opisthokonta,Eukaryota,Eukaryota,Opisthokonta
Q9Y5P3,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata
Q93052,Vertebrata,Eumetazoa,Vertebrata,Opisthokonta,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota
O75716,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Euk+Bac
Q9NPB1,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota
Q8WUW1,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,None,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,None,Eukaryota,Eukaryota
Q96AC1,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q8N7C0,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Eumetazoa,Eukaryota,Opisthokonta,Eukaryota
Q9Y2B9,Vertebrata,Mammalia,Mammalia,Vertebrata,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Mammalia,Eumetazoa,Vertebrata
A6NGY3,Mammalia,Mammalia,Mammalia,Mammalia,None,Eumetazoa,None,Mammalia,Mammalia,Mammalia,None,Mammalia,Eumetazoa
Q9NUB1,Eukaryota,Eukaryota,Euk_Archaea,Opisthokonta,Cellular_organisms,Eukaryota,Cellular_organisms,Cellular_organisms,Opisthokonta,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms
Q9Y2L5,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
A6NKF1,Opisthokonta,Opisthokonta,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa
Q6P4Q7,Vertebrata,Opisthokonta,Mammalia,Eumetazoa,Vertebrata,Euk+Bac,Euk_Archaea,Cellular_organisms,Eukaryota,Eukaryota,Euk_Archaea,Euk+Bac,Eukaryota
Q9NZH4,Mammalia,Mammalia,Vertebrata,Mammalia,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata
Q9NPH0,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P51688,Euk+Bac,Euk+Bac,Eumetazoa,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac
Q9H324,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q9H213,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eukaryota,Mammalia,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Vertebrata
O43314,Vertebrata,Eumetazoa,Eukaryota,Eukaryota,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9BRR8,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8TCA0,Eumetazoa,Vertebrata,Eumetazoa,Euk+Bac,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Euk+Bac
Q8IYK4,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Opisthokonta,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Eukaryota,Eumetazoa,Eumetazoa
Q02246,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa
P04437,Mammalia,Mammalia,Mammalia,Vertebrata,None,Vertebrata,None,Mammalia,Mammalia,Mammalia,Vertebrata,Vertebrata,Mammalia
Q8WXK3,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Euk+Bac,Euk+Bac
ENSP00000401425,None,None,Opisthokonta,Opisthokonta,None,None,None,None,None,Euk_Archaea,None,None,None
Q13478,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa
P0C7Q6,None,None,None,None,None,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Euk+Bac,Eukaryota,Euk+Bac
Q8IW19,Opisthokonta,Opisthokonta,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa
Q99714,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Opisthokonta,Cellular_organisms,Euk+Bac,Euk+Bac,Euk+Bac
Q5SWL8,None,None,Mammalia,None,None,None,None,None,Eumetazoa,Mammalia,Eumetazoa,Vertebrata,Eumetazoa
P05198,Euk_Archaea,Euk_Archaea,Euk_Archaea,Euk_Archaea,Euk_Archaea,Euk_Archaea,Eukaryota,Euk_Archaea,Euk_Archaea,Euk_Archaea,Euk_Archaea,Cellular_organisms,Cellular_organisms
O94772,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Vertebrata,Vertebrata
P01612,None,None,Mammalia,None,None,None,None,None,Opisthokonta,Mammalia,Opisthokonta,Vertebrata,Opisthokonta
Q9H7B4,Eumetazoa,Opisthokonta,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9H3U5,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Opisthokonta,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac
P09681,Vertebrata,Mammalia,Mammalia,Vertebrata,Vertebrata,Vertebrata,None,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata
A8MU46,Eumetazoa,Eumetazoa,Mammalia,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Opisthokonta
Q7L8C5,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota
P84101,Eukaryota,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota
O60285,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Euk+Bac,Eukaryota,Eukaryota,Euk+Bac,Eukaryota
Q9ULI2,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Cellular_organisms,Cellular_organisms,Cellular_organisms,Euk_Archaea,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms
Q99665,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa
P59665,None,None,Mammalia,None,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia
P13521,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eukaryota
Q9NQ48,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Euk+Bac
Q5BJH7,Eumetazoa,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q14011,Vertebrata,Eumetazoa,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac,Eukaryota,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota,Eukaryota
P49643,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,Eukaryota,Eukaryota
P16442,Vertebrata,Vertebrata,Vertebrata,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa
Q9H3S5,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q99932,Mammalia,Mammalia,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Mammalia,Eumetazoa,Eumetazoa,Mammalia,Mammalia
Q8NFR9,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata
Q96PE5,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Eumetazoa,Mammalia
A6NGZ8,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia
Q8IYD9,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,None,Eumetazoa,None,Eumetazoa,Vertebrata,Eumetazoa,None,Mammalia,Vertebrata
Q9BYD1,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Cellular_organisms,Euk+Bac,Euk+Bac,Cellular_organisms,Cellular_organisms
Q9NVM4,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac,Euk_Archaea,Eukaryota,Euk+Bac
Q99437,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Euk+Bac
Q96RF0,Vertebrata,Opisthokonta,Eumetazoa,Opisthokonta,Eumetazoa,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Eukaryota,Eukaryota,Cellular_organisms
P27216,Vertebrata,Opisthokonta,Eukaryota,Opisthokonta,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
Q8WZ82,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
A8MXJ8,None,None,Mammalia,None,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia
Q96I59,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Cellular_organisms,Euk+Bac,Eukaryota
P01717,None,Mammalia,Vertebrata,None,Mammalia,Mammalia,Mammalia,None,Vertebrata,Mammalia,Opisthokonta,Opisthokonta,Opisthokonta
P35225,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Vertebrata,Mammalia
Q9Y693,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q8N0Y7,None,None,None,None,None,None,None,Cellular_organisms,Euk+Bac,Cellular_organisms,Cellular_organisms,Cellular_organisms,Euk+Bac
P19320,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa
Q6UY18,Mammalia,Mammalia,Vertebrata,Vertebrata,Mammalia,Mammalia,None,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota
O75962,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q32M45,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Vertebrata,Eumetazoa,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8IV77,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Opisthokonta,Eukaryota,None,Eukaryota,Eukaryota,Eukaryota
P29376,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Opisthokonta,Eukaryota,None,Opisthokonta,Eukaryota,Eumetazoa
Q8N461,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
Q9H0E3,Eumetazoa,Eumetazoa,Vertebrata,Opisthokonta,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac
Q8IZ16,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Vertebrata,Mammalia
Q9BXS5,Eumetazoa,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P05060,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata
P36551,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac
ENSP00000341058,None,None,None,None,None,None,None,None,None,None,None,Mammalia,None
Q5BJD5,Eukaryota,Euk+Bac,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Euk+Bac,Opisthokonta,Eukaryota,Euk+Bac,Euk+Bac,Cellular_organisms
Q9P227,Opisthokonta,Opisthokonta,Vertebrata,Vertebrata,Opisthokonta,Opisthokonta,Vertebrata,Opisthokonta,Eumetazoa,Opisthokonta,Opisthokonta,Eukaryota,Opisthokonta
Q9P0T4,Mammalia,Mammalia,Mammalia,Eumetazoa,Mammalia,Mammalia,None,Mammalia,Eukaryota,Eumetazoa,Opisthokonta,Eumetazoa,Opisthokonta
Q9BWF2,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa,Eukaryota,Eumetazoa,Opisthokonta
Q9H943,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Vertebrata
Q9UHP9,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata
P57740,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9Y2D1,Eumetazoa,Eumetazoa,Vertebrata,Mammalia,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa,Vertebrata
O15520,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q6ZU69,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia
Q9UDY8,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac,Euk+Bac,Eumetazoa,Euk+Bac,Eumetazoa,Eumetazoa,Euk+Bac,Eumetazoa,Eumetazoa
ENSP00000409156,Mammalia,None,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,None,None
Q96AA3,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P13942,Mammalia,Mammalia,Vertebrata,None,None,Mammalia,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa,None,Eumetazoa,Opisthokonta
Q9BTE7,Vertebrata,Vertebrata,Opisthokonta,Vertebrata,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P18089,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,None,Eumetazoa,Opisthokonta,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q2TAM9,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,None,Eumetazoa,Vertebrata
O95813,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa
Q96JM3,Vertebrata,Vertebrata,Vertebrata,Opisthokonta,Eumetazoa,Vertebrata,None,Vertebrata,Vertebrata,Eukaryota,Cellular_organisms,Eukaryota,Euk+Bac
P02545,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Euk+Bac
Q99814,Vertebrata,Opisthokonta,Vertebrata,Vertebrata,Eumetazoa,Euk+Bac,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q7Z3C6,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9BQJ4,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q9NTJ4,Cellular_organisms,Cellular_organisms,Euk+Bac,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms
Q6RSH7,None,Mammalia,Mammalia,Mammalia,None,None,Eumetazoa,Mammalia,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa
Q8TAA1,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Vertebrata,Vertebrata
P29074,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa,Eukaryota,Eukaryota,Eukaryota
Q5TGY3,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Vertebrata,Vertebrata,Vertebrata,Mammalia,Vertebrata,Mammalia,Vertebrata,Mammalia
ENSP00000358171,None,None,None,None,None,None,None,None,None,None,None,Mammalia,None
Q13618,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P05187,None,None,Eumetazoa,Mammalia,Mammalia,Euk+Bac,Eumetazoa,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms
Q15172,Vertebrata,Vertebrata,Eukaryota,Eumetazoa,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P07766,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata
Q8TB05,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
P36776,Euk+Bac,Cellular_organisms,Eukaryota,Euk+Bac,Cellular_organisms,Euk+Bac,Euk+Bac,Cellular_organisms,Euk+Bac,Cellular_organisms,Cellular_organisms,Cellular_organisms,Euk+Bac
Q15758,Vertebrata,Cellular_organisms,Euk+Bac,Eumetazoa,Vertebrata,Euk+Bac,Euk+Bac,Cellular_organisms,Opisthokonta,Cellular_organisms,Cellular_organisms,Euk+Bac,Cellular_organisms
Q5VYS4,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,None,Eumetazoa,Vertebrata
