,mean,variance,outliers
P61457,28.5384615385,222.435897436,
Q14532,7.15384615385,110.641025641,Hieranoid_2
Q9NUN5,14.7692307692,6.19230769231,PANTHER8_LDO PANTHER8_all
Q05215,4.84615384615,35.3076923077,Hieranoid_2
Q16667,39.0769230769,317.91025641,
Q6PCB0,5.23076923077,160.358974359,PANTHER8_all
Q96EH8,6.69230769231,26.0641025641,PANTHER8_all
A8MUA0,3.69230769231,57.2307692308,PANTHER8_all
Q8N695,25.6923076923,442.730769231,
Q9ULZ3,1.53846153846,1.26923076923,
O43298,2.0,4.16666666667,PANTHER8_all
Q5T7P8,7.61538461538,88.2564102564,
P55318,4.69230769231,23.8974358974,
Q9NV29,1.69230769231,1.23076923077,
Q06418,3.07692307692,17.2435897436,Metaphors
Q9P0L2,10.3846153846,162.256410256,Metaphors
Q13601,6.07692307692,3.07692307692,OMA_Groups
Q00973,10.3846153846,349.58974359,EggNOG Hieranoid_2
P54317,6.92307692308,46.7435897436,Hieranoid_2
O00160,8.69230769231,42.3974358974,OMA_Pairs
O75106,30.7692307692,378.858974359,
ENSP00000371198,4.46153846154,86.4358974359,PhylomeDB
Q9UIG0,10.3076923077,61.7307692308,
Q66LE6,9.92307692308,41.2435897436,OMA_Groups
P56915,8.38461538462,53.5897435897,EnsemblCompara_v2
Q9UKU0,21.3076923077,287.730769231,
O60575,4.69230769231,14.7307692308,
Q96JD6,22.0769230769,342.41025641,
O00155,5.30769230769,2.5641025641,
P51811,1.76923076923,5.52564102564,
P17152,2.07692307692,0.0769230769231,
Q01344,0.846153846154,1.97435897436,
P80162,3.84615384615,49.141025641,PANTHER8_LDO PANTHER8_all
Q96GP6,10.9230769231,241.576923077,PhylomeDB
Q15542,10.7692307692,96.358974359,Metaphors PhylomeDB
ENSP00000324000,1.0,0.0,
Q9BW66,6.61538461538,20.7564102564,PANTHER8_LDO PANTHER8_all
P29016,3.23076923077,1.02564102564,
A6NCI4,11.3846153846,104.58974359,PANTHER8_all
Q969X1,15.6923076923,231.897435897,
A8MYZ0,15.0769230769,48.7435897436,Hieranoid_2
Q6PCB7,22.5384615385,267.102564103,
O75951,11.2307692308,199.358974359,PANTHER8_all
P16035,4.53846153846,4.76923076923,OMA_Pairs
Q6NZY7,4.38461538462,11.4230769231,
Q96ET8,9.07692307692,89.4102564103,RSD
O00327,6.23076923077,15.6923076923,PANTHER8_all
P63136,12.8461538462,296.141025641,PANTHER8_all
Q02040,7.53846153846,23.1025641026,InParanoid
P16444,38.3846153846,146.08974359,
Q8N6F7,0.307692307692,0.230769230769,
Q9C037,13.5384615385,238.269230769,PANTHER8_all
O43830,9.23076923077,119.692307692,Hieranoid_2
Q9P0J1,6.23076923077,27.5256410256,PANTHER8_all
P56696,10.6923076923,178.897435897,EnsemblCompara_v2
Q8TDQ0,2.92307692308,4.24358974359,PANTHER8_all
P63167,12.3076923077,96.7307692308,
Q96FM1,6.61538461538,5.42307692308,OMA_Groups
Q2M3T9,4.46153846154,7.60256410256,
Q8IWC1,9.46153846154,203.102564103,EnsemblCompara_v2
Q86YH6,11.3846153846,89.5897435897,Metaphors
Q7L2E3,16.5384615385,224.102564103,PhylomeDB
ENSP00000409842,3.69230769231,30.2307692308,EnsemblCompara_v2 PhylomeDB
Q8N7P3,3.46153846154,4.4358974359,EnsemblCompara_v2
Q2M296,24.6153846154,2.92307692308,
Q6ZNQ3,14.0,128.5,PANTHER8_all
P47974,11.9230769231,87.5769230769,
Q8IXT5,10.0769230769,77.9102564103,
O75425,5.0,17.5,
O15552,0.923076923077,3.74358974359,PANTHER8_all
Q9BYH8,5.38461538462,66.9230769231,Metaphors PhylomeDB
Q9NXB9,14.7692307692,69.5256410256,
P07339,12.7692307692,40.1923076923,
Q9UL33,16.0769230769,7.41025641026,
P54764,7.23076923077,240.858974359,Metaphors PhylomeDB
Q8N5I4,29.0,184.666666667,
A8MWX3,10.8461538462,77.3076923077,
Q96FJ0,9.38461538462,34.0897435897,
Q86UP6,7.0,33.6666666667,PANTHER8_LDO PANTHER8_all
Q9NSN8,3.69230769231,3.23076923077,
ENSP00000388315,6.0,194.333333333,PhylomeDB
Q8N149,3.23076923077,10.0256410256,PhylomeDB
C9JJ37,21.4615384615,98.4358974359,PANTHER8_all
P01374,3.84615384615,10.8076923077,OMA_Groups
Q9UJA5,8.07692307692,6.57692307692,
Q15389,3.69230769231,36.7307692308,Metaphors PhylomeDB
Q8WVV4,3.15384615385,23.9743589744,PhylomeDB
P05177,15.8461538462,198.141025641,
Q8NE79,5.30769230769,33.0641025641,Hieranoid_2
P00568,26.8461538462,179.307692308,
Q9P2W3,4.92307692308,5.57692307692,
Q9NR80,8.46153846154,67.9358974359,RSD
B4DV03,1.61538461538,1.42307692308,
P58005,12.2307692308,41.358974359,
Q09161,7.15384615385,8.47435897436,OMA_Groups
P24666,28.3076923077,62.3974358974,OMA_Groups
O75494,18.8461538462,175.141025641,PhylomeDB
O75439,15.6923076923,65.5641025641,
Q6ZW31,8.38461538462,27.7564102564,PhylomeDB
Q9UMS4,9.53846153846,86.6025641026,Metaphors PhylomeDB
Q14773,1.84615384615,7.97435897436,PhylomeDB
Q8IYX1,14.6153846154,197.256410256,
O60344,29.2307692308,373.025641026,
Q13410,2.07692307692,4.07692307692,
O14713,0.0769230769231,0.0769230769231,
Q9H306,6.76923076923,116.358974359,
Q00653,11.4615384615,291.435897436,RSD Metaphors
Q4G148,6.23076923077,26.358974359,PANTHER8_all
O15105,2.84615384615,3.47435897436,
A6NP11,5.61538461538,92.4230769231,Hieranoid_2
Q96JJ7,11.3076923077,85.5641025641,
O43812,12.2307692308,103.858974359,
P33908,17.4615384615,116.435897436,PANTHER8_all
P01850,3.30769230769,6.23076923077,
Q7Z6W1,1.76923076923,0.192307692308,
Q99678,1.0,4.5,PANTHER8_all
P49406,9.15384615385,94.9743589744,RSD
Q6YN16,36.3076923077,100.897435897,
P0CG05,6.84615384615,57.141025641,Metaphors
Q8IUG5,5.84615384615,33.4743589744,PhylomeDB
A8MT69,13.4615384615,143.602564103,
Q8N8P7,0.307692307692,0.230769230769,
Q9HD23,12.6923076923,10.8974358974,EggNOG
Q9Y2I6,11.9230769231,81.4102564103,
Q702N8,5.76923076923,41.5256410256,Metaphors
P16581,5.76923076923,31.0256410256,PhylomeDB
Q6UXD7,19.2307692308,108.358974359,PhylomeDB
A2RU54,7.38461538462,59.9230769231,
O95255,12.6153846154,120.256410256,
O75475,14.5384615385,247.102564103,PANTHER8_LDO PANTHER8_all
O43561,1.0,0.0,
Q86YV9,1.76923076923,0.192307692308,
Q15018,10.3846153846,71.4230769231,
P43652,1.84615384615,4.14102564103,EnsemblCompara_v2
P61371,6.30769230769,30.3974358974,Metaphors PhylomeDB
Q96F07,12.9230769231,44.5769230769,
P58107,4.23076923077,8.19230769231,EnsemblCompara_v2
O95431,0.384615384615,0.25641025641,
Q8TCB0,6.0,14.3333333333,
Q96EB1,8.69230769231,18.7307692308,OMA_Groups
P08631,10.4615384615,189.269230769,PhylomeDB
P50607,12.6153846154,79.5897435897,
Q8NB15,15.8461538462,50.141025641,
P22676,8.69230769231,38.8974358974,PhylomeDB
Q15561,8.15384615385,36.141025641,
P82933,16.0769230769,100.076923077,
ENSP00000403188,4.76923076923,51.5256410256,
Q96A09,4.23076923077,11.1923076923,RSD
ENSP00000361463,0.923076923077,0.0769230769231,
Q68CQ1,5.53846153846,50.1025641026,PANTHER8_all PhylomeDB
O94864,4.0,5.5,EggNOG
Q92674,11.3076923077,6.39743589744,
P0C7U2,27.3846153846,317.58974359,
O43502,22.8461538462,34.9743589744,PhylomeDB
P49146,6.61538461538,12.5897435897,Hieranoid_2
Q8IUZ0,17.2307692308,281.358974359,
ENSP00000365382,7.92307692308,137.576923077,Hieranoid_2
P78423,0.153846153846,0.141025641026,
Q8N8C0,4.07692307692,34.5769230769,Metaphors
Q8TF08,2.53846153846,4.60256410256,
Q9UKT6,7.46153846154,120.269230769,PANTHER8_all
O75323,11.3076923077,163.730769231,Hieranoid_2
Q96HA7,11.9230769231,70.9102564103,
Q9Y221,3.61538461538,0.923076923077,
P33981,9.0,18.5,
Q96EV8,4.53846153846,5.60256410256,
Q9H4Z3,16.8461538462,50.3076923077,
Q8IY31,16.1538461538,32.4743589744,
P21675,9.0,23.8333333333,
Q52LD8,2.84615384615,4.14102564103,PANTHER8_LDO PANTHER8_all
Q14693,7.61538461538,77.5897435897,
Q9BRQ4,18.3846153846,58.4230769231,
P78380,4.15384615385,36.641025641,PhylomeDB
Q8TBN0,10.0,25.1666666667,
P05015,1.92307692308,5.24358974359,EnsemblCompara_v2
Q8NGB8,2.38461538462,10.9230769231,PhylomeDB
Q3SXP7,2.84615384615,0.807692307692,
Q14956,1.61538461538,5.92307692308,PANTHER8_LDO PANTHER8_all
Q8N370,9.23076923077,50.0256410256,EnsemblCompara_v2
A6NCS4,6.61538461538,51.7564102564,PhylomeDB
P53985,15.6153846154,388.08974359,
A8MW99,3.38461538462,1.92307692308,
Q5JPH6,14.3076923077,54.3974358974,OMA_Pairs
Q7L5D6,7.07692307692,19.4102564103,
Q8N8L2,7.46153846154,90.2692307692,Hieranoid_2
O60841,9.92307692308,19.4102564103,
Q9H078,24.7692307692,261.525641026,
Q9NPF0,2.84615384615,13.4743589744,
Q86V88,17.6923076923,5.73076923077,
P42261,8.92307692308,112.743589744,PANTHER8_all
Q9UP95,15.4615384615,84.1025641026,
Q5VUJ6,8.38461538462,143.923076923,PANTHER8_all
Q9BVC4,5.76923076923,42.358974359,PhylomeDB
Q5SXM2,13.0,53.6666666667,
Q01638,1.69230769231,4.89743589744,
Q8TDW5,7.84615384615,76.9743589744,
Q13522,3.23076923077,1.19230769231,
Q9BTC8,3.76923076923,3.35897435897,Hieranoid_2
P14780,4.38461538462,64.7564102564,Metaphors PhylomeDB
Q7Z4H7,1.76923076923,6.85897435897,EggNOG
O95477,15.3846153846,239.08974359,
Q9BYW1,23.3076923077,223.564102564,
O00255,14.4615384615,46.4358974359,
O00268,14.1538461538,76.9743589744,
Q9UNA3,14.6923076923,231.897435897,RSD
Q5RIA9,16.1538461538,259.141025641,
Q49AH0,10.3846153846,84.2564102564,
Q49MG5,5.23076923077,13.858974359,EnsemblCompara_v2
Q9BRK5,12.7692307692,199.025641026,PANTHER8_LDO PANTHER8_all
Q15013,7.07692307692,26.0769230769,Hieranoid_2
Q6ISU1,1.61538461538,0.589743589744,
Q6EIG7,5.07692307692,29.5769230769,EnsemblCompara_v2
O00459,4.30769230769,33.0641025641,Metaphors PhylomeDB
Q6PGQ7,5.07692307692,6.57692307692,
Q96BI3,13.6923076923,46.3974358974,
Q6ZSY5,2.76923076923,26.6923076923,PANTHER8_all
Q12947,8.15384615385,36.4743589744,PANTHER8_all
Q96DP5,20.5384615385,142.935897436,
Q96NU1,7.69230769231,17.7307692308,PANTHER8_all
Q9Y6J8,9.92307692308,67.4102564103,PANTHER8_all
A6NNN8,11.2307692308,96.858974359,
Q5HYI8,17.3846153846,102.756410256,PANTHER8_all
Q5W064,22.9230769231,418.576923077,
Q96BN6,2.84615384615,2.97435897436,
P48664,22.7692307692,359.858974359,
Q9NPH6,3.76923076923,35.6923076923,PANTHER8_all
Q9NPC8,6.69230769231,48.7307692308,Metaphors PhylomeDB
Q9ULH4,1.46153846154,4.10256410256,
Q8WYN3,5.15384615385,5.47435897436,
Q9H173,9.69230769231,24.8974358974,
Q9H903,23.8461538462,442.974358974,
P61326,7.84615384615,34.9743589744,EnsemblCompara_v2
Q9H4B7,7.46153846154,73.6025641026,
Q8N326,0.307692307692,0.230769230769,
Q8NAE3,0.307692307692,0.230769230769,
Q8IVA1,6.0,104.666666667,PANTHER8_all
P05813,11.9230769231,306.576923077,PANTHER8_all
Q99986,7.23076923077,54.358974359,EnsemblCompara_v2
Q8NCW0,6.15384615385,59.3076923077,
Q13322,3.61538461538,6.92307692308,
Q9HBT8,9.38461538462,100.756410256,
Q6B0K9,7.23076923077,54.6923076923,
A6NDP7,3.15384615385,0.141025641026,
Q9P1Q0,7.0,6.16666666667,
O75973,13.9230769231,68.7435897436,
Q6ZUT6,4.46153846154,17.1025641026,
P50479,2.76923076923,5.35897435897,EnsemblCompara_v2
P29460,1.30769230769,0.230769230769,
ENSP00000353290,0.923076923077,0.0769230769231,
Q8TA94,6.23076923077,95.5256410256,Hieranoid_2
Q9H1Z9,6.61538461538,42.4230769231,Hieranoid_2
Q9H867,15.5384615385,59.1025641026,PhylomeDB
O95970,3.76923076923,25.1923076923,PANTHER8_all
Q9BU40,6.92307692308,158.743589744,PANTHER8_all
Q96BM0,10.0769230769,119.743589744,
P54136,25.8461538462,82.9743589744,
P22059,11.0769230769,72.7435897436,PANTHER8_all
P0CG23,12.6923076923,143.397435897,
Q8WZ79,17.1538461538,88.641025641,
ENSP00000376261,0.307692307692,0.230769230769,
Q9NZ45,13.4615384615,144.602564103,PANTHER8_all
Q9BTZ2,28.8461538462,331.141025641,
P0C2Y1,1.84615384615,2.47435897436,
ENSP00000413244,5.53846153846,112.769230769,EnsemblCompara_v2
A6NGY1,2.07692307692,1.57692307692,
P54105,11.4615384615,41.1025641026,
O60675,2.92307692308,4.57692307692,
Q5TFG8,19.6923076923,174.730769231,PANTHER8_all
P17021,7.46153846154,105.602564103,
Q96PF2,15.0769230769,174.743589744,Hieranoid_2
A6NDU8,6.76923076923,12.358974359,
P18850,7.61538461538,53.4230769231,
O14657,9.53846153846,244.769230769,Metaphors PhylomeDB
Q9H7Y0,4.84615384615,8.47435897436,
P47804,2.30769230769,4.5641025641,
Q9H841,16.0769230769,29.7435897436,
Q9H9J2,6.92307692308,113.576923077,InParanoid
Q8WZ75,4.46153846154,19.4358974359,
Q9BQA9,1.84615384615,0.141025641026,
Q9NUQ7,15.3846153846,20.7564102564,
Q9BVV2,2.84615384615,0.307692307692,
O14974,8.07692307692,44.7435897436,
Q7Z5J1,22.8461538462,225.474358974,
Q9NVR5,15.9230769231,90.2435897436,
Q96BP3,18.0,173.166666667,
Q9NX24,7.23076923077,37.358974359,Metaphors
Q8IZJ6,30.2307692308,441.192307692,
O75635,20.1538461538,516.307692308,
Q53HC9,15.5384615385,4.10256410256,
P31271,5.23076923077,55.5256410256,PhylomeDB
O75533,6.61538461538,48.5897435897,PhylomeDB
Q9HA64,30.3846153846,207.256410256,
Q5J8M3,7.07692307692,23.7435897436,OMA_Groups
Q8NHC5,5.69230769231,11.0641025641,
O95076,11.0769230769,63.7435897436,
P08709,8.69230769231,207.564102564,Hieranoid_2
Q6UW68,22.6153846154,102.923076923,PANTHER8_LDO PANTHER8_all
Q9BWM7,10.3076923077,98.0641025641,
Q14515,5.53846153846,17.1025641026,PhylomeDB
O15389,3.53846153846,8.4358974359,
P48960,6.61538461538,34.7564102564,
Q15615,3.46153846154,1.9358974359,
P01891,1.84615384615,6.64102564103,RSD
Q8WUU4,7.0,64.8333333333,
Q8N2W9,12.7692307692,88.858974359,
Q86SU0,1.84615384615,2.14102564103,
Q9P278,6.84615384615,16.4743589744,Hieranoid_2
ENSP00000366089,3.15384615385,27.641025641,Metaphors PhylomeDB
P22492,6.38461538462,55.7564102564,EnsemblCompara_v2
Q9P2Z0,9.30769230769,33.5641025641,PANTHER8_all
Q00444,8.46153846154,39.1025641026,Hieranoid_2
ENSP00000397365,2.30769230769,10.2307692308,Metaphors PhylomeDB
Q8N4A0,14.0,325.833333333,InParanoidCore
Q6ZU45,4.84615384615,15.8076923077,PhylomeDB
Q9HBK9,41.3076923077,41.3974358974,
P35527,6.23076923077,76.6923076923,Hieranoid_2
P04206,7.92307692308,96.0769230769,
Q9NRF8,14.7692307692,225.025641026,RSD
Q969G3,5.38461538462,30.2564102564,PhylomeDB
Q6ZN11,5.69230769231,87.5641025641,Hieranoid_2
Q5SGD2,16.8461538462,145.474358974,PhylomeDB
Q02080,12.3846153846,100.58974359,
Q6ZT12,16.6153846154,50.0897435897,
P43034,12.8461538462,125.974358974,
Q92834,16.9230769231,250.576923077,PhylomeDB
Q9NY64,26.4615384615,279.102564103,
Q96AB6,19.4615384615,1.60256410256,
Q96D59,4.15384615385,29.641025641,PhylomeDB
Q8N141,8.61538461538,110.423076923,
Q6IEE7,4.07692307692,3.41025641026,RSD
Q8IVF6,7.84615384615,206.974358974,PhylomeDB
Q14166,15.5384615385,32.1025641026,
B4DHT6,25.1538461538,697.807692308,
Q13620,11.1538461538,38.4743589744,
Q6UX07,17.6923076923,313.564102564,
Q8WXK4,16.3076923077,341.230769231,RSD
ENSP00000381697,3.15384615385,38.3076923077,PhylomeDB
Q8NH05,3.61538461538,9.58974358974,PhylomeDB
P04440,4.07692307692,5.91025641026,
Q8WWZ8,6.92307692308,40.4102564103,PhylomeDB
Q8N6N3,4.07692307692,36.5769230769,Hieranoid_2
O75264,4.23076923077,15.6923076923,
P16083,41.2307692308,355.525641026,
P59047,9.84615384615,116.807692308,
P20155,6.61538461538,36.4230769231,PANTHER8_all
A6NL05,0.846153846154,0.141025641026,
Q16186,10.4615384615,8.60256410256,
ENSP00000399221,4.30769230769,75.2307692308,EnsemblCompara_v2
Q16678,6.84615384615,50.8076923077,EnsemblCompara_v2
P02775,2.92307692308,26.9102564103,PANTHER8_all
Q8N0X7,8.0,20.1666666667,PhylomeDB
Q504T8,5.61538461538,2.08974358974,
O00230,3.61538461538,3.75641025641,
Q9H7L9,5.46153846154,9.4358974359,PhylomeDB
P09912,5.69230769231,63.2307692308,EnsemblCompara_v2 PANTHER8_all
O95625,4.07692307692,33.9102564103,RSD
P17947,1.76923076923,1.69230769231,
Q12948,9.84615384615,27.3076923077,PhylomeDB
Q93063,16.3076923077,197.730769231,EnsemblCompara_v2
Q9H5L6,10.0,10.6666666667,
Q8WWY6,2.07692307692,10.9102564103,
P04433,10.4615384615,110.935897436,
P02647,11.6923076923,336.064102564,PANTHER8_all PhylomeDB
Q13319,7.76923076923,5.69230769231,
P59543,2.46153846154,10.1025641026,PhylomeDB
Q8N4U5,6.07692307692,33.4102564103,
P62241,5.53846153846,5.4358974359,
Q86SJ2,3.84615384615,11.9743589744,
Q9BYP9,9.69230769231,311.230769231,PhylomeDB
Q66GS9,15.2307692308,216.858974359,
Q3ZCW2,2.61538461538,35.5897435897,EnsemblCompara_v2 PANTHER8_all
P33681,2.15384615385,8.97435897436,
Q8N7H5,12.4615384615,15.1025641026,
Q9BU02,11.9230769231,38.5769230769,
Q8TER5,5.23076923077,49.1923076923,PhylomeDB
Q53EV4,16.7692307692,95.358974359,
Q9Y3Y2,2.92307692308,4.41025641026,
Q4G0F5,6.23076923077,22.358974359,EnsemblCompara_v2
Q6XPS3,13.3846153846,99.4230769231,
Q86UZ6,19.2307692308,6.35897435897,
Q86WR6,0.0769230769231,0.0769230769231,
Q14320,8.07692307692,9.91025641026,
Q9UJ42,3.15384615385,0.307692307692,
Q15293,10.4615384615,159.269230769,PANTHER8_all
P16220,5.0,20.3333333333,PANTHER8_all
Q9UPW6,4.61538461538,4.75641025641,EggNOG
P41229,6.69230769231,31.2307692308,EnsemblCompara_v2
O15522,7.61538461538,55.9230769231,
P60468,11.3846153846,17.9230769231,
Q96K31,6.30769230769,6.39743589744,
Q9H9L4,7.0,44.5,
A6NG13,6.84615384615,18.4743589744,
Q8TDL5,4.38461538462,67.4230769231,PhylomeDB
O95573,12.0769230769,125.243589744,
O60635,6.0,70.3333333333,Hieranoid_2
ENSP00000395149,0.384615384615,0.25641025641,
Q5VVC0,6.0,5.0,InParanoid Hieranoid_2
Q9BUR5,3.92307692308,5.24358974359,
Q8TAG9,5.38461538462,25.7564102564,RSD
Q6ZUH9,0.384615384615,0.25641025641,
Q7Z3J3,8.15384615385,70.8076923077,Orthoinspector
O60260,7.61538461538,7.92307692308,
Q8N4F4,13.3846153846,235.08974359,
Q86W24,10.4615384615,117.769230769,
Q8TDN6,3.92307692308,18.0769230769,OMA_Groups
P05129,10.5384615385,148.602564103,Hieranoid_2
P09486,3.23076923077,2.35897435897,
O14599,0.153846153846,0.141025641026,
ENSP00000392404,9.46153846154,263.602564103,EnsemblCompara_v2
Q9P0K8,7.61538461538,54.9230769231,
A8MPS7,39.3076923077,306.230769231,
Q9HC96,9.61538461538,93.9230769231,
Q8WUU8,2.07692307692,0.0769230769231,
Q9BZW5,6.46153846154,8.10256410256,
Q7Z3B0,5.84615384615,6.80769230769,
O75306,22.4615384615,33.1025641026,
Q9Y314,10.1538461538,7.47435897436,
Q6UXL0,1.61538461538,1.25641025641,
Q8IYB1,2.69230769231,5.89743589744,
A6NJ08,3.30769230769,20.0641025641,
P29317,5.92307692308,15.2435897436,
P38432,10.8461538462,59.3076923077,
Q8IXK0,8.30769230769,39.3974358974,OMA_Pairs
Q6ZPD8,13.6153846154,86.0897435897,
Q99967,2.38461538462,0.75641025641,
Q8NHQ8,3.61538461538,15.5897435897,PhylomeDB
Q8NGR6,4.0,39.1666666667,PANTHER8_all
Q05193,9.23076923077,45.858974359,
Q9Y3L5,7.76923076923,28.1923076923,
O94851,8.30769230769,36.5641025641,Metaphors
Q9Y6Q1,11.1538461538,102.807692308,
Q9HAQ2,24.0769230769,22.5769230769,
P20290,9.69230769231,50.8974358974,
Q00169,13.6923076923,87.8974358974,
O15127,14.9230769231,48.0769230769,
Q13769,11.3076923077,16.8974358974,
O75956,4.61538461538,5.92307692308,
Q14CX7,10.3846153846,7.25641025641,
Q8NGS7,1.30769230769,4.0641025641,Hieranoid_2
Q17RM4,7.38461538462,19.7564102564,
Q86WV5,2.53846153846,0.769230769231,
O60763,8.61538461538,7.92307692308,
Q96P15,22.6153846154,596.58974359,
Q9H6Y5,4.46153846154,24.1025641026,
Q9H9R9,1.0,6.0,PANTHER8_all Metaphors
ENSP00000395463,22.3076923077,534.397435897,
Q7Z7N9,3.69230769231,0.397435897436,
Q9UBW7,2.23076923077,4.02564102564,
P04629,6.38461538462,43.2564102564,Metaphors
Q5VWG9,7.07692307692,32.0769230769,
P53396,11.0,76.0,Orthoinspector
Q99798,27.7692307692,26.0256410256,
Q8WWQ8,9.84615384615,82.141025641,
O60813,3.61538461538,27.0897435897,Metaphors
Q6ECI4,7.38461538462,64.5897435897,Hieranoid_2
P48735,29.0769230769,63.0769230769,
Q9H5X1,16.1538461538,29.4743589744,
Q96MF2,6.15384615385,17.141025641,PhylomeDB
P23467,8.61538461538,43.0897435897,
P58215,3.92307692308,6.24358974359,
P42680,9.38461538462,60.7564102564,
P0CB33,4.76923076923,83.858974359,Hieranoid_2
O75800,16.3846153846,3.75641025641,
O60762,18.6153846154,52.0897435897,
Q9BQE9,5.15384615385,8.30769230769,EnsemblCompara_v2
Q8IZC7,8.61538461538,141.756410256,
P61009,7.07692307692,8.57692307692,InParanoidCore
Q6IA86,10.1538461538,92.8076923077,Metaphors PhylomeDB
O00329,13.4615384615,55.6025641026,
Q8WWH4,13.8461538462,271.307692308,InParanoid PhylomeDB
ENSP00000433615,5.15384615385,26.9743589744,
ENSP00000408050,7.84615384615,84.641025641,OMA_Groups
P30542,3.61538461538,9.42307692308,OMA_Pairs
Q9BUB7,9.69230769231,42.8974358974,
P02776,2.61538461538,29.5897435897,PANTHER8_all
Q2TV78,4.92307692308,48.5769230769,EnsemblCompara_v2 PhylomeDB
Q9HCG8,5.76923076923,7.19230769231,OMA_Pairs
Q5T619,6.07692307692,68.5769230769,Hieranoid_2
P39059,13.6153846154,248.58974359,EnsemblCompara_v2
Q6P0A1,3.0,2.5,
Q9UIF9,9.0,66.8333333333,
Q9BXG8,4.23076923077,104.858974359,PhylomeDB
Q9H4Q3,10.4615384615,22.4358974359,PANTHER8_all
P14867,13.1538461538,414.141025641,
P28562,12.7692307692,126.692307692,
Q2M238,9.76923076923,136.358974359,
Q04725,6.0,50.0,PhylomeDB
P11309,8.38461538462,33.5897435897,
Q96P31,4.23076923077,8.85897435897,Metaphors
Q9H960,0.923076923077,0.0769230769231,
Q6ZR52,4.92307692308,75.2435897436,Hieranoid_2
Q96RL1,4.07692307692,10.2435897436,InParanoid InParanoidCore
Q9H3V2,2.92307692308,19.0769230769,PANTHER8_all
Q7Z5L7,16.3076923077,503.564102564,
Q14258,9.69230769231,155.897435897,PANTHER8_all
Q9NY97,8.07692307692,75.5769230769,
Q9UIR0,3.23076923077,4.19230769231,PhylomeDB
Q8WW14,2.30769230769,12.2307692308,PhylomeDB
ENSP00000350524,0.846153846154,0.141025641026,
Q9BRT9,9.07692307692,20.2435897436,
Q9Y2W1,2.38461538462,33.2564102564,OMA_Pairs
O00213,5.69230769231,3.73076923077,
Q99741,13.2307692308,69.0256410256,
Q5T2R2,16.7692307692,82.1923076923,
Q9P0M2,16.0769230769,109.576923077,
A6NJG2,8.23076923077,30.6923076923,
Q9UM19,9.76923076923,76.6923076923,
Q6ZNJ1,9.15384615385,55.8076923077,
Q96BA8,5.92307692308,28.4102564103,InParanoidCore PANTHER8_all
P29475,19.2307692308,397.858974359,
O00624,21.0,411.0,
Q8N987,6.61538461538,6.25641025641,
Q86VZ5,13.5384615385,89.1025641026,
Q9Y5B8,17.1538461538,81.641025641,EnsemblCompara_v2
O75152,6.53846153846,32.1025641026,InParanoid
Q9NRG7,37.5384615385,12.1025641026,
Q15077,3.76923076923,8.52564102564,
P62851,9.0,4.83333333333,
P23381,8.0,47.1666666667,
Q9ULL8,4.15384615385,5.30769230769,
Q6IWH7,13.6923076923,50.3974358974,
O43583,12.5384615385,60.6025641026,PANTHER8_LDO PANTHER8_all
Q7Z6L1,4.38461538462,1.92307692308,
Q9H0W7,5.46153846154,25.4358974359,
Q13516,5.46153846154,8.9358974359,EnsemblCompara_v2
Q3MIW9,6.0,175.5,PhylomeDB
P18754,13.3076923077,136.064102564,
A1IGU5,7.38461538462,42.0897435897,
O75600,35.0769230769,41.4102564103,
ENSP00000401941,4.61538461538,39.0897435897,
O60245,4.92307692308,127.576923077,PANTHER8_all
P09629,7.69230769231,64.7307692308,Hieranoid_2
Q8TB73,4.30769230769,1.23076923077,
Q96M20,8.07692307692,42.7435897436,Hieranoid_2
O60938,9.53846153846,285.102564103,Hieranoid_2 PhylomeDB
Q6IMI4,28.9230769231,536.91025641,
ENSP00000409039,5.76923076923,57.858974359,
Q8NAT2,6.53846153846,28.7692307692,Metaphors
ENSP00000353784,6.61538461538,56.2564102564,
P49916,20.9230769231,199.576923077,
P24158,7.0,22.8333333333,OMA_Groups
Q9NVC6,1.69230769231,0.397435897436,
P08621,10.6923076923,36.7307692308,EnsemblCompara_v2
P59025,1.84615384615,7.47435897436,PhylomeDB
Q587J7,16.3076923077,373.397435897,PANTHER8_LDO PANTHER8_all
P18065,9.61538461538,355.58974359,PANTHER8_LDO PANTHER8_all
B1AMM8,0.307692307692,0.230769230769,
Q9NYA1,13.4615384615,105.269230769,RSD
ENSP00000381813,0.923076923077,0.0769230769231,
Q9BZA8,8.84615384615,279.974358974,PhylomeDB
Q9UG01,15.4615384615,0.435897435897,
Q8N9W6,7.15384615385,29.8076923077,RSD
P15538,18.4615384615,424.269230769,
Q9P2M4,9.92307692308,38.9102564103,
O60383,3.30769230769,4.89743589744,Metaphors
O43174,30.3076923077,429.064102564,
Q3LI64,1.61538461538,3.75641025641,EnsemblCompara_v2
Q9NTX9,5.23076923077,2.02564102564,
O60404,2.69230769231,8.23076923077,PANTHER8_all
P43626,1.53846153846,1.9358974359,
Q96PQ7,15.7692307692,204.025641026,RSD
Q8NGD0,2.84615384615,1.47435897436,
Q99487,19.2307692308,144.192307692,
Q86WT6,7.76923076923,170.525641026,PANTHER8_all
O43822,19.2307692308,25.6923076923,
P61018,15.9230769231,69.5769230769,PANTHER8_all
Q8WUX9,13.3076923077,17.0641025641,
Q3MIN7,7.30769230769,60.0641025641,EnsemblCompara_v2
