,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
ENSP00000385877,None,None,None,None,None,None,None,None,None,None,None,None,1
Q8WXX0,58,58,112,112,112,119,119,119,112,112,112,80,112
P02585,36,36,37,80,37,36,37,36,131,119,112,119,112
P06493,112,112,55,55,58,55,112,119,119,119,119,112,80
Q14202,27,27,27,27,27,54,37,54,54,54,54,54,54
O60936,22,22,18,18,55,22,None,22,22,112,119,18,18
Q16236,34,34,34,34,112,54,55,55,54,55,112,55,37
P41231,34,34,27,34,55,34,34,34,27,27,55,54,54
O95104,80,54,34,54,54,80,34,54,112,54,54,55,54
A1A4V9,119,119,37,37,None,119,119,119,119,119,None,37,119
P31946,34,27,119,34,58,34,119,119,119,119,119,119,119
P52788,58,58,58,58,58,58,58,58,58,131,131,112,131
Q14966,34,34,21,21,22,27,27,27,21,27,36,119,119
Q9H6E4,54,54,54,54,58,54,54,54,58,54,58,54,54
P49792,5,54,54,54,34,26,55,131,54,119,119,119,54
P01225,27,27,27,34,34,27,None,27,27,37,54,54,54
Q8N7L0,18,18,18,18,18,18,None,18,18,18,18,18,18
Q8WW34,None,None,None,None,None,None,None,None,None,None,None,18,21
Q9Y6A9,112,55,None,None,119,112,112,112,112,112,119,119,112
Q9NWU5,131,55,54,54,131,131,55,55,55,55,131,112,131
P08729,22,22,37,18,34,26,None,22,112,27,112,34,84
Q13151,27,80,34,112,34,34,34,34,119,112,131,131,131
Q9NR12,34,34,34,58,34,37,None,55,80,84,54,119,58
Q9HBE4,26,21,26,26,26,26,None,26,26,26,26,26,26
Q8NEY4,27,27,119,27,27,119,119,119,119,119,119,119,119
A8MZ36,22,1,22,22,None,1,34,1,22,55,None,55,22
Q6ZSJ9,34,34,34,34,34,34,None,34,34,34,34,34,34
Q8N503,1,1,1,1,None,1,None,1,1,1,None,1,None
P21926,34,34,36,84,34,84,37,54,84,37,119,55,54
Q8TAQ5,18,18,18,26,5,18,None,18,119,37,80,80,84
P48553,112,112,54,54,112,112,112,112,112,112,112,80,54
Q9BS26,58,58,55,119,58,58,58,58,58,112,131,84,55
P61550,34,12,12,12,12,12,None,26,12,26,34,12,12
Q00056,26,54,22,26,55,54,55,54,55,55,112,112,55
O43736,34,34,34,34,54,54,34,54,54,54,54,54,54
Q5T749,18,18,18,112,18,18,None,18,18,131,119,54,84
Q13433,34,54,34,54,112,131,34,58,112,112,112,80,112
P14625,112,112,112,84,131,131,131,131,131,131,131,131,131
O95372,34,55,112,131,34,131,131,131,119,131,131,131,131
P14616,27,27,27,54,27,27,55,58,112,None,58,131,131
Q8N5R6,55,55,27,37,37,55,55,55,55,55,37,37,55
ENSP00000382758,None,None,None,None,None,None,None,None,None,None,None,1,None
P0C7T8,34,18,18,18,None,18,18,18,34,18,None,18,34
P49895,34,55,34,34,55,37,84,84,84,84,55,84,84
Q8WXE1,80,80,37,55,None,55,37,37,55,55,None,37,55
Q13351,54,54,21,21,21,21,54,54,119,58,80,80,55
ENSP00000412238,None,None,None,None,None,None,None,None,None,None,None,34,27
Q5VWX1,34,55,37,37,54,112,55,55,55,112,119,112,112
Q9H2D1,119,112,80,112,119,119,58,119,112,112,119,119,119
Q5VT03,None,None,18,None,5,5,None,22,22,22,21,21,22
P35372,34,34,34,34,34,34,34,36,80,54,55,36,55
Q5TCY1,34,34,34,80,21,119,119,119,80,119,119,84,112
Q9NPI9,34,27,34,34,34,34,34,131,131,131,131,131,131
P61565,None,None,None,None,None,None,None,21,18,21,None,21,21
Q00013,34,34,34,54,34,34,34,34,58,None,58,80,58
Q86V59,18,18,18,18,18,18,None,18,18,27,18,27,18
Q15276,54,54,54,54,54,58,55,55,54,55,54,55,124
Q96RT7,80,80,55,55,119,80,55,55,55,112,119,55,55
Q9HCU0,34,34,18,34,18,34,34,34,36,34,119,84,84
P24941,55,80,112,55,119,112,84,119,80,112,119,131,131
O60664,34,34,34,34,84,54,54,37,58,37,84,54,58
Q96R69,None,None,18,None,18,18,None,18,37,22,34,27,26
P37288,27,54,54,27,54,34,54,54,80,55,55,55,55
A6NMT0,54,54,34,34,54,112,37,54,112,55,54,112,80
Q9UPA5,34,34,34,34,34,34,34,34,34,55,34,34,34
Q9UKG4,34,131,131,131,34,80,55,131,119,131,131,131,131
P17481,34,34,34,34,34,34,34,34,119,55,112,112,112
P09093,1,1,27,54,1,1,55,27,131,34,55,55,55
Q15622,1,1,18,1,1,1,None,22,37,21,27,55,22
Q8IXQ8,22,22,22,22,22,22,None,22,22,22,22,21,22
Q15270,55,54,None,None,34,54,55,55,54,54,55,55,54
P08697,27,34,34,27,34,34,34,34,34,131,131,131,131
P55773,5,12,12,1,12,5,None,12,12,12,34,22,34
P60896,80,54,112,84,112,54,34,54,54,112,112,80,34
Q9Y3Q8,21,21,21,54,21,54,None,54,54,54,112,54,54
Q6ZRG2,1,1,1,1,1,1,None,1,1,1,119,None,None
Q8IV38,112,55,55,55,119,55,55,55,55,119,119,55,112
P40394,5,5,27,124,21,131,131,131,131,112,131,131,27
Q8IUQ0,27,27,55,34,34,112,54,58,80,55,131,112,112
Q96L03,119,119,55,55,119,119,119,119,55,119,119,112,119
Q8TBG9,34,34,34,34,34,37,55,55,55,55,55,55,55
P0C7H8,None,None,37,None,21,None,None,21,18,55,27,27,131
Q6ZN28,34,34,34,34,37,34,36,37,37,37,37,37,37
Q8NBH2,131,131,37,37,54,131,131,131,131,131,58,131,131
Q5VWM3,1,1,12,None,1,1,None,5,37,12,37,55,55
Q96IZ5,112,112,55,55,112,112,55,112,112,112,112,55,112
O14936,55,55,55,55,55,55,112,55,58,None,58,119,112
P42357,131,131,131,131,84,131,131,131,131,131,84,131,131
Q8WU20,34,37,34,37,54,37,54,54,37,58,54,55,37
O00623,119,119,112,112,119,119,112,112,119,119,119,119,119
O75674,27,27,26,112,27,80,27,112,112,None,119,112,119
Q8N9P6,1,1,1,1,None,1,None,1,1,1,None,1,None
Q8IUH8,21,21,21,21,21,21,112,112,112,119,112,112,112
Q8IZA0,34,131,55,55,55,55,55,124,55,55,131,55,55
Q9UNZ2,55,112,112,119,119,119,119,119,119,119,119,119,119
Q01851,34,54,34,34,54,54,54,55,55,55,54,54,34
P37802,34,27,54,80,21,80,54,119,119,119,119,119,119
ENSP00000394607,None,None,None,None,None,None,None,None,None,58,112,54,54
P31641,36,34,36,131,55,34,34,55,124,55,131,36,36
Q8WYN0,37,54,54,54,119,112,112,112,119,112,119,119,119
Q9Y242,None,None,None,None,54,36,34,34,34,34,54,37,34
Q14242,18,18,18,18,37,112,None,18,18,18,55,37,55
Q8WYQ9,27,27,27,27,26,27,27,27,27,27,54,80,34
Q9Y678,27,55,112,119,27,119,119,119,119,119,119,119,119
Q9HBH9,34,58,34,112,34,55,58,58,131,119,119,119,119
P04731,1,None,21,1,1,1,None,1,22,34,34,26,21
Q12766,37,37,34,34,55,55,55,55,55,55,55,34,55
P55089,34,21,21,21,21,34,34,21,34,21,34,34,21
P63172,58,119,119,119,119,119,55,119,119,119,119,119,112
Q9Y4X1,26,34,54,1,34,131,55,55,112,None,131,131,131
O15265,34,80,34,34,34,80,54,55,55,55,80,34,55
Q96NR8,21,34,119,131,119,124,84,131,131,131,131,131,131
O75083,131,119,119,131,119,119,119,119,119,119,119,131,119
Q8N5M1,131,131,112,131,131,131,131,131,112,131,131,119,131
Q70Z53,112,112,112,112,112,112,112,112,112,112,112,84,112
O43766,131,131,131,131,131,131,131,131,119,131,131,131,112
Q969Z4,34,34,34,34,34,55,34,34,34,34,58,34,34
Q5JXA9,18,18,18,18,18,34,None,18,34,26,26,34,80
Q86YP4,34,54,34,34,55,54,55,55,55,55,55,55,37
P63128,None,None,18,None,None,None,None,26,26,18,None,18,18
P55081,112,112,112,112,112,119,119,119,112,119,112,112,112
Q5MIZ7,34,37,112,80,34,112,119,112,112,112,112,112,112
A8MTA8,55,55,55,55,None,55,55,55,55,55,None,55,55
Q96Q83,131,55,55,55,131,131,131,131,131,131,131,131,131
P84095,34,27,119,80,119,34,119,119,119,119,119,34,34
Q6ZMT9,37,37,34,34,None,37,37,37,37,37,None,37,55
P35606,119,119,119,119,119,119,119,119,119,119,119,131,131
Q8WTP9,5,5,1,5,5,5,None,5,5,5,18,1,18
Q9BX51,1,1,55,1,None,18,36,131,112,131,None,131,131
Q07954,26,54,37,54,37,54,55,54,34,37,112,54,119
P32243,34,37,34,34,55,54,None,55,54,84,119,54,80
P21291,27,34,55,27,80,80,80,112,112,84,80,119,119
Q86XJ0,34,34,34,34,34,34,34,34,34,54,34,55,55
Q6ZN54,58,58,55,55,112,112,84,112,58,112,112,112,58
Q86YC2,22,22,22,22,26,34,34,34,22,34,26,26,26
Q9P0M9,131,34,54,55,131,131,None,131,112,131,131,131,131
ENSP00000396184,None,None,None,None,None,None,None,None,None,None,None,37,55
Q9BYE3,1,5,12,None,5,1,None,None,5,21,55,26,None
P06899,5,None,55,None,119,112,None,112,119,119,119,112,119
Q9H098,34,34,34,34,34,54,37,37,54,54,54,54,54
P29992,34,34,34,80,27,55,55,58,119,None,119,80,58
O00401,36,84,58,119,34,119,84,80,84,131,119,84,84
P61457,55,131,34,131,131,131,131,131,119,131,131,131,131
Q14532,22,21,21,18,21,21,None,22,119,37,112,37,112
Q9NUN5,112,112,112,119,112,112,112,112,112,112,112,112,112
Q05215,27,27,26,26,34,34,None,55,80,80,80,54,27
Q16667,131,54,54,131,131,131,131,131,131,131,131,119,124
Q6PCB0,34,34,34,34,34,34,34,34,34,None,131,54,34
Q96EH8,21,21,36,36,21,36,34,34,34,55,112,54,55
A8MUA0,1,None,1,None,18,1,None,None,5,18,112,18,34
Q8N695,34,131,37,80,34,131,54,131,131,None,131,131,131
Q9ULZ3,34,34,34,34,22,34,None,34,34,34,55,37,34
O43298,34,34,34,34,34,34,34,37,34,26,80,55,54
Q5T7P8,34,34,34,34,34,34,None,37,119,55,119,112,112
P55318,21,21,21,34,21,34,34,54,58,54,80,80,55
Q9NV29,34,34,34,34,34,34,34,34,34,34,34,34,34
Q06418,34,34,37,34,34,34,36,36,58,58,58,112,58
Q9P0L2,34,58,34,34,34,34,119,119,131,58,58,131,119
Q13601,119,119,119,119,119,124,119,119,119,119,119,124,119
Q00973,34,37,37,34,37,37,131,37,131,34,37,37,37
P54317,21,21,37,22,21,55,54,55,119,54,55,54,36
O00160,34,58,58,112,34,119,119,84,119,None,119,112,119
O75106,18,18,80,80,34,112,131,131,80,131,131,131,131
ENSP00000371198,None,None,None,None,None,None,None,None,None,None,None,55,119
Q9UIG0,58,80,37,37,34,119,112,58,112,58,119,54,54
Q66LE6,34,54,112,34,34,119,119,119,119,119,119,119,119
P56915,54,54,34,34,34,80,55,55,36,84,119,112,55
Q9UKU0,34,55,119,131,34,131,119,131,112,119,131,131,112
O60575,34,18,18,34,54,34,None,21,54,34,54,54,55
Q96JD6,21,18,21,58,26,80,80,131,131,131,131,131,84
O00155,34,22,34,34,34,34,34,34,34,36,55,37,54
P51811,34,34,34,34,34,34,34,34,34,34,34,55,55
P17152,58,55,55,58,58,58,58,58,58,58,58,58,58
Q01344,26,26,26,26,26,26,None,26,26,34,54,34,26
P80162,5,5,12,12,80,34,None,21,18,22,80,18,18
Q96GP6,34,34,34,34,27,34,34,34,34,119,55,119,131
Q15542,112,112,112,112,119,112,119,112,119,119,119,131,131
ENSP00000324000,5,5,5,5,5,5,None,5,5,5,5,None,None
Q9BW66,55,55,37,55,84,55,55,55,55,55,84,54,55
P29016,18,18,26,18,18,18,26,26,26,26,34,34,34
A6NCI4,58,58,37,54,54,58,58,58,54,58,131,54,37
Q969X1,34,54,54,80,34,34,34,112,112,112,131,131,131
A8MYZ0,54,54,55,55,34,54,55,54,119,119,119,58,58
Q6PCB7,34,34,54,34,131,54,131,131,131,131,131,131,131
O75951,22,18,18,18,22,22,54,54,84,54,131,84,84
P16035,34,37,34,54,34,54,55,54,55,55,55,55,55
Q6NZY7,12,12,12,12,34,34,None,34,12,34,34,34,34
Q96ET8,None,None,None,None,None,80,119,119,119,119,119,119,119
O00327,54,55,54,54,34,55,55,55,55,55,112,55,54
P63136,None,None,None,None,None,80,18,26,26,26,131,84,84
Q02040,112,55,55,55,55,112,55,55,58,55,55,55,34
P16444,131,131,131,131,34,131,131,131,131,131,131,131,131
Q8N6F7,18,18,18,18,None,18,None,18,18,21,None,18,21
Q9C037,18,18,34,18,18,18,112,18,112,34,131,55,55
O43830,None,None,5,18,18,None,None,None,119,80,55,80,55
Q9P0J1,34,80,80,54,34,80,112,112,112,112,131,119,112
P56696,34,34,34,54,34,54,34,55,54,131,131,55,54
Q8TDQ0,22,22,22,21,18,27,None,22,34,34,54,34,34
P63167,26,26,119,27,54,112,119,119,119,119,119,119,112
Q96FM1,112,112,112,112,112,112,112,112,112,112,112,112,112
Q2M3T9,34,34,34,34,34,34,34,55,55,55,55,55,55
Q8IWC1,18,18,18,22,119,55,None,34,18,131,119,55,34
Q86YH6,80,80,54,55,55,80,55,55,55,124,131,131,131
Q7L2E3,54,54,34,34,34,119,54,80,54,119,131,119,131
ENSP00000409842,None,None,None,None,None,None,None,None,None,55,None,55,55
Q8N7P3,5,21,34,12,21,26,34,34,34,34,36,36,36
Q2M296,124,124,112,112,124,124,124,124,124,124,124,124,124
Q6ZNQ3,55,55,55,112,21,55,55,55,112,None,131,55,112
P47974,119,84,34,34,34,119,34,119,58,119,119,112,22
Q8IXT5,34,54,26,26,54,112,54,119,54,112,112,112,112
O75425,18,18,27,27,18,27,55,18,55,55,54,55,55
O15552,27,22,34,22,34,27,34,34,26,27,55,34,37
Q9BYH8,27,27,27,27,34,37,37,37,27,55,37,119,119
Q9NXB9,34,112,54,34,84,119,58,119,119,119,119,119,58
P07339,58,119,112,84,119,119,119,119,119,119,119,119,119
Q9UL33,112,112,112,112,119,119,112,112,119,112,119,119,119
P54764,34,34,55,34,34,36,55,55,58,36,58,131,131
Q8N5I4,84,80,54,58,131,119,80,131,131,124,131,131,131
A8MWX3,1,1,None,None,119,1,119,112,119,119,119,84,119
Q96FJ0,34,80,34,34,34,84,112,112,112,112,112,112,112
Q86UP6,34,34,34,34,84,55,55,55,55,36,84,55,54
Q9NSN8,34,54,34,34,34,55,55,54,55,55,58,55,54
ENSP00000388315,None,None,None,None,None,None,None,None,None,None,None,119,131
Q8N149,1,1,21,1,5,26,None,26,26,26,22,34,54
C9JJ37,58,58,58,58,37,112,58,58,119,58,131,84,112
P01374,None,None,34,None,None,21,34,34,34,34,55,36,55
Q9UJA5,119,119,119,119,119,119,119,119,119,119,119,119,119
Q15389,34,34,34,34,34,36,36,37,34,37,58,80,80
Q8WVV4,34,34,26,26,34,34,34,34,34,34,34,27,84
P05177,21,21,18,80,21,80,112,55,112,112,55,131,131
Q8NE79,54,54,54,54,54,37,54,54,112,54,54,54,54
P00568,131,119,119,112,112,131,119,131,119,131,131,119,54
Q9P2W3,55,34,54,55,55,55,34,34,55,55,55,55,55
Q9NR80,27,55,27,27,55,119,55,55,84,58,84,84,84
B4DV03,18,None,None,None,None,18,None,12,None,21,None,None,None
P58005,34,58,54,34,119,84,84,84,84,119,119,119,119
Q09161,112,112,112,112,112,112,112,112,119,112,112,112,112
P24666,131,131,131,131,131,131,131,131,131,131,131,131,131
O75494,34,112,27,112,34,112,112,112,112,112,119,112,131
O75439,55,131,119,131,131,131,131,131,119,119,131,131,131
Q6ZW31,34,34,34,34,54,54,34,54,34,58,84,112,84
Q9UMS4,119,112,112,119,119,119,119,119,119,119,119,131,131
Q14773,27,18,18,18,18,18,None,18,27,27,34,34,54
Q8IYX1,22,22,22,112,119,22,119,22,22,84,119,119,119
O60344,34,131,131,34,37,131,55,131,131,131,131,131,131
Q13410,22,34,34,18,18,34,34,34,34,22,34,54,55
O14713,36,36,37,36,34,37,37,37,37,37,34,37,37
Q9H306,26,26,26,26,26,26,None,26,112,None,37,112,112
Q00653,34,55,34,34,34,131,34,55,54,55,54,131,58
Q4G148,34,55,54,55,55,54,34,55,55,55,112,112,58
O15105,34,34,36,34,34,37,34,55,55,55,55,55,54
A6NP11,1,1,34,1,1,1,None,1,119,1,58,80,84
Q96JJ7,119,84,54,112,54,55,55,55,119,119,131,119,119
O43812,None,None,55,None,None,None,55,55,55,55,119,55,119
P33908,34,112,119,34,34,112,119,119,119,119,131,119,84
P01850,None,None,21,None,None,26,None,34,26,34,None,34,34
Q7Z6W1,21,21,21,21,None,21,None,21,21,21,None,18,21
Q99678,34,34,34,34,34,34,34,34,34,34,55,37,54
P49406,80,54,37,58,131,131,58,58,80,55,131,131,131
Q6YN16,131,131,55,131,131,131,131,131,131,131,131,131,131
P0CG05,None,None,34,None,None,None,34,34,34,34,34,112,27
Q8IUG5,34,34,26,34,27,34,34,54,34,None,119,84,112
A8MT69,112,18,54,54,None,112,None,18,80,18,None,80,112
Q8N8P7,1,1,1,1,None,1,None,1,1,1,None,1,None
Q9HD23,112,80,80,80,119,112,112,112,112,112,119,112,112
Q9Y2I6,34,84,34,34,54,119,54,54,54,54,54,119,119
Q702N8,21,21,26,27,34,34,34,21,21,34,34,112,34
P16581,22,22,34,36,22,34,None,58,58,58,80,55,84
Q6UXD7,80,112,55,112,80,112,80,112,119,119,119,131,131
A2RU54,34,34,34,34,34,54,34,55,34,55,112,112,112
O95255,22,22,22,22,34,26,112,112,119,112,131,131,131
O75475,27,54,27,84,131,54,34,55,112,55,131,80,54
O43561,21,21,18,21,21,21,None,21,21,21,21,18,21
Q86YV9,37,34,34,37,37,37,37,34,37,37,37,37,37
Q15018,34,55,34,34,34,112,55,55,112,55,112,112,112
P43652,22,21,22,22,26,22,None,22,22,34,34,22,34
P61371,34,55,54,55,34,55,55,55,55,55,55,112,80
Q96F07,34,34,112,34,119,112,119,119,119,119,119,119,119
P58107,12,12,12,12,None,27,36,36,12,36,None,12,12
O95431,5,5,5,5,5,5,None,5,5,18,18,None,None
Q8TCB0,18,18,34,18,18,34,58,55,58,55,58,55,55
Q96EB1,112,112,84,112,112,112,84,112,112,112,112,112,112
P08631,34,34,34,34,34,34,34,58,112,58,119,112,131
P50607,37,112,34,37,34,112,112,119,112,119,119,119,119
Q8NB15,112,112,21,112,112,112,112,112,80,112,112,112,112
P22676,34,55,54,34,55,55,55,55,55,55,55,119,112
Q15561,34,54,34,34,80,80,80,80,58,80,80,58,58
P82933,131,112,54,80,131,131,55,131,80,131,131,131,131
ENSP00000403188,None,None,54,54,None,None,None,None,None,54,None,None,None
Q96A09,21,21,34,34,27,54,58,58,58,58,58,55,58
ENSP00000361463,None,None,None,None,None,None,None,None,None,None,None,1,None
Q68CQ1,22,22,18,22,18,26,21,26,18,26,112,58,84
O94864,55,55,34,34,37,55,55,55,55,55,37,55,55
Q92674,84,84,80,80,80,84,84,80,84,80,80,55,80
P0C7U2,None,None,84,54,None,84,131,131,131,131,131,131,131
O43502,112,112,112,112,119,124,119,119,112,124,131,131,131
P49146,54,34,55,54,55,55,34,55,80,55,55,55,55
Q8IUZ0,112,58,55,58,55,58,131,131,58,None,131,58,119
ENSP00000365382,1,1,5,5,1,1,None,1,119,54,55,80,80
P78423,26,22,22,26,22,22,None,22,26,22,22,34,22
Q8N8C0,1,1,18,18,1,1,None,1,5,21,55,80,55
Q8TF08,1,1,26,1,18,1,34,34,34,34,34,34,34
Q9UKT6,18,18,27,27,34,18,None,37,37,37,131,54,54
O75323,34,27,80,34,34,80,54,84,131,84,131,84,112
Q96HA7,112,112,54,54,54,54,58,55,112,112,119,55,119
Q9Y221,119,119,119,119,119,119,119,119,119,119,119,119,119
P33981,119,119,34,34,119,119,119,119,58,119,119,119,119
Q96EV8,55,55,34,34,34,55,54,54,55,55,55,55,55
Q9H4Z3,119,119,54,58,119,119,119,119,58,119,119,58,119
Q8IY31,119,55,55,119,119,119,119,119,119,119,119,119,119
P21675,21,26,36,54,119,119,119,119,119,119,119,112,80
Q52LD8,34,34,34,34,34,34,34,34,34,34,34,34,34
Q14693,34,112,34,34,34,112,119,119,112,119,112,112,112
Q9BRQ4,119,55,55,55,119,119,119,119,119,119,119,119,119
P78380,18,18,18,26,22,22,None,22,58,22,54,55,112
Q8TBN0,34,80,55,58,80,80,58,58,80,84,80,80,80
P05015,1,None,21,5,18,21,None,21,34,34,34,34,34
Q8NGB8,18,18,18,18,18,18,None,18,37,22,34,27,55
Q3SXP7,34,34,34,34,None,34,34,34,34,34,None,34,34
Q14956,34,34,34,34,55,34,34,34,26,34,55,34,27
Q8N370,34,37,37,36,55,84,55,80,112,84,55,84,112
A6NCS4,27,54,18,18,18,36,34,55,80,55,55,55,112
P53985,34,34,34,131,34,80,34,54,131,54,131,112,131
A8MW99,37,37,26,37,None,37,34,37,37,37,None,37,37
Q5JPH6,131,131,54,131,131,131,131,131,119,131,131,131,131
Q7L5D6,112,112,112,112,112,112,112,112,112,112,112,112,112
Q8N8L2,None,None,12,None,None,None,None,None,119,54,55,80,55
O60841,124,124,112,119,124,124,124,124,119,131,131,124,124
Q9H078,131,131,58,58,58,131,131,131,131,131,131,112,131
Q9NPF0,18,18,18,18,55,18,None,18,18,37,55,54,55
Q86V88,124,112,112,119,119,124,112,119,119,119,119,124,124
P42261,34,34,34,34,34,112,54,55,112,55,131,112,112
Q9UP95,34,54,37,37,119,112,112,124,124,124,124,124,124
Q5VUJ6,34,34,36,34,34,37,55,55,119,None,131,55,112
Q9BVC4,119,119,112,119,119,119,119,119,119,119,119,112,131
Q5SXM2,84,84,27,27,119,119,112,112,119,119,119,112,84
Q01638,22,26,26,26,34,26,None,34,37,26,37,55,55
Q8TDW5,34,34,34,55,34,55,36,55,119,55,119,112,112
Q13522,34,34,18,18,34,34,34,34,34,34,34,34,34
Q9BTC8,34,34,34,37,55,54,55,55,80,54,55,55,55
P14780,34,34,34,34,34,36,None,36,36,None,37,112,112
Q7Z4H7,54,36,22,34,54,54,54,37,34,37,54,37,34
O95477,34,55,34,55,34,131,58,80,131,131,119,119,119
Q9BYW1,27,34,34,80,80,80,80,131,58,80,131,131,131
O00255,112,112,54,55,55,112,112,112,55,112,55,55,112
O00268,55,112,34,119,112,112,55,55,84,112,112,55,55
Q9UNA3,26,27,54,26,27,131,27,112,112,112,112,112,112
Q5RIA9,None,None,112,None,None,None,131,131,112,131,None,131,131
Q49AH0,27,27,34,54,27,112,34,112,112,112,112,58,112
Q49MG5,34,34,22,34,54,34,34,34,34,55,54,54,34
Q9BRK5,55,55,55,58,131,58,55,55,112,112,131,112,112
Q15013,55,55,55,55,26,55,55,55,112,55,26,37,55
Q6ISU1,18,18,12,18,None,18,None,18,18,18,None,18,5
Q6EIG7,18,18,18,18,18,18,None,34,54,55,58,54,54
O00459,34,26,34,34,34,26,21,55,54,55,58,112,112
Q6PGQ7,55,55,27,34,55,55,55,55,55,55,55,55,34
Q96BI3,34,58,112,112,112,112,55,112,112,112,112,112,112
Q6ZSY5,18,18,18,18,18,22,34,22,18,22,80,22,18
Q12947,34,54,34,34,21,34,34,54,58,80,80,80,55
Q96DP5,131,131,54,131,131,131,84,131,131,131,131,112,112
Q96NU1,54,54,34,34,34,54,55,55,34,55,84,55,36
Q9Y6J8,55,55,55,55,55,55,55,55,112,55,131,55,119
A6NNN8,26,34,34,55,34,119,34,112,55,112,119,119,119
Q5HYI8,84,84,55,55,119,112,112,112,55,112,131,119,119
Q5W064,18,18,80,80,21,131,None,112,112,80,131,131,131
Q96BN6,34,34,34,34,37,34,36,36,37,37,37,55,37
P48664,26,26,26,34,55,54,131,131,80,131,131,131,131
Q9NPH6,None,None,21,None,18,18,None,22,18,22,112,34,34
Q9NPC8,34,54,34,34,34,54,36,55,55,54,55,112,112
Q9ULH4,34,34,34,34,34,34,27,37,34,55,54,58,55
Q8WYN3,55,55,34,34,34,55,55,55,55,55,55,55,55
Q9H173,112,112,55,55,119,119,58,112,112,58,119,112,112
Q9H903,27,27,131,34,27,131,131,131,54,131,131,131,131
P61326,27,18,54,None,18,119,119,119,119,112,119,112,119
Q9H4B7,22,22,22,27,26,22,None,84,26,119,119,119,80
Q8N326,1,1,1,1,None,1,None,1,1,1,None,1,None
Q8NAE3,1,1,1,1,None,1,None,1,1,1,None,1,None
Q8IVA1,21,21,21,21,21,54,None,21,21,21,131,55,54
P05813,34,34,34,34,34,124,34,34,34,37,131,124,124
Q99986,55,55,55,55,58,55,58,55,55,119,119,112,112
Q8NCW0,36,80,22,27,27,80,27,37,27,37,37,80,37
Q13322,34,55,34,37,34,37,55,58,55,58,58,55,58
Q9HBT8,18,18,18,12,21,80,None,18,119,54,80,80,80
Q6B0K9,18,18,34,18,18,55,None,18,18,34,55,112,112
A6NDP7,34,34,34,34,34,34,34,34,36,34,34,34,36
Q9P1Q0,119,119,58,112,119,119,112,112,112,119,119,84,119
O75973,80,27,80,34,80,80,80,37,54,36,112,80,80
Q6ZUT6,34,34,18,18,55,22,None,34,34,55,55,54,55
P50479,34,34,34,34,34,34,36,37,54,55,54,55,58
P29460,26,26,34,26,34,34,34,34,34,34,34,34,37
ENSP00000353290,None,None,None,None,None,None,None,None,None,None,None,1,None
Q8TA94,5,5,5,5,5,5,None,5,119,54,80,54,54
Q9H1Z9,34,34,34,55,34,34,34,34,84,55,119,34,34
Q9H867,112,80,55,80,119,80,112,112,112,112,119,112,131
O95970,27,37,37,34,54,37,37,37,37,37,119,55,55
Q9BU40,27,37,27,27,27,37,37,37,37,55,131,37,55
Q96BM0,5,5,34,34,5,112,None,34,34,112,112,34,26
P54136,131,131,131,131,119,131,131,131,112,131,131,131,119
P22059,34,80,55,80,119,80,112,112,112,None,131,119,119
P0CG23,80,80,54,54,None,12,None,12,None,55,80,84,None
Q8WZ79,54,84,119,34,34,119,54,119,119,119,119,119,119
ENSP00000376261,1,1,1,1,None,1,None,1,1,1,None,1,None
Q9NZ45,34,54,34,54,55,112,34,112,112,112,131,112,112
Q9BTZ2,18,27,58,131,131,131,131,131,131,112,131,131,131
P0C2Y1,None,None,1,1,5,5,None,18,18,5,18,18,18
ENSP00000413244,None,None,22,54,None,None,None,None,None,124,None,None,None
A6NGY1,None,None,None,None,None,18,None,18,18,18,18,18,18
P54105,112,55,54,55,112,112,34,55,112,112,112,55,112
O60675,34,34,36,54,55,54,54,55,55,55,55,55,55
Q5TFG8,55,55,21,55,21,119,55,119,55,119,131,119,119
P17021,5,5,5,5,5,5,None,5,119,54,80,80,54
Q96PF2,22,22,55,54,55,54,54,55,131,119,119,119,119
A6NDU8,55,55,34,34,None,55,55,55,55,55,None,55,55
P18850,34,84,34,54,34,112,54,55,58,55,112,112,55
O14657,27,54,55,26,26,54,55,55,55,55,84,131,131
Q9H7Y0,34,34,34,34,18,36,34,34,55,55,55,54,55
P47804,34,34,34,54,34,34,36,36,34,34,54,55,54
Q9H841,34,80,80,80,80,80,80,80,119,119,119,112,119
Q9H9J2,131,55,54,54,80,80,55,55,55,55,80,80,80
Q8WZ75,27,27,21,34,55,22,34,22,34,55,55,55,54
Q9BQA9,37,37,34,34,37,37,37,37,37,37,37,37,37
Q9NUQ7,119,119,37,55,119,112,119,119,112,119,119,112,112
Q9BVV2,26,26,26,26,26,26,None,26,26,26,26,26,26
O14974,34,37,37,84,80,55,58,58,80,55,80,119,119
Q7Z5J1,58,34,37,34,58,131,112,124,58,124,131,124,131
Q9NVR5,119,119,27,119,26,112,119,112,55,119,26,112,119
Q96BP3,119,119,119,119,119,131,131,131,119,131,131,131,119
Q9NX24,119,119,112,124,119,119,119,124,119,124,131,131,124
Q8IZJ6,131,131,1,1,None,131,131,131,131,131,None,131,131
O75635,21,21,54,21,21,21,None,54,131,131,131,131,131
