,FractionLDOs
Q8N5H7,0.2
Q8N5H3,0.4
Q8NAA5,0.2
Q8NAA4,1.0
Q9NSJ1,1.0
Q08AG5,1.0
P17050,0.16666666666666666
P13747,0.6666666666666666
Q6UVM3,0.09090909090909091
P05230,0.3333333333333333
Q3B7J2,0.16666666666666666
Q5TD97,0.5714285714285714
Q5TD94,0.0
Q53ET0,0.2
Q6IV72,0.5
P78348,0.25
Q9NRZ5,1.0
P78347,1.0
P78344,0.25
Q9NRZ9,1.0
Q6XZF7,0.0
P27930,0.8181818181818182
P20618,0.6666666666666666
P52272,1.0
O76027,0.5555555555555556
P01702,1.0
P01703,0.8571428571428571
P01700,1.0
P01701,1.0
P01707,1.0
O00409,0.0
O00408,0.5
Q15366,0.5714285714285714
O00142,0.0
P01708,1.0
Q15365,0.4
Q15363,0.6666666666666666
O00401,0.25
P59044,0.625
Q13905,0.6
O15090,1.0
Q13907,0.25
Q08AN1,0.5
O43915,0.6666666666666666
O43916,0.0
P08151,0.5
P08620,1.0
Q8N264,0.7142857142857143
A6NDG6,0.0
P05496,0.0
Q719H9,0.6
Q15782,0.75
Q9UKL0,0.0
Q9UKL2,1.0
Q9UKL4,0.42857142857142855
Q9UKL6,0.3333333333333333
Q0D2I5,1.0
P06280,0.2
Q8TAB3,0.8888888888888888
P13284,0.5
P21695,0.0
O15327,0.0
Q8WTV0,0.625
P43320,0.1
Q99865,1.0
P08514,0.75
Q6UX72,0.3333333333333333
Q8TB05,0.375
Q8N9L1,1.0
Q8NEM1,0.5
Q8NEM0,0.0
P08195,0.75
Q8TEZ7,0.8
Q8N9L9,0.5
Q96P50,0.4
Q9BXC0,1.0
Q9UH03,0.0
Q96P56,0.8
P22352,0.5
P55017,0.5
P15516,0.0
P18074,1.0
P18075,0.2
O75943,0.9090909090909091
Q05901,0.625
Q6EIG7,1.0
A6BM72,0.8333333333333334
Q86VW0,1.0
Q86VW1,0.75
Q9NYG2,0.6
Q09013,1.0
Q8IV53,0.42857142857142855
Q5H913,1.0
Q9NYG8,0.25
Q8IV50,0.0
Q09019,0.6666666666666666
O43248,0.2
O95968,0.3333333333333333
A6NM76,0.5
O43240,0.5
Q8N3C7,0.0
O43791,1.0
Q8N3C0,0.5
O43246,0.6666666666666666
O43795,1.0
Q9UPN7,0.4
Q9UPN6,0.0
Q9UPN9,0.3
P53634,0.6666666666666666
O95382,0.42857142857142855
Q14108,0.5
Q9Y3Y4,0.0
Q14103,0.875
Q14106,0.2
O43424,0.2857142857142857
O43426,0.3333333333333333
O43422,0.6
O43423,0.9
P16152,1.0
P16150,0.6666666666666666
P16157,0.75
P56270,0.8888888888888888
Q6UWM9,0.125
Q16851,1.0
Q16850,0.8888888888888888
A6NMX2,0.4
P04626,0.875
Q16854,0.6
P51956,0.9
P04629,0.7777777777777778
O75366,1.0
Q8WUT4,1.0
O75364,0.5
O75365,0.7777777777777778
O75362,1.0
O75360,1.0
B4DU55,1.0
P56817,0.7142857142857143
Q8NFY4,0.6666666666666666
Q8WUT9,0.75
O75368,0.1111111111111111
O75369,0.4
Q9BQY4,0.0
Q8TCT7,0.8
Q9BQY6,0.8571428571428571
Q9UC07,1.0
Q8TCT1,0.5
Q6P2I3,0.0
Q8TCT8,1.0
Q8TCT9,0.0
Q8N5U1,0.2727272727272727
Q9UDT6,1.0
P41146,0.75
O14782,1.0
O14787,1.0
P41143,1.0
O14788,0.4444444444444444
Q6NWY9,0.5555555555555556
Q96F15,0.2
Q96F10,0.6666666666666666
Q8IXQ5,1.0
Q9UL03,0.0
Q8IXQ6,0.14285714285714285
Q13342,0.6666666666666666
Q96CF2,0.3333333333333333
Q8IXQ9,0.0
O95155,0.0
P54368,0.0
Q13349,0.1111111111111111
Q8NDA8,0.0
Q86YQ8,0.4
Q9BSW2,1.0
Q5TC79,1.0
P63146,0.3333333333333333
Q9NVE7,0.2
Q8NDA2,1.0
Q8N336,0.375
P20585,1.0
A6NC98,1.0
P35626,1.0
A6NC97,0.16666666666666666
Q96FZ5,0.2222222222222222
Q9ULJ7,0.8
Q9ULJ6,0.0
P49773,1.0
Q9ULJ8,0.0
P49771,0.0
P49770,1.0
O15524,0.1111111111111111
O95639,0.4
Q9BRI3,1.0
O15523,0.8888888888888888
O15520,1.0
O95633,0.8181818181818182
O95630,0.0
O95631,0.5
O15528,0.5555555555555556
O15529,1.0
Q9BZ29,0.125
Q8NDN9,0.375
Q9BZ23,0.2857142857142857
A6NDZ8,0.75
Q6NVU6,0.0
Q0VFZ6,1.0
Q13733,1.0
Q96EN8,0.0
Q96NZ8,1.0
P06702,0.0
Q502X0,0.5
Q6AI14,0.7142857142857143
Q96NZ1,0.14285714285714285
Q86SK9,1.0
P37235,0.7
P30511,1.0
Q9NW64,0.0
P30519,0.5
P30518,0.125
Q96H72,1.0
Q9BSG1,1.0
Q3V5L5,0.7142857142857143
Q96H79,0.5
Q96H78,1.0
Q96GX9,1.0
Q86V25,0.2222222222222222
Q86V24,0.7777777777777778
Q96GX1,0.6
Q8WWR8,0.7777777777777778
Q96GX2,0.0
Q9UP65,0.4
Q6P3V2,0.5
Q9HB14,0.25
Q08629,0.6666666666666666
Q08999,0.5
Q53F39,0.0
Q8NHE4,0.1
Q9NZU5,0.5454545454545454
P48426,1.0
P29279,0.4
Q8TDI8,0.3333333333333333
Q8TDI7,0.3333333333333333
Q9Y2Z0,0.9090909090909091
P29275,0.875
Q8TDI0,0.4
Q93009,0.5
Q93008,0.2
Q9NZU1,0.9
Q6W5P4,0.6666666666666666
Q01740,0.4
Q08ER8,0.5
P31391,0.7777777777777778
Q5VUG0,0.6
P10266,0.0
P09493,0.9090909090909091
P09496,0.2222222222222222
P09497,0.0
Q5T2R2,0.25
Q9BT49,0.5
Q9NVC3,1.0
Q9BT43,0.0
Q9BT40,0.875
Q5JX69,0.0
Q96A54,0.8
P07476,1.0
Q8IYX7,0.0
Q9UGM3,0.8571428571428571
P01130,0.5
Q9UGM1,0.625
P01135,0.0
Q96AB3,1.0
Q86UR1,0.2
Q86UR5,0.25
Q9Y692,0.2
Q9BY84,0.6
O94768,0.7272727272727273
Q9C0E4,0.75
Q8TC12,1.0
Q9C0E2,0.8888888888888888
Q9Y4P8,0.6666666666666666
Q9BXP2,0.5
Q8IVV8,0.4
Q8IYX0,1.0
Q9Y4P3,1.0
Q00887,0.9
Q9Y4P1,0.25
A6NGJ6,0.5
P32856,0.9166666666666666
P43155,1.0
P62837,0.25
Q86YV6,0.6666666666666666
Q6ZWE6,0.6
Q92608,0.42857142857142855
Q92609,1.0
Q9BZJ6,0.75
Q9BZJ7,0.6666666666666666
Q9BZJ4,0.8
O60774,1.0
P35499,0.25
O75558,0.9166666666666666
O75888,0.0
O75886,0.75
O75556,0.6
Q5VT25,1.0
Q05066,1.0
O75880,0.0
Q99983,0.9090909090909091
Q9BSJ8,0.5454545454545454
Q99986,0.0
Q99985,0.7
Q9BSJ2,1.0
Q9BSJ1,0.875
P15408,0.2
Q9NQA3,0.5
P17858,0.0
Q15198,0.7272727272727273
Q9H426,0.7777777777777778
Q9H427,0.25
O75084,0.0
Q9H422,0.0
O75081,0.0
Q32M78,0.5
Q9NRG4,0.5
P14174,0.0
Q9NRG1,0.3333333333333333
Q9NRG0,0.3333333333333333
O75771,0.1
Q5T1J5,0.0
Q9NRG9,1.0
Q8NFB2,0.0
Q13133,0.3333333333333333
Q7RTZ2,1.0
P52739,1.0
P52738,1.0
P52737,1.0
P52736,1.0
P52735,0.6666666666666666
P52732,1.0
O43653,0.1
O43657,0.3333333333333333
O94806,1.0
O94804,1.0
O94805,1.0
O95405,0.0
P17480,0.5
Q17RR3,0.0
P28566,0.7777777777777778
O95409,0.875
Q14644,0.0
Q6P4A8,0.4
Q8TD17,1.0
Q99456,1.0
Q99457,0.42857142857142855
H0Y2U5,0.5
Q99453,0.125
Q9H4G1,0.4444444444444444
Q9H4G0,1.0
Q9H4G4,0.3
Q6PFW1,0.6666666666666666
A6NCV1,0.42857142857142855
Q969V1,0.8181818181818182
A2RU67,0.0
A6NL99,1.0
Q2TAZ0,0.0
Q6N022,0.25
Q6N021,0.0
O15394,1.0
Q9UF12,0.625
P40938,0.5
Q6ZNG9,0.0
Q6ZNG2,0.45454545454545453
P43357,0.42857142857142855
Q6ZNG0,1.0
Q6ZNG1,0.5
Q6U7Q0,1.0
O15393,1.0
Q02045,0.0
Q14957,0.4444444444444444
Q9BWF3,1.0
Q9BWF2,1.0
Q8NH74,0.75
P31943,0.75
P31942,0.8
P31947,0.6
P31946,0.6
Q8NH72,0.5
P31948,1.0
Q8NH73,0.5
P61601,0.5
Q96MF6,0.125
P60608,0.3333333333333333
Q8NG84,0.7777777777777778
Q8NG85,0.6
Q5XX13,1.0
Q8NG80,0.75
Q14914,0.0
Q9BXI2,0.0
Q14919,0.2
O76003,0.14285714285714285
Q12774,0.8
Q9NYZ4,1.0
P19532,0.6666666666666666
Q9NYZ1,0.25
Q12772,0.25
Q9NYZ2,0.8
Q9UEF7,0.875
Q16644,1.0
Q16647,0.9090909090909091
Q5FWF6,0.125
Q5FWF5,0.6666666666666666
Q5FWF4,0.75
P78337,0.4
Q96HT8,0.6666666666666666
Q9UPQ3,0.625
Q9UPQ4,0.3333333333333333
Q9UPQ7,0.18181818181818182
Q96B67,0.1111111111111111
P09936,0.8333333333333334
Q9BX51,0.7142857142857143
Q9H0C1,1.0
Q9H0C2,0.42857142857142855
Q9BPX6,0.75
Q9NS98,0.7
Q9BPX5,0.125
Q9NXB9,0.0
P80192,1.0
Q5TEJ8,0.09090909090909091
Q9NQZ8,0.5
Q9NQZ7,0.8333333333333334
Q68DU8,0.2222222222222222
Q9NQZ3,1.0
Q2M1V0,0.3333333333333333
A8MTQ0,0.8571428571428571
Q9UQK1,0.125
Q96HP4,0.8
Q6UXY8,0.3333333333333333
Q96D09,0.5555555555555556
Q6YBV0,1.0
Q8N6Q8,1.0
Q7Z3D4,0.5
Q8ND76,0.3333333333333333
Q8N2Z9,0.0
Q7L513,0.9
Q8NAC3,1.0
Q9Y6U3,1.0
Q9BZW2,0.6666666666666666
Q9BZW5,0.25
Q9BZW4,0.14285714285714285
Q9BZW7,1.0
Q9BZW8,1.0
Q9BRJ9,0.0
P51617,0.9090909090909091
A6NNW6,0.5555555555555556
Q8N5J2,0.0
Q9NVH1,0.0
Q3SXZ7,1.0
Q3SXZ3,1.0
P11229,0.7142857142857143
Q99683,0.8333333333333334
Q96IZ6,1.0
Q15208,1.0
Q96IZ2,0.5714285714285714
Q06124,0.3333333333333333
Q96HP8,0.2222222222222222
Q7Z442,0.0
Q13698,0.25
P13765,0.6
Q7Z449,0.9
P13761,1.0
P13760,1.0
P02585,0.25
Q07654,0.375
O76041,1.0
Q00604,0.0
Q9NRX5,0.2857142857142857
P78362,1.0
P78363,0.3333333333333333
P78364,0.2
Q8N8N7,0.7142857142857143
P78367,0.8
Q5SRD3,0.6666666666666666
Q5SRD1,0.3333333333333333
P27918,0.0
Q5JTY5,0.5
P05129,1.0
P05120,0.5
P05121,0.625
O00469,0.0
O00468,0.5454545454545454
Q9UL52,0.8571428571428571
Q9UL54,1.0
Q96CC6,0.0
O95183,0.0
Q9UL58,1.0
Q9UL59,0.4
O00463,0.7777777777777778
Q86UK0,0.3333333333333333
P01720,1.0
P01721,1.0
P01722,1.0
Q7Z4I7,0.25
P45880,0.0
Q9BRR0,1.0
P03986,0.8
O75881,0.9090909090909091
Q9BRR9,0.16666666666666666
Q495C1,0.0
A8MWK0,0.5
A6NDA9,1.0
Q96SL4,0.0
Q96SL8,0.875
Q6GTS8,0.0
Q9UKJ8,0.6666666666666666
O95988,0.8181818181818182
O95989,0.2857142857142857
Q4V339,0.0
O95985,0.0
Q9UKJ0,0.3333333333333333
Q9UKJ1,0.0
P01584,0.0
P06730,0.0
O95983,0.5
Q8IZ13,0.0
P06731,1.0
P35398,0.3333333333333333
Q9H1C3,0.125
Q9HBA9,0.6666666666666666
O15347,0.16666666666666666
O15344,1.0
Q86T75,1.0
Q8N9N7,0.7142857142857143
Q8N9N8,0.0
Q99661,1.0
Q99666,0.5
Q99665,1.0
P18054,0.625
P62736,1.0
Q9UH62,0.5555555555555556
Q9UH65,0.9090909090909091
P15531,0.6
Q96P71,0.8333333333333334
P15538,0.8888888888888888
Q86VI4,0.8571428571428571
Q14344,0.4444444444444444
Q9H7Y0,0.8888888888888888
Q86VI3,1.0
Q86VI1,0.6666666666666666
O75969,1.0
Q6ZMN8,0.7777777777777778
O75964,0.0
Q6ZMN7,0.36363636363636365
Q9H161,0.3333333333333333
Q9H160,0.7142857142857143
P68400,0.25
P00450,0.18181818181818182
P68402,0.3333333333333333
A8K2U0,0.2857142857142857
Q02928,0.8571428571428571
P22083,0.5714285714285714
Q15834,0.4
Q15835,1.0
P22087,0.0
Q15831,1.0
P02689,0.6
Q96RE9,0.5
Q8N3A8,0.25
Q9UET6,1.0
Q9HA64,0.0
Q14123,0.42857142857142855
P10114,0.7142857142857143
Q14129,0.25
P04745,0.3333333333333333
P04746,0.3333333333333333
Q96AD5,0.375
Q6ZMR3,1.0
A1L443,0.3333333333333333
Q8TEX9,1.0
P23769,0.0
Q6IE81,0.0
Q9UL62,0.5
Q8N4M1,0.375
Q8WVL7,1.0
Q68D06,0.0
Q9NQI0,0.8571428571428571
P49326,0.0
Q9NQV7,1.0
O43353,0.8888888888888888
Q16873,0.6666666666666666
A6NHA9,0.5
Q16877,0.7777777777777778
Q16875,0.3333333333333333
Q16874,1.0
O75340,0.8
O75342,0.625
O75343,0.0
O75344,0.5
Q5VZ18,0.5555555555555556
O75348,0.0
Q05655,1.0
P25685,0.8571428571428571
P25686,0.9
Q8TCV5,0.7777777777777778
P30954,0.75
P30953,0.6
Q9BQW3,0.5
Q0VAA2,0.3333333333333333
P20839,0.8
Q0VAA5,0.1111111111111111
Q5HYR2,0.0
Q96DB5,0.0
Q8IVM8,0.875
Q9Y5Q5,0.9
Q13362,0.4
Q13363,0.75
Q8NDG6,1.0
Q86YS6,1.0
Q9Y5Q3,0.2
Q13367,0.3333333333333333
Q8IXS6,0.7142857142857143
P23560,0.4444444444444444
P63129,0.3333333333333333
P11532,1.0
Q96KK3,0.5
Q96KK4,1.0
Q96KK5,0.6
Q6PEY2,0.0
Q16254,0.5
Q96FX2,0.0
O95613,1.0
Q96FX8,0.375
Q9ULH1,0.625
Q9ULH0,1.0
Q9ULH4,1.0
Q8IWK6,0.3333333333333333
O15503,0.0
P48051,0.2857142857142857
P48050,0.2857142857142857
P48052,0.3333333333333333
Q9H6B4,0.9
P48059,0.25
P48058,0.5
P03372,0.0
Q9BZ01,0.2222222222222222
Q9NU63,1.0
Q9HCF6,0.5714285714285714
Q9UN67,0.8888888888888888
Q9UN66,0.5714285714285714
Q969W1,0.6666666666666666
Q6PG37,0.5
O60682,0.6
P55769,0.0
O60231,0.3333333333333333
Q13751,0.3
Q13753,1.0
Q96NX5,1.0
Q5T4B2,0.4
P51449,0.3333333333333333
Q9HA82,0.7142857142857143
Q6B0B8,0.1111111111111111
Q9NW08,0.6
Q9NUA8,1.0
Q8N7E2,0.2
Q9BS92,0.0
Q09FC8,0.4444444444444444
Q9NW07,0.7142857142857143
Q96GZ6,0.2222222222222222
P31150,0.0
P31151,0.2222222222222222
P83881,0.0
P31153,0.0
P48443,0.8333333333333334
Q86V42,0.0
Q8NHC6,0.7142857142857143
Q8NHC7,0.7142857142857143
Q8NHC4,0.75
Q8NHC5,0.8
Q6ZV89,0.16666666666666666
P48448,1.0
Q8WWP7,0.2
Q9Y2D5,1.0
Q9Y2D4,0.125
Q9Y2D0,0.5555555555555556
Q9H6P5,0.875
Q9Y2D2,0.3333333333333333
Q11201,0.5555555555555556
Q9Y6Q2,0.5
P29218,0.3333333333333333
Q9Y2D9,1.0
Q9Y2D8,1.0
Q11206,0.5555555555555556
Q5JVL4,0.0
O43361,1.0
Q9Y6Q1,0.8888888888888888
Q96QV6,0.42857142857142855
P47813,0.0
P62942,0.0
Q9BT67,0.25
Q9BVK6,0.9
Q92995,0.42857142857142855
Q92997,0.0
Q92993,0.0
O14595,0.8333333333333334
P07451,0.625
Q8N1Q8,0.25
Q70EL3,0.75
Q70EL2,0.7777777777777778
Q5T2T1,0.2
Q569K6,1.0
Q9NVA2,0.25
Q70EL4,1.0
P57729,1.0
Q5SVS4,0.75
P57723,0.5714285714285714
P57721,0.5
P57727,0.8571428571428571
Q2WGN9,0.2
P04198,0.2727272727272727
Q8IUK5,0.0
Q8WWU5,0.125
Q9BXR0,0.0
Q96A25,0.8333333333333334
Q8IYT4,0.625
Q8IYT8,1.0
Q86UT6,0.625
Q86UT5,1.0
Q9C0G0,0.5
Q24JQ0,0.5555555555555556
Q5JWF2,0.25
Q9C0G6,0.75
Q5JWF8,1.0
Q9UQP3,1.0
Q6UXB0,0.0
Q6UXB1,0.6666666666666666
Q4U2R8,0.75
Q6UXB8,0.2222222222222222
Q5SW96,0.0
Q8IX06,0.0
Q8IX07,0.25
Q8IX04,1.0
Q8IX03,0.5
Q8IX01,0.7777777777777778
O75578,0.1111111111111111
O60711,0.0
Q8TAQ5,0.5
Q9Y6H6,0.0
Q9Y6H1,0.0
Q00013,1.0
O60716,0.09090909090909091
Q9Y6H8,0.3333333333333333
Q8TAQ9,0.625
Q6XR72,1.0
P01112,0.7142857142857143
P01111,1.0
P06326,0.5
P01116,0.7142857142857143
Q13117,1.0
O75752,0.3333333333333333
O75751,0.7777777777777778
Q13114,0.8
P68363,0.0
Q86TZ1,1.0
Q13118,0.375
Q9P1C3,0.0
P08476,0.6666666666666666
Q8NFD2,1.0
Q8NFD5,0.25
Q9NRE1,0.1
Q7RTX0,0.5
Q7RTX1,0.5
P61970,0.0
Q7RTX7,0.25
Q7RTX9,0.0
P61978,0.8888888888888888
P52757,0.7272727272727273
Q93079,0.8
Q2MV58,0.6
P0CF51,1.0
P54753,1.0
O95428,0.5555555555555556
Q9H4E7,1.0
P54756,1.0
O94826,0.4
O94827,0.7
O94829,1.0
Q17RP2,0.2
O95425,0.0
Q7Z2D5,0.375
Q8TD30,0.5
Q5JSZ5,1.0
Q6QN14,1.0
P48200,0.0
P48201,0.125
Q8IW52,0.9090909090909091
A2RU49,1.0
Q8IW50,0.0
Q1EHB4,1.0
A6NI28,0.7272727272727273
Q6N043,1.0
P10635,0.5
Q6ZP29,0.25
Q5DX21,1.0
Q9BWX1,0.6
Q8IVL8,0.5
Q9H6L5,0.3333333333333333
Q5JS13,0.6
P19086,0.6
P19087,0.5
Q9NY56,1.0
Q9NY57,1.0
P16050,0.625
Q96MD7,1.0
Q9UHI5,0.8333333333333334
Q9UHI6,0.8888888888888888
Q9UHI7,0.4
Q9UHI8,0.2
O76002,1.0
Q96PL1,0.5
O75795,0.25
Q96PL5,0.75
Q02978,0.8181818181818182
O76000,0.6666666666666666
Q5VWP2,0.0
Q9UNU6,0.9090909090909091
Q03519,1.0
P61626,0.0
Q8NH18,0.7142857142857143
Q8NH19,0.6666666666666666
Q8NG68,0.5
C9J798,0.0
Q8NH16,0.2222222222222222
Q9BT17,0.6666666666666666
O94778,0.3333333333333333
O94779,1.0
Q9Y484,0.7142857142857143
Q8N3Z3,0.5
Q8N3Z0,0.4
Q12799,0.0
Q12796,0.8
Q9Y483,0.0
Q12794,0.0
P19883,0.8181818181818182
Q12792,0.7777777777777778
O94776,0.5714285714285714
Q12791,0.25
P09913,1.0
Q96HV5,0.16666666666666666
Q2M3V2,0.0
P09917,0.5
O00423,0.9090909090909091
P09914,1.0
Q6H3X3,0.7777777777777778
P62191,0.7777777777777778
Q9UJM8,0.0
P62195,0.7777777777777778
P58062,0.0
Q9UPW0,0.2
Q96G91,0.0
Q6ZNE9,0.0
Q9UPW5,0.2727272727272727
P51589,0.625
Q9NQX6,1.0
Q29983,1.0
Q9NQX4,0.09090909090909091
Q9NQX1,1.0
Q15388,0.0
P51582,1.0
Q9BX73,0.5
P51587,0.2
Q9BX70,1.0
A6NHG4,0.6666666666666666
P49888,0.16666666666666666
A6NHG9,0.7777777777777778
P54750,0.42857142857142855
Q96D21,0.75
Q9UQM7,1.0
P61088,0.25
Q8NI51,1.0
P61081,0.0
Q7Z602,1.0
Q9H5I1,0.2
Q9H5I5,0.0
O60481,0.8888888888888888
Q07092,0.5
Q9Y6W8,0.2
Q9NZV8,0.3333333333333333
O60486,0.25
Q9NZV6,0.0
O60488,0.25
Q9Y6W6,0.6
Q8NAM6,1.0
Q8WWB3,0.2
Q9NZV1,0.9090909090909091
P01760,1.0
Q8N5L8,0.14285714285714285
A6NEC3,0.42857142857142855
A6NEC2,1.0
Q5PR19,0.8333333333333334
P13378,0.3333333333333333
Q14739,0.8333333333333334
P17019,0.5555555555555556
Q6UX01,0.0
Q8WTS6,0.375
Q6UX04,1.0
Q13595,0.2727272727272727
Q6UX06,1.0
Q6UX07,0.5
P25024,0.8181818181818182
O00192,0.0
P25021,0.5
P17014,1.0
P17017,1.0
P01765,1.0
Q8NDZ4,0.0
P54646,1.0
P01766,1.0
Q9BPZ2,1.0
Q9BPZ3,0.2857142857142857
Q03395,0.4444444444444444
Q5TCX8,0.8
Q12899,0.875
O75928,0.16666666666666666
Q6AZW8,1.0
P08173,0.75
Q12891,0.5714285714285714
Q07890,0.6666666666666666
Q12894,0.25
O76062,0.6666666666666666
Q8N5Y8,0.0
P05108,0.875
Q15323,1.0
Q96I34,0.9
Q9P2C4,0.0
O00330,0.0
O00445,0.0
Q15329,0.5
O00338,0.0
Q96AM1,0.6
Q8IXM7,0.4444444444444444
Q13946,0.5
Q9BY15,0.7142857142857143
O95166,0.3333333333333333
A4D2G3,1.0
P06133,0.5
Q9UL36,1.0
Q5XKK7,0.3333333333333333
Q9BRP0,0.9
O75920,0.6
P51636,0.6666666666666666
Q969Y0,0.2857142857142857
P0C024,0.5
Q05923,0.8333333333333334
Q495A1,1.0
P00492,0.3333333333333333
P57060,0.0
P15884,0.42857142857142855
Q96SN8,1.0
Q96EW2,0.8333333333333334
P15882,0.6
Q9UKH3,0.0
Q96QC4,1.0
Q08345,0.6666666666666666
Q96SN7,0.5
P43362,0.4
P43363,0.4
P43360,0.25
P43361,0.4
P43366,0.4
P43364,0.4
P43365,0.4
Q6ZU65,0.5
P53985,0.5555555555555556
Q5T653,0.0
P29536,0.625
Q9Y247,0.25
Q9Y240,1.0
Q9Y243,1.0
P0C0E4,0.9
Q99829,0.2
Q99828,0.6666666666666666
P22310,0.3333333333333333
P22314,0.0
Q7M4L6,0.4
Q9UNT1,1.0
P27797,0.0
Q01538,0.5
Q14320,0.25
P24046,0.3333333333333333
Q86VK4,0.3333333333333333
Q14324,0.7
P24043,0.625
Q6ISB3,0.42857142857142855
P16860,0.125
Q15811,0.5714285714285714
O43497,0.25
O43759,0.16666666666666666
Q96RC9,1.0
Q8N485,1.0
Q6ZMW2,0.5
O43752,0.5
Q9BXU7,0.5
P01308,0.1111111111111111
Q86VE9,0.375
P53367,0.8571428571428571
Q8NGE3,0.4
Q15334,0.0
Q9BXW6,0.7142857142857143
Q14498,1.0
Q8NGE1,0.5714285714285714
P35219,0.5555555555555556
Q8IYQ7,0.8333333333333334
Q14494,0.0
Q8NEA9,0.0
Q8NEA6,0.3333333333333333
Q8N4C8,1.0
Q8N4C7,0.9166666666666666
P46531,0.5555555555555556
P56851,0.0
P56856,0.5
Q8NGE9,0.7777777777777778
Q6UWF7,0.375
Q5VTD9,1.0
Q96JY6,0.8181818181818182
Q05639,0.4
Q92750,0.0
P55344,0.0
Q6ZSZ5,1.0
Q5VZ72,0.3333333333333333
P23409,0.7142857142857143
P30939,0.75
Q8TCP9,0.0
O00214,0.75
Q8IVI9,1.0
P27539,0.625
P82251,0.75
P20813,0.5
A6NNH2,0.4
P20810,0.0
P20815,0.8888888888888888
Q96DL1,0.375
P63104,0.5
O15553,0.25
Q13308,0.8
Q13309,0.6
Q9Y5S9,1.0
Q9Y5S8,0.125
Q13303,0.3333333333333333
Q9Y5S2,0.75
Q13304,1.0
Q8IXU6,0.5
Q9ULV5,0.0
Q9ULV0,0.8333333333333334
Q9ULV3,1.0
Q5XXA6,0.5555555555555556
Q96KM6,0.0
Q9ULV8,0.2
P61163,1.0
Q9H9P5,0.16666666666666666
P36896,0.9090909090909091
Q6P474,0.2727272727272727
Q8TBX8,1.0
Q9ULF5,1.0
Q9BZ67,1.0
Q8IWE4,0.2222222222222222
Q8IWE5,0.0
Q8IU68,0.3333333333333333
Q6XYB7,0.375
O14827,0.75
Q8NEK5,1.0
P05976,0.0
Q8WXH4,0.9
Q8WXH6,0.9
Q9P0Z9,1.0
Q8WXH0,1.0
Q8WXH2,0.125
P55036,0.0
Q6NXE6,1.0
P16260,1.0
Q8N7C0,0.9090909090909091
P30559,0.0
Q8N7C7,0.8571428571428571
Q3KNT7,0.6666666666666666
P30550,0.7777777777777778
P30556,0.8181818181818182
P37275,0.5833333333333334
Q96GT9,0.9
Q8WWN9,1.0
Q8WWN8,0.2857142857142857
Q9HCI5,0.9
O15198,0.4
Q8NHA8,0.4
P45984,1.0
P45985,0.8571428571428571
Q8NHA6,0.75
O15197,1.0
O15195,1.0
O15194,0.6666666666666666
Q9HB58,0.6666666666666666
Q8TDM0,0.2857142857142857
Q8TDM6,1.0
Q9Y2F9,1.0
Q8TDM5,0.0
Q9HB55,0.9
Q1L6U9,0.0
Q01850,1.0
Q6A1A2,1.0
P09104,0.0
A0AVI4,0.0
A0AVI2,0.25
Q5H9E4,0.5454545454545454
P16671,0.4
Q6P5R6,0.75
Q9BT88,0.8888888888888888
P56211,0.0
Q9BVI0,1.0
P21796,0.2
Q9BT81,0.14285714285714285
O14578,1.0
O14576,0.14285714285714285
Q06455,0.5
Q5SVQ8,0.5454545454545454
P49840,0.36363636363636365
Q9NPR9,0.0
Q687X5,0.14285714285714285
P58546,1.0
P49848,0.16666666666666666
Q86UV5,0.5
Q86UV6,0.8
Q86UV7,0.6666666666666666
Q6ZVS7,0.4
Q9NQC1,0.0
Q9H8W5,1.0
Q9H8W4,0.5
Q9C0A0,1.0
Q9C0A1,0.75
Q6IFH4,0.8571428571428571
Q9UQR0,0.6
Q3MIN7,0.6
P43119,0.5714285714285714
Q8IX21,0.0
Q9H649,0.7
Q5VT66,0.0
Q6A555,0.6666666666666666
P43115,0.5714285714285714
Q6P9F5,1.0
Q9Y508,0.7272727272727273
Q9H3F6,0.875
P78539,1.0
O60739,0.5
Q3I5F7,0.6666666666666666
Q9Y6J9,0.0
Q9Y6J8,0.7272727272727273
O60733,0.5714285714285714
O60732,1.0
Q70IA8,0.2857142857142857
Q9NPY3,0.5555555555555556
P78536,0.375
A9Z1Z3,0.16666666666666666
P17812,0.0
Q969T9,0.0
O95395,0.1
O95394,1.0
O95397,0.5
O95391,1.0
O95390,0.6666666666666666
Q6B0I6,0.5
O95398,0.4444444444444444
Q9H469,0.875
Q13177,1.0
Q8IZX4,0.0
Q9H461,0.1
Q9NRC8,1.0
C9JN71,0.8888888888888888
P14138,0.3333333333333333
Q8TF39,1.0
Q9NRC1,0.0
Q8TF32,0.5454545454545454
P14136,0.9
Q9UK80,0.75
Q9P283,0.08333333333333333
Q9P281,0.0
Q5W186,0.3333333333333333
Q5W188,0.4444444444444444
Q9UIW2,0.25
Q96LD4,0.7777777777777778
Q9UIW0,0.5
P0CF74,1.0
Q96LD1,0.16666666666666666
Q9HAY6,0.4
Q9HAY2,0.4
O94842,0.0
Q9H4K7,0.0
Q9H4K1,0.6666666666666666
O94844,0.1111111111111111
P60842,0.8571428571428571
P32189,0.0
Q99490,0.625
Q02556,0.0
Q8TD57,0.25
Q99496,0.0
Q8TD55,1.0
P53794,1.0
Q96NN9,0.0
B7ZBB8,0.36363636363636365
P29322,1.0
