,numDomains
Q9HBW0,2
P61764,2
Q8N961,6
P61769,3
Q6ZRR9,2
P10600,2
P69892,1
Q14814,2
Q96MU8,3
P10606,1
Q96PM5,8
Q6ZRR5,1
Q6ZRR7,5
Q9NZI2,8
Q9NZI7,2
Q9NZI6,1
Q9NZI5,1
Q9HD15,1
Q8N967,6
A6NNF4,12
C9JMV9,6
P62070,7
Q9NZQ3,4
A6NER3,1
A6NER0,1
Q9Y2R4,4
Q0WX57,3
Q9UBG0,4
P62079,1
O14764,2
O14763,2
Q9H974,1
P50461,1
P55103,2
Q96L12,1
Q96L15,1
Q96L14,1
P55107,2
Q96L16,1
Q7L0X2,2
Q9UJV9,4
Q9UJV8,2
D3W0D1,2
Q92793,8
Q9HBR0,1
Q96KG7,3
P10144,2
Q8N2E2,4
Q9BQG2,8
Q06643,1
Q92791,2
Q9Y600,4
Q6YI46,1
Q9NUM3,1
Q9NUM4,1
Q9H1F0,1
P86452,2
Q8NCN2,9
Q9BQG1,1
P80098,1
Q8NCN4,5
Q8NCN5,13
Q96RU7,2
Q6DN14,3
Q96PS8,1
P52823,1
Q9P209,5
Q9UM13,2
P52824,4
Q969Q5,6
Q96C28,10
Q96TA0,2
Q9ULD5,9
P34925,4
Q3MIX3,1
Q9P2R6,5
Q9H9Z2,3
Q9Y3B6,1
Q6ISS4,2
P51159,4
Q5BIV9,2
P51153,10
P35030,1
P51157,5
Q5T230,2
Q9Y2P8,2
O60858,8
Q9UK80,2
O60583,1
Q9Y2P5,2
Q9H596,2
Q9Y2P7,7
Q9Y3B3,1
Q9UMX2,1
Q8N8U9,4
Q9UMX0,5
Q04864,1
Q9UMX6,6
P17735,7
R4GMQ9,1
Q3MJ62,10
Q96MY7,1
Q8N8U2,2
Q8N8U3,1
A6NDP7,1
Q13795,9
Q13794,1
Q13797,5
P18848,3
Q96NL8,1
Q13790,1
Q96EX3,1
Q2M329,1
Q8IZM8,3
P18847,5
P18846,4
Q96NL3,11
Q8IY63,1
Q9Y478,1
Q9NVU0,1
P02462,2
Q5BKX8,1
Q00722,5
P02461,3
Q9UBL0,2
Q9Y3L5,6
P78406,1
P23141,5
P23142,6
Q9Y3L3,2
M0QXV9,1
P17655,6
A6NJJ6,1
Q69YG0,2
P05204,1
Q9NWS0,1
P14384,4
Q96JW4,1
Q8N8N7,2
C9JG80,1
P01040,1
O00548,7
P01042,2
Q15029,6
Q6PJ69,11
Q15025,2
Q15024,2
Q15027,8
O00541,2
Q15021,3
Q15020,6
Q6PJ61,3
Q15022,1
Q86V85,2
Q9Y2H9,7
Q86V87,1
Q86V86,5
Q86V81,5
Q96S90,1
O15173,1
Q9UI12,6
Q5SVZ6,3
Q9BWW4,1
O15178,1
P0DKV0,2
Q14D04,3
Q8NGJ8,4
Q8NGJ9,3
Q96LD8,1
Q5TZJ5,2
O15105,2
Q8NGJ2,3
Q8NGJ3,2
Q8NGJ0,2
Q8NGJ1,2
Q8NGJ6,3
Q8NGJ7,3
Q8NGJ4,3
Q16762,1
P52179,9
Q5JR12,2
Q8WW22,3
Q9P1Z3,4
Q96R27,3
Q9P1Z0,6
Q3V6T2,2
Q96R28,3
Q5JWR5,1
Q5JPF3,6
Q9BX95,1
Q8TEW6,3
Q9H7C4,1
A8MY62,1
P62987,6
P34741,2
Q8TEW0,3
Q9BVG4,1
P46059,1
Q8IY57,1
Q8IY50,4
Q8IY51,6
O60895,1
A0A087WUV0,8
Q92959,4
Q969Y0,2
Q8NEB7,2
Q9BVG9,1
Q92771,3
Q92772,3
P32745,5
Q99962,5
Q99963,5
Q99788,1
Q99965,5
Q99966,1
Q99967,1
Q99784,5
Q6UX53,12
P42224,5
J3KQ70,2
Q9UI42,2
Q9UI43,3
Q5JW98,1
Q9UGU0,2
Q9UI46,1
Q9UI47,1
Q01453,6
P22234,2
H7C2G1,1
Q01459,1
Q5THK1,1
Q9BUZ4,10
P04150,3
Q96S52,1
P26439,9
Q96JH8,5
P04155,1
P04156,2
Q6PCD5,10
P26927,3
Q6UWW9,2
Q8WW27,1
Q8N1W2,9
O75683,1
Q9UJA5,1
Q9H089,4
Q9GZT3,3
Q8N4B4,3
O75689,5
O75688,4
Q9H3N1,3
P0C5Z0,1
Q9H081,1
Q9H082,8
Q9H8E8,5
Q5JT25,6
P27348,1
A6NFN3,4
P19404,1
Q8N4B1,4
A6NFN9,5
P02808,1
Q6NUM9,13
Q9Y5P1,3
Q9UIY3,2
Q68CQ7,1
Q9NW13,3
A2PYH4,4
Q68CQ4,1
A6NN90,1
Q6NUM6,3
A6NN92,2
Q8N6R0,11
Q9H3T3,2
Q9H3T2,2
Q9UMZ2,1
Q8WWU7,1
Q6ZWK6,3
Q96LV5,5
P49190,2
P54687,1
Q86YL7,4
O14972,2
Q6Q0C0,11
O43361,8
Q8N7R1,1
O14976,5
O14977,2
O14974,5
O14975,2
O14978,10
O14979,6
Q9NUP7,4
Q5TID7,1
Q9UHP6,6
Q99490,9
A6NKQ9,1
Q9GZP9,1
Q9GZP8,1
Q9GZP7,3
P09848,1
Q9GZP4,1
C9JR72,7
Q9GZP1,1
Q9GZP0,2
Q7Z7B1,1
P49448,3
O75027,8
Q05513,6
Q8IZV2,1
Q8IZ73,1
O75023,4
O75022,4
P49441,1
Q05519,3
Q96FI4,3
P49447,3
Q8IW75,1
Q86Y91,1
Q9HCU5,1
P11387,3
Q8IWZ6,1
Q86Y97,1
Q8IWZ4,8
Q9UKZ1,1
P11388,5
Q9HCU8,1
Q9H1M0,1
P62380,2
Q6P050,2
A8MW95,2
A8MW92,3
Q96PP8,3
Q96PP9,3
Q96PP4,1
Q3SY52,8
Q96NY7,4
A8MW99,1
H3BMG7,1
Q9UNA3,2
Q9UNA0,9
Q96MP8,1
Q5VX71,1
Q8NGX0,2
A6NIK2,5
P61371,3
Q96MP5,3
Q6P2D8,5
Q13405,1
P59544,1
P59541,1
P59540,1
P59543,1
P59542,1
Q7Z2X7,1
Q7Z2X4,2
Q13409,2
P05787,7
Q9HAK2,1
P05783,1
P11169,4
P11168,4
P11166,3
Q9UG56,1
P11161,7
Q9NQ69,3
A6NJU9,2
Q8NGX8,2
Q9BZA7,4
Q6NSX1,1
P01861,6
P01860,3
Q8IXW5,1
Q5XLA6,1
Q6P1K2,1
Q96GE6,6
P50851,5
P25311,4
Q96GE5,8
Q9Y5G2,2
O95718,2
H3BRJ5,11
Q96BS2,5
Q8NHR7,1
O95711,1
Q13541,1
Q13542,1
O95715,1
O95714,9
Q13546,5
O95716,7
Q9NY91,1
Q13323,1
Q9NY93,4
Q96RE7,2
Q9NQ60,2
C9J202,2
Q5T751,1
Q5T752,1
Q5T753,1
Q5T754,1
Q9NVM1,1
Q9Y5G1,2
O00222,4
O00221,5
O00220,2
Q6UXS0,1
Q6PD74,1
Q9H2W2,1
Q9UBC0,3
Q9UBC1,5
Q9UBC2,11
Q9UBC3,2
A0A0B4J1Y9,2
Q92901,1
P50148,5
Q9BYN0,1
Q92900,10
U3KQ68,1
Q96N77,5
Q96BM9,8
Q13895,1
Q96C74,1
Q96CN4,1
Q9Y5G0,2
Q96BM1,4
Q8IY82,1
P33908,1
Q9GZT9,5
P05186,1
P0C645,3
Q6ZS10,1
P0C646,3
Q6ZS17,2
Q5H9J9,1
Q9P1P4,2
Q9H2Z4,1
P80421,2
P80422,5
Q9NQ90,1
Q9NQ92,1
Q5H9J7,1
Q9NV64,1
Q6V9R5,10
P18433,5
Q92908,3
Q2M3G4,2
Q02086,3
Q5QJ74,7
Q96PD6,1
Q9NYM9,1
Q12955,7
P10645,1
Q6K0P9,2
Q5VWZ2,10
P10412,1
P10644,2
Q9UKG1,2
P48556,2
P29317,9
Q12946,1
P10646,1
P35998,9
Q86XK7,7
Q6XE38,1
Q9BV57,3
P60893,1
Q86UE3,12
Q5T0W9,2
Q08722,3
P48551,2
A3QJZ7,1
A3QJZ6,1
P60891,4
Q9Y5G5,2
Q9BVA0,3
Q9NQL2,5
Q86WN1,5
Q92956,3
Q5SZK8,1
A8MX80,1
Q9P278,3
Q9UIF8,5
Q9UIF9,7
P01782,2
Q9P272,10
P01780,3
P01781,1
Q9NPG4,2
Q9P275,2
Q9UIF3,1
P51813,8
P51812,7
P51811,1
P51810,2
P0C7M7,2
A0JLT2,2
P51815,9
P0C7M4,1
P0C7M8,1
Q6UXI9,6
Q969M2,2
Q969M3,1
P02787,3
P02786,3
O60447,2
Q96IW2,1
Q8TAF7,7
O60443,1
Q9P2K3,3
Q8TAF8,3
O60449,4
Q6PIJ6,2
P02788,2
O14498,10
P07237,9
P39880,3
Q9NZM6,2
O14490,1
O14493,3
O14492,3
O14495,2
O14494,2
O14497,2
Q9UKT8,3
P04090,2
Q6ZUB0,2
Q6ZUB1,2
P09067,1
Q9NV96,1
O95922,3
Q9NZM3,13
Q8N1B3,1
O95926,1
Q9UJM3,2
Q9H1I8,1
O95925,2
P0C869,2
P16070,1
P35372,3
Q8NFW1,5
Q86TI0,3
P0C860,1
Q86TI2,7
P0C862,2
Q86TI4,4
Q8NFW9,2
P0C866,1
A0A5B9,2
Q9NRR8,1
E7ETH6,5
Q562F6,2
Q64ET8,1
Q01968,2
Q9H0S4,3
A0A5B0,5
P23083,1
Q9NRR1,1
Q9NRR6,1
A0A5B7,5
Q9NRR5,4
P28370,8
C9JCJ5,2
Q9NRW3,3
A0A075B6P5,3
P39086,5
P32971,1
P32970,1
Q5JTW2,3
P43630,4
P43631,3
P43632,3
Q92540,4
Q92547,2
Q92546,1
Q92545,2
Q92544,1
Q63HM2,1
P0C1S8,2
P30825,3
Q5T7M4,1
Q8N5G2,2
Q5T7M9,2
Q05940,2
A1L390,2
Q9H4Z3,2
Q9Y4G2,2
Q92854,5
H3BUK9,6
P20340,8
P05412,7
P05413,2
Q9HAV0,2
Q9HAV7,1
Q9HAV5,1
Q9HAV4,2
Q8N808,1
A6NCI8,1
Q96SB8,6
A6NCI4,4
Q6PJF5,2
Q96SB4,2
P01258,1
Q8N806,2
Q6A163,1
Q6A162,2
Q9H270,8
Q14457,2
Q9UH36,1
Q8WU10,9
Q5VZV1,4
Q8WU17,8
P55347,2
P14652,1
P14653,1
P14651,2
Q8TEB7,7
Q9Y3Q8,1
Q9Y3Q7,5
Q8NEU8,5
P56705,1
Q8TEB9,1
Q9Y3Q3,1
Q9Y215,2
Q9Y3Q0,3
Q659C4,1
Q8N9T8,2
Q7Z2F6,1
Q5UE93,1
P26951,3
Q8N119,4
A5PLL1,5
Q86WI0,3
A5PLL7,1
Q8NGP9,2
P26599,3
O95164,2
Q9H5X1,1
Q495Y8,1
H7C1D1,1
Q9C0K0,5
H7C350,3
H7C423,1
Q9C0K1,1
Q99572,2
Q00G26,1
Q02985,1
Q99576,5
Q5T1M5,4
F6UB75,1
A1L4K1,4
Q9BQA5,6
Q99578,5
Q14684,1
Q9H582,4
P22061,10
Q9UHP3,4
Q6PL45,2
Q96S95,1
Q8N3K9,2
A6NJ08,1
P82650,1
Q96HG1,1
Q8NCJ5,1
Q5W0V3,1
Q9BQ70,1
Q9Y296,2
Q9Y297,6
Q9Y5G3,2
P40818,4
Q9UFW8,2
P17405,1
Q9Y5G7,2
Q9Y5G6,2
P36508,7
Q9Y5G4,2
P36507,3
Q0VG06,1
P81877,1
Q8IXI1,15
Q149N8,10
P19367,3
Q9NX52,1
Q96QK8,1
Q9NX57,6
Q9BR09,2
Q9NX58,1
Q495Y7,1
A0A096LNY2,1
Q9UBL3,1
A0A096LNY1,1
P0CJ85,3
P0CJ87,3
P0CJ86,3
Q16322,4
Q9NQS7,2
P07316,2
P07315,2
P0CJ89,3
P0CJ88,3
P07311,1
Q2M1K9,8
Q6UWJ1,1
Q05DH4,1
Q6UWJ8,1
Q5VTH9,1
Q14872,5
Q9Y4E8,5
Q8NI17,4
Q13822,4
P10620,1
Q9BRA2,3
Q86WH2,1
Q9BRA0,1
Q9UKP4,8
P22455,7
Q9UKP5,9
P22459,5
Q9Y5F2,2
Q9NZG7,1
Q9BQ04,6
Q5T6V5,1
Q9NSQ0,1
O14709,11
Q8IZD0,2
Q9BRS8,3
Q8NGG1,2
A6NND4,3
P15291,3
Q96A29,3
Q4G0S4,1
Q96DX4,2
Q96DX5,6
P50443,3
Q9H9S4,1
A4D1Z8,1
P50336,6
Q15334,3
Q96A23,4
Q96A22,1
Q8NCL4,7
Q9HBT8,9
Q5BJH7,2
Q9NR71,1
Q5T4T1,1
P56470,1
Q9UJ55,1
B1AKI9,2
Q8NCL8,1
Q8NCL9,1
Q9Y227,1
Q075Z2,1
Q8IZD9,4
Q1A5X6,1
A0A0B4J2H5,1
Q9NUK0,1
A0A0B4J2H0,2
A0A0B4J2H3,2
Q15477,4
Q96N95,8
Q15475,4
Q96TC7,3
Q5FYB0,2
Q92859,11
Q96KQ4,8
A0A096LPL1,1
Q03167,1
Q68CZ6,1
Q03164,8
P13994,1
P13995,2
Q9ULB1,5
A4D263,1
P34903,2
Q96C45,5
Q15940,13
Q03169,1
Q96I82,7
Q9Y2R2,3
A6PVL3,1
Q5T7P8,2
O60870,1
Q9Y2R5,1
Q96B23,1
Q5T7P3,1
Q5T7P2,1
Q9Y2R9,1
P29762,2
O60879,5
P30049,1
P30048,3
Q9UPU7,3
Q9H8W4,3
A6NDR6,2
P30041,3
P30040,2
P30043,5
P30042,1
P30044,2
P30047,1
P30046,1
Q96EF6,3
Q96EF0,3
P55789,1
Q92674,1
P25106,1
P55786,3
P25105,1
Q96EF9,6
F8WFD2,1
P25100,4
P25101,2
Q8N100,1
Q14094,2
P08922,3
Q5EB52,5
P13667,15
P13196,4
Q8NH37,2
Q86VD1,3
Q9NU39,1
Q96DT6,1
P57789,1
Q15006,16
O00566,1
O00567,3
O00560,2
Q9HCK0,9
O00562,3
Q9UBR4,3
Q69YI7,2
Q99607,2
Q9BZJ7,1
Q15008,2
Q8N2H9,3
Q9H7L9,1
Q9NTN9,3
Q8N2H3,11
Q96S42,2
A5D8W1,1
Q8N2H4,1
Q8NH53,3
Q8WWZ8,3
P51170,1
Q8NHM5,7
A0PK00,2
Q8WWZ1,1
O15156,8
O15155,3
Q8TB40,6
P51178,10
Q8WWZ4,11
O15151,4
Q9UFP1,1
Q8TE04,1
Q8TCA0,5
Q8TE02,1
Q6ZNK6,1
P31314,2
Q96R08,2
A6NGR9,1
Q8N344,2
Q96R05,1
Q9NWT8,1
Q8WVB6,14
Q9ULD4,7
Q9Y2T7,1
Q3B820,1
Q8WVB3,1
O75582,9
Q9Y324,1
P78424,2
P78423,1
Q08116,1
Q5BKZ1,1
Q86YI8,2
P21757,5
Q9H867,4
Q92930,7
P21754,1
Q9Y458,1
Q9H2T7,2
Q92934,2
Q5T7V8,1
Q8WXI3,6
Q96P16,2
O60810,1
Q4LDR2,1
Q9Y2T2,2
Q9NQ89,1
Q15173,1
P15907,1
Q8NDX2,1
Q96AJ1,1
Q9BZJ3,3
Q04118,1
Q5QGZ9,3
Q15726,1
Q8N6M8,1
Q14202,3
Q14203,3
Q9UKA1,8
Q14201,1
Q14206,2
Q14204,22
Q8TC90,3
Q5VTU8,1
O60936,1
Q92585,1
Q6UWU2,3
Q7L5A3,2
P00338,3
Q8IYN0,10
Q8NGH6,3
Q8IYN2,1
Q9Y4H2,2
P47914,1
Q92583,1
P68036,4
Q8NGH8,3
Q8NGH9,3
Q96DT0,1
P68032,1
P07814,8
P24347,6
Q15916,6
Q15911,5
O43164,7
O43167,8
O43166,4
O43169,1
P19174,10
P79483,2
Q86W10,1
Q96LP6,1
Q29RF7,2
Q8N6T0,1
Q8N6T3,1
Q5XUX1,4
Q5XUX0,3
Q8N6T7,2
Q16533,1
P35414,4
Q9BWM5,8
P35410,2
Q9H3Z4,2
Q9H3Z7,4
Q86Z02,4
Q9NXE4,1
Q9BSB4,1
O94991,5
O94992,1
O94993,2
Q86YN6,2
Q5VSP4,1
P41440,1
Q8TE59,10
Q9Y5K2,2
O14958,2
O14957,1
O14950,7
Q8N7P1,3
Q8N7P3,2
Q9GZV9,1
Q9GZV8,9
Q9NRF8,4
Q9UBQ7,6
Q9GZV1,6
Q8IV13,2
Q9GZV3,1
Q8N3C7,6
Q6FI81,3
Q9GZV7,5
Q9P0W2,3
Q86UC2,1
Q9H9C1,3
A1IGU5,6
Q9Y6M1,8
Q1RMZ1,1
Q8IZT6,3
Q6NXS1,1
Q8IZT8,2
Q8IZT9,1
P36269,1
P36268,1
O60269,1
O60268,1
P27361,3
A2RUU4,2
O60260,4
O60262,1
Q8IWT1,5
O60264,9
E7EW31,1
P11362,8
Q96MN5,2
P61353,2
P26010,3
P26012,2
Q96PR1,3
Q6PIV2,1
Q9UNK9,1
Q00444,1
P0CE72,6
P0C1H6,5
Q9Y616,3
Q15649,1
Q15648,1
Q9P0L9,2
Q15645,26
Q15646,3
Q9Y614,2
Q9BUR5,1
Q15642,6
P98187,1
Q6P4I2,1
P98182,9
Q9BUX1,1
P45381,1
Q13427,1
Q13426,1
Q13425,3
Q13424,3
Q13423,5
O95484,2
O95487,5
O95486,5
Q53HC0,1
Q6Q6R5,2
Q53HC5,8
P63261,1
Q53HC9,1
Q9BUR4,1
P63267,1
Q147U1,13
Q96M94,9
Q6NSZ9,9
Q96M96,6
Q8NI51,3
Q8WYP3,2
Q2M3X9,10
Q08174,4
Q63HK3,11
P79522,1
Q96M98,1
Q63HK5,6
Q9H3H3,1
Q13522,1
A0A044PY82,1
Q13520,1
Q13526,4
Q9NR82,3
Q6P531,1
P01880,5
P48730,3
Q16204,3
Q9BWN1,1
Q5T8D3,1
Q9BZJ8,1
P48735,1
P48736,4
Q9BYC8,2
Q9Y5F6,2
P48739,1
Q8NHP1,1
Q6ZP82,2
Q8NHP7,1
Q16206,3
Q9NT68,7
P37023,5
Q3SY77,3
Q9H777,3
Q9UQV4,1
Q9NT62,3
C9J4A7,8
Q969G9,2
Q9P2D7,21
Q0P6H9,1
Q92733,1
A8MTI9,3
Q7L591,1
Q7L592,1
Q8IZS8,5
Q9H772,3
O43903,2
Q6NUQ1,1
Q9UQC2,2
Q9H773,1
Q6ZS30,4
Q6T4P5,2
P48651,1
Q3KNW1,6
P55085,2
Q7RTT3,2
Q96BK5,2
Q6ZN28,3
Q9P086,1
P19827,6
P51788,2
Q9BYW2,3
P19823,9
Q9BYW1,2
Q14993,2
Q14990,1
P51787,3
P51786,13
Q14994,2
P51784,5
P15336,3
P12107,5
Q6ZSG1,6
Q9NQW5,2
Q9UIA9,2
Q9H5K3,2
P12109,5
Q6ZTQ4,2
Q5VYX0,6
Q5U5X8,1
Q9UQ88,3
P48047,1
Q96F46,1
Q9UQ84,3
Q9UQ80,1
Q96RK4,18
Q5T2D2,1
Q8N5N7,1
Q9NQX1,7
Q9NYA3,1
Q5T2D3,2
P21108,4
Q49AA0,8
P29371,2
H0YIN7,1
P29373,2
P29372,1
P29375,7
P29374,4
P29377,6
P29376,3
Q12929,6
Q9Y662,2
Q86XI6,2
Q9BV35,7
Q9Y666,2
Q86XI2,3
Q5T0U0,2
Q6IF99,2
Q5SZI1,1
Q9UBE0,1
Q14410,2
Q9HCC0,1
Q99767,3
Q8WWM9,1
Q9C000,13
Q9UBE8,3
Q9C002,1
Q9C005,2
Q9C004,1
Q14416,3
Q969S6,1
P17693,2
P03905,2
Q969S2,2
P83436,2
Q969S0,3
P03901,1
Q9BQ95,2
Q969S8,1
Q969S9,7
P55089,2
Q969G2,3
P56645,4
Q96A32,5
Q86WU2,2
Q96M91,1
Q8TAD8,1
Q6RW13,1
O60469,13
P61204,9
Q8TAD4,1
Q96GX1,1
Q8TAD7,1
O60462,4
E7ENQ6,2
V9GY05,1
Q969J5,2
Q96IR7,3
Q2VY69,7
Q96IR2,15
Q5QJE6,1
Q8IYQ7,10
Q9H1K0,3
P0C842,1
Q9H1K4,1
Q5VV52,12
Q9UJ98,2
P09086,2
Q9NRP4,3
P35318,1
D6RGH6,1
Q9NRP0,1
P29590,3
Q9NRP2,1
Q8NFY9,9
Q5T1Q4,4
Q309B1,2
Q3LI64,1
Q3LI67,1
Q3LI66,1
Q3LI61,1
Q09472,8
Q3LI63,1
P08700,1
Q99758,7
A6NP61,1
Q3LI68,1
Q07837,1
A0A075B6R0,3
A0A075B6R1,5
A0A075B6R2,2
P02750,5
P28356,2
A8MUM7,1
A0A075B6R9,2
P02751,6
Q8WW59,2
Q9UL40,4
O75251,1
A9UHW6,2
Q7Z5M8,10
P43652,2
Q8WW52,1
P02753,2
P43657,2
Q86VQ0,2
Q86VQ1,1
A0ZSE6,1
P59797,1
P08684,1
P08138,3
A6PVS8,6
Q8TDL5,2
P08134,5
Q8IUS5,6
Q53FV1,2
P08133,1
Q9Y4A5,3
Q13474,6
Q8N755,1
A6NCK2,7
P59535,1
P29692,3
Q9H4B4,5
O95905,1
Q9UKR0,2
O95907,2
O95900,1
Q9UIX4,3
Q9UKR5,1
Q96QU4,1
O43464,6
Q8N283,5
Q8N0Y7,2
Q96QU1,2
Q8N0Y2,5
Q8N0Y3,2
P54252,2
P54253,2
Q9UPU3,1
A1L1A6,2
P07355,1
Q01362,1
Q9H295,1
P54259,2
Q14435,5
Q8IYD1,5
Q17R89,2
Q9BXW4,2
P05556,4
O75398,2
P14678,1
P14679,2
Q9HAT1,1
Q8NEW0,1
Q8TB69,14
Q8TB68,1
P14672,3
Q9BXB1,9
Q8N131,1
Q01085,7
Q01082,5
Q8N136,5
Q8N135,5
Q01081,4
Q75N03,4
P59538,1
Q8N139,9
Q8N138,1
Q8N9V6,5
P59539,1
Q765P7,1
Q9BRN9,1
P0CG39,7
P0CG38,7
P0CG35,1
P0CG34,1
P0CG37,2
P0CG36,2
P0CG31,8
P0CG30,6
P0CG33,1
P0CG32,1
O15492,1
Q8IYD8,3
O15496,1
P59998,1
O15498,2
O15499,1
Q86X19,1
P59990,2
P59991,3
Q9NYM4,2
Q96JQ0,3
Q8IV38,6
Q02218,2
Q8NDX6,3
Q8IV35,2
Q99594,1
Q8IV36,2
Q8IV31,1
Q99590,6
Q8IV33,1
A2AJT9,1
Q9NZC4,2
A6NJ64,1
P10073,11
Q8N3I7,5
P22003,3
P22001,4
P10070,3
P22004,2
Q8NA29,2
Q9Y585,4
P26718,3
Q6ZUI0,1
P82673,1
P26717,3
P82675,2
P26715,2
Q9ULI1,4
P21926,2
P21291,1
Q9NVI1,7
A7E2V4,1
A0A0B4J249,4
Q9NQ88,1
Q9Y5I7,2
Q9Y5I1,2
Q9Y5I0,2
Q9Y5I3,2
Q14258,10
Q8IW52,6
O43447,1
Q9Y236,1
Q9NX78,2
Q6DHY5,1
Q9NX70,1
Q9NX77,2
Q9NX76,1
O43448,1
Q9NX74,3
Q14451,4
Q16342,2
P62308,1
P15104,2
P62306,1
Q9UEW8,4
Q6ZSR6,1
Q8WUN7,2
Q5VTJ3,5
Q30201,4
Q6UX71,1
Q6UWH6,1
P10997,1
Q6UWH4,1
Q9BSL1,1
Q8NAX2,1
Q9BZ81,1
Q8NI38,5
Q8ND25,6
Q8NC96,1
Q8WUH6,1
Q8NI37,3
M0R150,2
Q8ND23,3
Q9NZE8,1
O14727,6
Q5SRH9,9
Q9Y365,1
Q03591,3
Q9Y5E8,2
E7EQL1,1
Q9H8Y1,5
Q96A05,1
H7C469,1
Q96IM9,2
Q9UJZ1,1
Q96A00,1
Q6UWN5,1
A6NNB3,1
A6NEV1,1
Q6BCY4,4
P58166,2
Q6ZSR9,1
Q9NWM8,5
Q9UHF0,1
P47736,2
Q76B58,1
Q8IXK0,3
Q96DZ5,6
Q96DZ7,1
Q8N456,5
Q9BTT0,7
Q96I15,1
M0R378,10
Q9P1V8,2
P30203,3
Q9NUI1,3
Q5BJF6,2
Q8NFP9,5
Q9NR55,8
Q5T5M9,2
Q5BJF2,1
Q8N323,3
Q9H2F5,2
A6NKH3,2
K7N7A8,2
Q8N7M2,10
Q8N7M0,1
Q96KS9,2
Q9BZQ6,2
P49715,2
Q15459,4
P34969,3
P49711,5
Q8TDJ6,3
P28358,1
Q6P499,1
P53673,1
P11912,6
Q8TDC3,4
Q5JYT7,1
O60896,1
A0A0B4J1Z4,5
A0A0B4J1Z7,5
A0A0B4J1Z6,5
A0A0B4J1Z3,5
A0A0B4J1Z2,5
R4GN57,4
Q9ULC8,1
Q9NRF9,4
Q8N8Q8,1
Q8N8Q9,3
Q8N8Q1,1
Q9NUY8,2
Q8N8Q3,1
P13645,4
P13646,3
P13647,7
P13640,1
Q8IY26,2
Q9BU79,3
Q8WVD3,12
P46019,1
Q9BTT4,1
P08908,3
Q9GZV4,2
Q99592,7
A4FU49,3
Q9P2J9,1
Q8IY21,3
Q9UDX5,1
Q9NPG2,1
Q9UBH6,2
Q07157,6
Q15061,3
Q9NNX1,5
P55851,1
Q75QN2,1
Q96S66,1
Q15067,4
P55854,2
P17612,3
O00584,1
O00585,1
P98077,2
Q16236,3
Q8WWX0,6
O95229,1
A0A087WW49,2
Q9H7D0,5
Q9UM11,2
Q05BQ5,1
Q8WWX8,1
O95221,2
Q9NP66,2
O95222,3
Q8NH76,4
Q96LU7,4
Q9UHE5,9
O15131,11
O15130,1
Q9BTY7,2
Q9BTY2,1
Q5SWA1,2
Q96A61,8
A7KAX9,5
Q8WVV5,8
Q9BXJ5,2
K7ESF4,1
Q7L014,3
Q5U651,2
Q9Y6K1,2
Q99798,2
Q9BRV3,1
Q8TCW7,1
Q8IY22,4
Q92914,2
Q92915,1
Q86U70,1
A0A087WUJ7,2
P24522,1
P51991,5
Q9NZJ9,1
Q92918,3
Q5T2L2,1
Q9H195,3
P29120,3
Q9Y305,1
P29122,5
P21731,1
P21730,4
Q8IY92,2
Q9BVC5,1
Q08462,3
Q5TZA2,1
Q8N4P6,3
Q9NQS5,3
Q494W8,2
Q8N4P3,2
Q8N4P2,13
Q92730,5
P32780,2
Q5T871,1
Q86VX2,1
P04114,4
Q9UKX5,7
A8MXJ8,1
Q9UGK8,2
Q96AH8,11
P15927,2
P15924,1
P15923,1
P56277,1
P53041,15
P00352,2
Q6KB66,1
Q0VGL1,1
Q9H598,1
P35789,13
Q9Y5K5,1
Q8WWY3,3
Q8TCC3,1
Q8IYL9,1
Q8TCC7,2
Q9BXJ9,12
Q86XT9,1
Q8NGF9,2
Q8NGF6,2
Q8IYL2,2
A4UGR9,1
Q86XT4,10
Q9BXJ0,2
Q86XT2,2
E9PLN8,3
Q8NGF1,3
O43149,5
O43148,9
O43639,5
O43638,1
Q8NH73,2
P41970,1
O43143,11
Q15935,8
Q6NUQ4,1
O43147,3
Q9UGC7,2
O43633,1
Q92667,4
Q92664,6
Q32MZ4,1
A0A0C4DH25,5
A0A0C4DH24,5
A0A0C4DH27,3
A0A0C4DH26,5
A0A0C4DH29,1
A0A0C4DH28,3
Q96LR7,1
Q8ND83,1
Q96LR2,2
P53597,4
P23276,2
Q6ZQW0,1
Q86YH6,1
Q04609,3
Q4G0Z9,1
Q05086,1
Q05084,2
P59796,1
P20062,2
Q8TC84,6
P20061,2
Q86Z23,2
Q9BU76,1
Q99928,2
P42261,5
P42262,5
P42263,4
Q8IX04,3
A6NLC8,2
Q9GZT6,1
Q9GZT5,1
Q9GZT4,1
A6NKU9,6
Q99742,6
Q9GZT8,1
Q9H336,2
Q96FM1,1
Q8WYQ5,2
Q8WYQ3,2
Q9H330,2
Q709F0,7
Q56UN5,4
Q8WYQ9,3
O75069,1
O60242,4
O60241,4
O60240,1
Q8IWV2,12
O60245,6
O60244,1
O75061,2
P81408,1
O75063,2
O60248,2
O75064,5
Q13191,10
Q13190,2
Q9HCY8,1
P19113,3
Q96RG2,6
Q9BYG5,2
Q9BZF2,4
Q9ULX6,1
Q5SQS7,1
Q8TB72,1
Q9Y2Q3,1
Q9UHQ9,4
Q15661,3
P26038,4
