,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
Q9NYV7,1,1,1,1,1,1,1,1,2,4,2,3,11
P02760,1,1,1,1,1,0,2,0,1,4,48,0,9
Q9NZB8,31,36,18,16,19,16,22,18,15,20,19,19,19
Q9UMX3,6,7,4,9,5,5,9,5,6,6,5,5,7
Q96PB8,0,0,0,0,0,1,1,1,7,1,17,3,4
O43147,3,10,5,4,4,6,4,7,23,26,10,20,6
P14316,3,3,2,3,3,6,2,7,2,1,7,5,6
P51530,34,16,21,23,16,34,34,33,10,1,21,33,36
Q6P996,2,4,4,5,42,16,2,2,2,2,42,17,19
O00421,0,0,0,0,0,0,1,0,0,5,1,9,0
O94855,2,18,20,18,2,19,5,11,5,20,7,8,17
P13804,18,15,32,25,25,15,25,14,18,15,24,23,21
A6NEL3,1,1,1,1,1,1,1,1,1,7,6,16,16
Q9Y316,20,3,2,22,18,18,2,20,27,18,18,22,21
P19397,4,1,1,4,1,1,1,6,22,3,15,7,6
P06133,0,3,12,0,42,56,6,5,16,1,34,17,11
Q9Y4M8,0,0,0,0,1,0,1,0,0,0,1,1,1
Q9H0J9,1,3,2,2,1,1,1,6,6,22,17,16,22
P98187,0,0,14,61,0,62,26,54,40,25,48,17,49
Q96DX8,1,1,1,1,0,10,2,2,5,9,6,9,10
P35916,2,8,2,2,3,1,4,3,5,1,3,16,19
B4DU55,2,2,16,1,1,7,1,2,26,15,23,15,10
P31994,0,0,0,1,0,0,1,0,10,2,1,8,5
P49006,4,4,5,3,2,3,1,4,3,3,2,8,2
Q8NAQ8,0,0,0,0,1,0,1,0,0,0,1,0,1
Q9GZU2,0,0,0,0,1,0,1,0,1,0,9,0,5
Q9NQU5,0,1,2,17,3,0,2,24,21,24,31,40,46
Q5SNT6,1,1,8,1,1,1,1,1,17,23,15,15,1
ENSP00000400481,7,7,1,1,1,1,19,7,34,24,1,5,1
Q53R84,1,1,10,10,1,1,7,8,8,6,4,5,5
P28039,18,18,18,18,18,17,17,17,18,17,18,17,18
Q96GR4,25,5,6,20,19,16,20,5,8,20,19,18,21
P51161,1,1,1,1,1,1,1,1,1,9,4,3,5
Q9P2D3,3,5,14,11,10,5,6,6,8,5,10,3,8
Q8N108,1,7,3,10,3,4,3,2,4,2,3,3,5
O60262,1,1,8,1,1,6,6,1,5,12,4,7,1
ENSP00000383515,1,1,1,1,1,1,1,1,1,1,1,2,2
O14735,30,6,14,9,2,2,2,2,3,2,14,4,3
Q9BQL6,0,0,0,6,1,6,3,2,1,8,1,1,1
P15498,4,9,11,4,4,7,2,5,14,20,6,13,14
Q9H320,1,1,1,1,1,0,1,0,0,0,0,0,1
Q9H7I8,1,1,1,1,1,1,1,1,1,1,1,1,1
Q6ZQV5,0,0,0,0,0,0,1,0,32,9,9,18,23
Q6ZV56,1,1,1,1,1,1,1,1,1,0,1,1,1
Q9NQV5,2,2,1,1,1,3,1,0,1,6,3,8,1
Q96SE0,27,55,52,23,33,44,11,31,29,47,33,34,38
Q8TAB7,1,1,1,1,1,1,1,1,1,1,1,1,1
O94933,2,2,2,1,2,1,1,1,2,12,5,18,16
Q7RTM1,0,5,10,8,2,4,6,4,1,1,2,2,1
Q9NYZ1,2,6,15,25,1,14,8,8,10,17,6,9,8
P10244,19,19,1,2,0,20,26,13,20,18,7,13,3
O75363,0,0,0,0,0,0,1,0,0,0,0,0,0
O95340,4,8,2,2,28,46,34,22,25,36,28,31,6
O75908,3,23,11,4,9,16,15,15,18,17,7,8,16
Q7KZ85,10,9,12,9,10,6,7,8,10,6,10,6,11
P01308,5,5,3,6,2,3,5,3,9,4,4,7,3
P0CG32,1,1,3,1,1,5,6,5,6,7,0,5,6
Q96MN9,12,12,2,2,7,8,1,6,2,5,15,6,2
Q92888,4,4,2,5,9,10,4,6,4,7,18,9,20
P48668,1,1,0,1,1,8,1,4,24,2,1,5,13
Q6Y2X3,26,8,1,1,3,24,21,21,2,21,26,17,2
Q9BQW3,2,2,2,2,2,2,5,10,9,10,5,7,9
Q71RG4,2,9,3,3,3,8,6,5,5,6,5,4,7
O15499,4,1,4,13,8,12,1,11,25,23,21,23,30
Q13683,56,56,11,10,4,52,3,6,5,5,5,5,5
O95741,0,0,31,5,0,0,1,22,24,23,18,24,23
Q96Q04,6,6,3,6,8,6,7,7,9,1,12,25,6
Q6UXR4,0,0,0,0,0,0,6,0,0,54,39,59,56
Q8NEM0,20,20,4,5,15,10,16,2,3,2,15,14,7
Q9NPB9,1,1,3,8,0,1,0,0,0,1,1,3,3
Q9BZ01,0,0,0,0,0,17,2,13,16,3,3,10,7
Q86UV6,1,1,11,18,0,1,1,0,34,1,47,22,9
Q6AZY7,1,1,1,1,0,1,1,1,1,9,14,26,26
Q5U623,4,5,2,2,0,10,4,8,9,9,6,25,26
Q8TBG4,2,17,5,43,16,34,42,29,9,35,43,43,44
Q9NX61,1,1,1,1,1,7,3,2,3,2,3,2,3
Q86YT9,0,0,0,0,2,2,1,2,6,2,2,10,9
Q6RI45,4,22,4,9,4,5,23,20,21,20,23,42,19
Q09328,5,4,4,0,4,4,0,4,4,5,4,4,5
Q9NRQ5,3,3,8,8,1,2,1,2,7,7,1,8,1
Q6NUN7,10,5,4,4,10,3,1,0,1,2,10,27,9
A1L157,3,2,3,2,6,7,4,5,22,8,20,6,6
P21917,2,3,6,6,3,3,5,4,18,9,22,6,8
ENSP00000413267,1,1,1,1,33,1,1,1,0,0,33,0,1
Q96MU8,0,0,0,0,0,17,1,1,0,5,0,2,1
Q9NYP7,3,20,2,23,0,23,20,10,19,27,19,21,7
Q6PCE3,3,53,46,55,3,42,31,25,20,26,35,27,26
P48060,2,1,2,3,1,21,9,18,46,13,43,21,47
Q96KJ9,0,0,9,2,0,9,6,8,8,7,4,17,16
Q14CN2,1,5,6,1,0,55,7,5,5,2,43,7,5
Q9HBI5,10,0,0,0,9,0,1,0,10,0,9,10,10
Q9Y5Y6,0,1,0,0,1,4,5,4,6,22,20,4,16
Q9NQX1,1,1,1,1,6,0,0,0,23,3,6,8,13
A6NNC1,0,0,0,0,0,0,1,3,0,6,3,6,6
Q9BYP8,1,1,18,17,1,1,1,1,1,57,1,14,1
Q13952,7,11,1,1,2,8,4,6,13,18,5,19,5
P15813,1,1,1,1,1,3,2,3,3,4,1,3,2
Q6ZS62,0,0,0,0,1,0,1,0,0,0,1,0,1
Q96BJ8,1,1,1,1,1,18,25,13,7,11,9,10,5
Q9P2K6,2,2,3,2,3,20,6,3,22,50,19,21,51
O96014,5,5,5,5,0,5,5,5,5,13,3,5,5
P41252,16,16,22,17,17,15,5,15,4,17,17,19,16
Q9BX46,1,8,4,25,2,5,23,18,23,24,35,41,46
Q8WUE5,1,1,1,1,1,0,33,1,1,0,14,1,1
Q9GZN4,1,1,2,1,11,1,10,3,49,12,11,6,8
Q16621,0,0,0,3,4,7,3,8,9,10,23,5,4
ENSP00000364192,1,1,1,1,1,1,1,1,1,1,1,0,0
Q96NW4,2,25,4,3,23,1,9,1,2,24,23,14,18
Q96FV9,8,8,4,13,6,6,6,5,8,5,6,8,6
O43164,20,1,0,3,18,19,2,1,1,22,18,24,1
O60725,10,10,10,12,23,27,4,4,9,3,23,26,27
Q7Z5B4,6,1,2,2,6,1,1,1,1,7,6,1,27
Q5DT21,2,0,1,2,0,0,1,0,0,3,20,15,15
O15259,8,8,3,9,8,7,7,7,9,7,8,9,8
Q8TEW6,1,1,1,2,2,8,3,7,6,6,5,6,8
Q6SJ93,2,2,2,2,2,9,1,7,2,6,7,19,7
Q8N684,0,0,0,28,0,0,1,4,18,41,11,1,4
Q96CC6,11,13,2,5,2,33,10,33,15,32,14,13,16
P01719,1,1,6,1,1,6,1,6,4,6,22,24,22
Q9Y2D9,1,1,1,8,1,2,0,0,23,10,13,3,5
O14817,2,4,3,2,2,2,4,3,21,8,16,5,6
A1L168,0,0,0,0,0,0,1,0,0,0,10,12,1
Q9P1Y6,17,17,5,9,8,18,14,15,7,3,8,7,4
Q6P589,2,2,1,2,1,7,2,3,6,8,3,3,3
Q8N0U2,4,4,2,4,1,4,1,4,4,4,1,4,4
O14497,2,4,2,55,2,4,2,2,13,7,5,2,5
Q8N3U1,0,0,0,0,1,0,1,0,0,0,1,0,1
Q96M60,10,5,0,6,1,9,5,4,5,10,1,9,10
Q99102,4,2,3,3,4,4,5,7,5,1,8,16,47
O60542,4,1,1,1,0,4,1,4,5,4,4,3,4
Q8IY33,1,6,3,1,0,6,21,3,21,5,17,17,5
Q92954,5,12,3,20,9,19,1,1,2,1,9,14,1
Q15025,6,1,2,7,0,6,5,5,6,5,0,21,43
Q8IV13,5,5,2,3,7,26,14,24,22,22,19,17,19
Q8TDM6,26,25,3,7,6,27,3,4,6,4,6,3,9
Q7Z7C7,4,4,0,0,1,4,1,0,3,0,1,3,0
P60413,1,1,3,1,0,1,1,3,5,32,2,18,55
Q8IV63,2,2,3,2,2,2,1,8,2,23,19,18,17
O95696,2,18,2,2,3,19,24,5,5,23,7,6,2
Q13541,1,0,1,10,16,18,9,18,15,18,16,6,19
ENSP00000402881,1,1,11,29,2,1,1,1,1,16,24,1,1
Q96SI9,1,1,2,2,1,0,0,0,0,7,18,2,7
P47211,1,1,1,5,1,6,1,3,13,5,2,3,3
P08913,4,5,1,10,4,8,9,7,15,11,6,6,6
Q6ZTI0,1,1,1,1,1,1,1,1,1,1,1,1,1
Q9Y3B1,3,2,12,17,6,13,8,5,4,14,7,8,14
Q5H9F3,2,2,3,3,9,4,3,9,9,6,9,8,56
Q9C0K7,1,1,1,18,0,1,1,3,6,3,30,20,20
A6NDD5,4,3,1,6,3,4,1,4,3,3,3,10,10
O95948,3,8,4,3,3,3,5,2,6,12,6,5,9
Q9NYX4,0,0,0,5,4,0,1,0,0,2,4,5,0
Q15040,4,4,3,5,13,18,18,15,17,14,13,15,16
Q9UMX6,2,3,2,3,2,2,2,2,24,18,19,21,13
O14508,2,2,6,8,5,5,5,4,7,7,5,7,8
P08174,1,1,1,7,1,0,1,0,1,6,11,10,0
O94921,8,7,10,8,6,9,11,7,6,18,9,11,13
Q9HCG7,44,43,45,46,43,40,41,41,27,41,43,43,44
Q9Y3Q0,0,0,48,0,3,46,43,35,35,48,37,38,36
Q8N0Y5,1,1,1,1,2,1,1,1,6,2,4,1,3
A6NHR9,24,21,9,9,18,15,5,5,6,5,18,6,7
Q8IW93,2,1,1,2,3,10,2,7,10,8,5,14,19
Q5SV97,2,2,3,2,54,5,9,5,2,5,51,2,2
Q9BS86,0,0,0,0,0,0,1,0,0,0,0,0,0
Q8IUE1,0,1,0,1,2,30,23,25,0,27,12,24,23
Q00765,0,5,11,27,0,15,11,5,6,18,4,7,7
P12110,3,4,4,4,4,0,0,2,4,1,41,7,11
Q6ZWT7,1,13,20,17,9,16,8,4,9,10,6,10,6
P68032,3,1,21,2,0,25,6,9,14,22,7,19,12
P10645,0,0,0,0,0,0,0,1,0,1,0,0,0
Q9HB75,2,54,2,2,4,52,2,3,3,1,41,16,50
P45877,3,3,19,23,1,1,23,12,14,12,31,45,52
Q9Y6Z7,3,3,2,3,2,3,3,3,1,8,42,3,4
Q0VD86,0,0,0,0,1,0,1,0,0,0,1,0,0
O15375,3,2,4,53,2,2,20,7,50,4,32,14,38
Q7L2J0,21,22,10,10,15,15,17,16,18,20,15,13,15
O15020,0,0,4,4,4,2,4,9,9,1,17,15,13
Q14154,50,19,0,4,7,13,5,16,4,5,30,38,16
Q92804,0,0,2,22,15,24,24,21,17,49,15,19,1
Q96BR6,0,0,0,0,0,0,1,0,32,2,9,8,25
Q9H6X2,1,2,1,2,1,0,2,1,22,1,1,0,1
P42772,2,1,2,5,22,1,1,1,41,2,22,49,53
Q8N3V7,0,0,0,0,0,2,2,2,0,8,2,1,2
Q9UHJ3,3,4,4,8,8,7,7,7,10,7,19,7,8
P46019,1,6,3,7,4,3,2,2,3,2,4,2,3
Q8WVV5,0,1,0,0,1,0,1,1,0,4,2,6,6
Q9UGJ0,6,8,5,5,6,47,7,7,12,24,6,24,31
O95750,1,2,1,1,1,0,0,0,1,1,3,6,7
P08263,0,0,2,34,0,30,20,21,19,25,44,46,46
Q9UJW7,0,0,0,0,0,28,16,0,28,1,15,16,21
Q9C0C9,13,16,7,20,18,18,14,13,21,11,46,17,20
Q9UDW1,15,3,9,19,12,13,9,9,9,8,12,15,11
Q14257,5,6,0,4,3,20,2,21,19,22,43,16,20
A6NLU5,3,3,5,5,1,3,3,3,3,3,7,3,3
P49335,3,10,3,3,3,9,8,5,5,7,5,6,19
P30679,5,5,4,3,4,3,4,14,18,1,10,17,11
P61513,5,13,9,14,4,4,17,7,5,20,4,8,12
Q0VAK6,0,0,0,0,0,0,0,1,23,4,13,4,13
P29972,2,1,28,54,2,45,22,29,11,47,27,41,22
Q86T29,2,2,5,11,11,2,1,2,26,12,9,14,14
P80511,2,2,2,2,2,2,11,2,2,6,28,8,27
O15243,1,8,7,1,8,19,5,12,7,11,8,6,7
Q8N6Q1,0,0,1,0,1,0,1,0,0,2,1,0,22
Q684P5,0,26,2,1,2,6,1,21,15,6,15,2,3
Q9UK00,2,1,2,1,2,2,1,1,1,3,2,1,1
Q9NS71,2,3,3,2,2,2,1,2,2,4,2,3,3
Q92570,2,8,2,1,3,1,7,5,6,1,3,3,3
Q9UHQ1,2,54,1,28,1,50,1,31,12,27,18,29,31
P43628,1,1,7,1,1,4,1,2,4,6,1,5,6
P36537,0,0,14,0,0,18,7,6,17,1,34,18,16
Q53GS9,5,5,6,7,10,3,5,5,6,5,10,6,5
Q8WVN8,2,4,0,2,1,16,20,15,19,24,15,10,12
Q86X24,1,24,3,2,15,24,25,19,13,29,15,19,18
P09382,0,1,1,0,0,1,2,0,1,0,19,6,0
Q8IZU8,4,53,6,7,54,6,6,52,52,51,54,49,51
Q96K21,21,22,8,5,5,14,5,5,5,5,45,2,6
Q4LDR2,5,5,5,5,5,5,1,5,5,5,5,0,0
Q9UBK7,1,1,2,1,1,26,20,20,20,47,1,18,20
Q9Y5G3,6,5,8,4,5,5,1,6,14,4,12,10,11
Q9HAF1,13,8,21,20,9,13,4,18,15,9,9,18,20
Q8NGD5,4,4,3,4,3,3,1,3,9,4,3,5,5
Q330K2,34,39,46,35,35,31,33,33,10,34,35,31,34
P02008,3,3,2,12,1,7,2,1,2,2,2,10,19
Q9Y679,17,17,7,7,12,17,17,6,23,17,12,17,17
A4D1Z2,0,0,0,0,1,0,1,0,0,0,1,0,1
Q9H0B3,1,1,2,1,1,1,1,1,1,1,1,1,1
Q9Y2R0,10,4,3,4,3,3,3,3,9,3,3,8,9
Q9H0R6,13,13,34,29,13,10,24,10,11,16,12,32,5
P01815,1,1,7,1,2,3,1,7,2,6,4,24,6
Q9UG56,25,28,16,40,28,23,28,24,7,24,28,27,26
P41161,3,8,3,2,1,6,2,5,3,8,4,5,1
O75347,7,3,18,14,5,10,19,18,8,9,5,11,9
Q01892,4,4,1,1,4,4,4,7,7,3,5,5,9
Q6QN14,1,1,2,29,0,33,1,23,24,27,9,24,23
Q96LD8,11,17,15,18,33,33,12,11,9,8,33,12,10
O75396,8,8,10,9,5,7,5,7,11,8,5,10,8
Q96LC9,1,1,1,1,1,1,3,1,1,1,1,1,1
Q7LBC6,1,22,2,2,17,19,22,18,19,17,17,18,4
Q9UBY8,2,2,4,2,3,19,3,3,3,3,3,13,16
ENSP00000382699,1,1,18,17,1,1,1,1,1,58,1,1,1
Q7Z7M0,8,8,9,9,5,7,7,7,25,8,7,7,10
P05014,1,1,1,1,0,0,1,0,4,8,1,2,2
Q9BUA6,1,1,5,3,2,1,1,23,58,24,10,16,11
Q8TC12,0,4,27,37,0,51,3,28,37,47,34,49,2
Q96EY7,4,4,6,5,4,20,4,2,19,2,4,17,18
Q53RD9,0,1,1,0,14,0,1,0,0,5,16,17,25
Q9NRR3,8,3,9,9,7,7,9,7,8,7,7,7,7
P02746,3,3,3,3,23,2,3,3,10,2,23,8,10
O60224,0,0,3,0,0,0,1,1,1,0,0,0,0
Q8IVB4,2,2,20,56,2,52,7,33,6,28,27,30,30
Q8IYI6,5,7,3,7,7,7,11,9,6,5,7,3,3
Q6I9Y2,13,3,18,16,11,13,4,15,14,14,11,16,10
Q9Y4R8,7,9,8,5,8,8,15,12,10,7,8,14,18
Q8N865,10,5,1,11,10,9,9,9,10,9,10,9,10
P55201,2,11,5,6,6,11,23,4,2,21,6,7,2
Q5THJ4,17,19,10,11,10,10,4,17,18,8,13,4,5
Q9NXC5,9,10,6,15,15,11,10,11,7,10,15,6,9
Q9BZE9,11,17,18,15,11,10,11,14,11,12,11,18,16
Q7L5Y1,36,44,13,40,42,32,11,39,11,36,40,34,32
P43359,0,0,0,0,1,0,1,0,0,0,1,15,4
P14651,4,10,4,4,13,4,11,7,8,12,13,6,22
Q96AP4,14,14,2,2,0,12,12,12,20,12,17,17,16
Q9Y5T5,1,16,8,8,5,16,17,16,19,1,16,19,18
Q8NE62,34,35,54,47,38,29,47,28,38,35,33,38,37
ENSP00000305441,0,0,0,0,0,0,2,0,6,6,2,12,16
Q8N9R6,0,0,0,0,1,0,1,0,0,0,1,0,0
O43365,0,3,1,1,1,3,1,4,6,9,10,3,15
Q8NGW1,1,1,3,6,3,1,1,0,4,1,24,3,3
P11388,2,15,25,8,1,25,5,9,6,48,30,7,6
Q96KN2,0,34,51,52,1,51,33,32,44,41,26,35,38
Q9H5V9,13,4,5,5,27,10,3,14,15,11,27,15,16
Q9UGQ3,1,1,1,20,1,16,1,46,18,36,43,38,40
Q7RTU3,2,2,2,2,2,2,1,7,5,8,4,1,3
Q5EBM0,4,4,3,3,1,25,26,26,28,25,1,8,3
Q16635,40,15,4,15,7,5,7,11,8,6,7,8,7
P63121,1,1,1,1,1,1,1,1,5,16,1,6,15
Q14695,0,0,0,0,1,0,1,0,0,0,1,0,1
Q9BYQ0,1,1,1,1,1,0,1,3,16,30,2,25,61
Q8N7C4,1,1,1,1,1,1,1,1,1,1,1,1,1
Q9NQG1,7,2,2,2,6,1,0,0,5,0,6,0,0
P41235,0,5,5,1,3,0,2,2,2,5,3,1,2
P60520,14,24,11,6,7,15,25,14,8,22,7,12,10
Q96PX8,2,2,2,2,2,2,2,2,3,8,5,19,5
Q00577,4,7,6,3,18,24,2,16,17,22,17,17,16
Q14185,3,5,16,3,7,15,3,16,12,23,11,6,6
Q8NFP7,1,1,33,1,1,35,28,19,12,15,1,38,7
Q6NW40,2,7,4,2,6,6,7,6,7,6,6,6,6
B7Z831,2,2,2,3,2,2,2,2,3,3,2,1,1
Q96LR4,3,3,4,2,3,3,2,2,1,2,3,1,1
Q8WYP3,4,9,1,2,0,4,3,3,5,5,10,3,0
P16885,0,0,0,0,0,23,8,1,16,15,6,7,15
Q7Z7K2,1,1,1,1,3,0,1,0,28,9,15,16,16
Q96MU7,14,15,1,6,10,14,26,17,15,12,13,18,16
Q8NGU4,3,3,3,3,3,3,1,3,8,4,4,3,3
Q86VI1,2,2,2,2,1,0,0,1,11,8,7,6,6
Q96NL8,11,11,11,30,1,25,26,8,27,25,1,26,10
Q96QT4,3,3,2,3,2,21,1,4,5,7,5,2,4
O14569,1,6,1,5,13,5,1,6,5,4,13,12,14
Q96NY8,3,3,1,1,3,3,3,3,4,3,7,4,4
A1Z1Q3,14,55,2,2,2,40,42,31,32,51,34,39,45
Q6JEL2,5,5,5,18,3,20,4,5,17,2,18,16,41
Q8WVC6,10,17,23,13,3,13,24,15,3,23,10,19,23
Q9P2D0,9,11,4,12,13,7,6,7,6,7,13,9,38
O60656,1,1,8,1,1,6,7,9,22,1,35,22,6
Q6FI81,9,9,9,5,2,3,6,6,4,3,2,6,6
Q9NWX6,12,7,9,9,11,11,6,11,7,10,11,7,11
P23511,8,10,6,7,7,5,3,6,10,6,7,11,0
Q9Y5Q3,2,1,4,4,1,8,10,4,8,9,2,6,3
Q8N4C7,3,3,3,3,3,3,3,3,12,24,5,14,17
P62256,8,10,11,14,6,6,6,6,6,7,31,7,9
Q9BYD9,0,0,0,0,0,0,5,0,37,29,8,29,31
P48645,2,2,2,2,2,2,5,2,2,2,2,2,3
Q5BKX6,0,14,2,2,0,22,27,15,48,14,8,16,17
Q5JTN6,52,3,9,53,0,50,57,51,8,34,32,51,50
Q9NZB2,2,7,8,7,2,5,0,5,6,5,17,5,7
Q6ZNM6,1,1,1,1,1,1,1,1,1,1,1,7,1
ENSP00000410962,1,1,1,1,1,1,1,18,22,30,2,13,14
P82094,9,10,0,19,13,10,16,13,10,7,13,11,35
Q8IYB8,7,7,1,13,31,29,29,29,7,28,30,7,8
P0C617,4,2,3,3,1,1,1,1,6,1,3,2,4
Q9UBX8,1,1,0,8,1,1,0,22,22,21,1,16,6
Q9UGC6,1,8,3,8,2,3,2,2,19,26,7,15,20
ENSP00000350626,1,1,1,1,1,1,1,1,1,1,1,3,8
P26678,0,0,0,0,0,0,1,0,0,0,0,0,0
Q969K4,12,12,11,12,8,12,12,12,12,12,13,11,11
P0C875,1,1,1,1,1,6,9,10,12,9,1,4,9
Q9NYK5,3,4,5,4,9,4,4,4,3,18,9,42,41
P07437,3,3,21,2,2,25,2,8,3,20,4,23,28
P02652,0,0,0,0,0,0,1,0,0,0,0,0,4
Q86X51,0,3,3,2,8,3,1,3,3,1,8,1,3
Q6UXT9,8,8,3,8,7,51,7,7,7,45,29,36,36
Q8TBJ4,2,3,2,2,2,3,2,8,7,8,10,18,6
P33032,2,1,1,1,1,1,19,8,1,10,20,7,7
Q9BR84,0,0,0,16,0,0,1,0,32,3,9,16,16
P02675,1,1,1,1,1,9,1,1,1,4,6,18,18
Q8N357,13,13,9,14,10,9,10,10,11,10,10,7,9
P43361,0,0,2,0,0,0,13,3,15,14,12,20,19
Q9ULW3,7,7,2,21,5,4,5,4,4,4,5,6,4
P00533,1,1,7,1,3,4,3,3,6,6,3,17,3
Q499Z3,34,12,1,1,55,10,17,12,12,29,55,29,1
Q9Y4I5,27,26,0,0,0,22,15,23,0,23,14,21,0
P05783,0,1,3,4,3,3,3,3,29,9,22,3,13
Q8TDR2,5,6,6,1,4,5,3,4,4,3,14,6,51
P30530,4,4,3,4,3,2,1,2,10,10,4,17,23
Q4ZIN3,20,19,5,10,20,15,3,16,20,16,20,18,6
Q92636,20,19,6,18,11,18,17,18,17,1,10,39,19
O75509,7,2,0,1,0,7,1,0,0,8,6,0,24
Q14353,17,8,9,8,8,14,7,21,7,7,8,12,15
P46782,9,8,7,23,3,3,7,3,5,5,4,5,5
Q32P51,2,3,16,1,1,16,15,21,30,31,34,20,23
Q8N3X6,9,10,3,3,2,9,6,5,9,6,6,2,4
Q14703,36,18,4,19,17,37,45,37,17,44,29,42,43
Q8TAD7,9,3,9,9,1,9,1,7,9,9,1,7,9
ENSP00000366445,1,1,1,1,1,1,1,1,1,1,1,0,0
P18124,9,7,13,8,4,3,4,1,0,15,3,13,14
Q92508,2,23,8,9,1,18,22,16,18,24,21,3,4
P46059,2,44,6,9,2,36,41,31,2,44,38,39,41
Q16586,3,11,9,2,6,8,5,8,7,5,6,5,6
P80303,2,4,8,2,19,4,4,3,3,5,19,13,4
O95299,13,2,1,3,18,1,18,43,18,1,42,17,18
Q5T6C5,3,20,2,2,6,19,2,2,9,6,6,6,9
Q14498,5,9,14,9,14,33,6,33,29,11,41,29,7
Q68CJ9,6,6,3,2,18,16,1,2,7,8,18,5,7
O75553,2,2,1,2,1,4,0,2,7,6,2,3,7
Q96ST8,6,7,4,2,1,5,6,7,9,4,1,4,30
Q13976,4,49,8,7,9,44,4,16,18,21,37,15,48
Q86SZ2,5,11,17,18,6,6,5,5,8,4,6,5,4
Q9BYM8,8,10,4,5,7,16,6,6,7,9,20,6,19
Q86YJ5,4,3,3,3,3,25,4,8,8,9,16,22,9
Q8TAI7,2,2,26,2,2,27,2,17,15,20,10,12,8
Q8NH04,3,3,3,2,3,3,1,3,8,3,4,5,5
Q86VR8,8,9,11,9,7,6,6,6,7,6,7,6,6
O14786,0,0,1,1,1,0,7,0,0,5,18,4,9
P22748,2,0,2,7,5,2,1,1,43,48,39,23,52
P00156,42,40,44,43,35,32,41,33,45,33,35,34,33
P32881,0,0,2,0,0,0,1,0,4,9,1,1,1
Q9BYZ2,1,1,51,0,1,0,37,34,39,36,33,35,32
P21709,1,1,1,1,1,1,1,9,7,3,3,17,5
Q7RTX9,9,51,1,53,1,51,19,7,50,19,32,14,19
Q05707,3,10,2,2,3,24,8,2,10,1,39,5,7
P36955,1,1,1,1,1,0,0,0,1,46,39,47,45
Q8N884,11,5,3,6,5,5,5,5,5,10,10,6,5
Q9UKC9,4,4,3,11,3,19,16,7,9,18,39,13,3
A6NNJ1,1,1,5,1,1,1,1,0,0,3,1,0,0
O94830,1,15,7,21,1,12,13,10,9,16,3,10,3
Q96KX2,1,1,1,1,1,1,9,19,23,18,6,13,10
P51397,6,8,7,6,5,6,8,7,5,6,5,5,5
O95639,15,10,3,15,8,15,8,8,12,17,8,6,8
P20023,9,2,13,6,1,1,1,13,6,10,13,8,23
Q6L8H1,1,1,2,18,1,1,1,1,1,58,1,1,1
A6NCJ1,2,2,2,2,2,2,1,2,2,2,2,2,2
Q6IEY1,1,1,2,1,1,3,1,0,7,4,1,2,5
Q92949,7,7,2,2,2,13,22,14,2,16,8,15,6
Q9H4B0,19,32,31,23,18,17,24,19,12,11,18,18,32
Q9BWV3,1,8,1,9,8,7,7,7,7,8,32,12,13
Q9NPH5,9,17,8,9,42,21,6,15,18,24,35,16,16
ENSP00000330326,1,1,1,1,1,1,1,1,1,1,1,2,1
O14966,4,9,9,25,9,9,9,27,9,23,49,23,27
Q6NUM9,46,49,51,45,44,40,45,44,45,45,43,41,47
Q14296,4,4,5,11,4,9,4,4,0,7,20,10,10
Q15428,20,19,2,22,3,2,3,5,2,2,3,7,9
ENSP00000330087,0,1,1,1,1,0,1,0,0,0,1,0,1
Q9BW11,2,2,3,3,2,2,2,8,9,10,7,7,6
Q5VXH4,1,1,2,1,1,1,1,2,9,2,1,16,15
Q9NST1,0,25,0,0,2,0,2,21,18,18,15,19,18
Q8TEZ7,0,0,8,1,1,5,4,5,23,20,37,45,44
Q8N9C0,7,7,7,14,3,3,7,5,2,11,41,10,14
Q8NGI7,2,2,2,2,2,2,1,2,6,1,2,2,2
Q6AI39,1,1,1,1,0,1,1,2,1,1,0,2,1
Q96FE7,2,2,2,2,1,0,0,0,1,0,4,0,1
Q9H0B8,2,2,2,2,2,21,6,20,51,13,43,19,46
P31941,0,0,4,4,0,4,0,3,0,4,2,0,0
Q9ULK4,19,19,5,4,21,19,4,4,16,19,21,4,4
Q9NRN9,36,18,18,18,35,15,15,15,16,15,35,17,35
Q6ZRL6,1,1,1,19,1,1,1,1,1,19,1,1,1
P78385,0,3,0,0,0,2,1,0,26,7,19,1,22
O43290,6,8,17,9,9,6,15,9,6,6,9,7,9
Q9HA65,5,22,4,11,4,14,10,10,14,16,9,12,11
Q9Y6M5,13,46,12,9,17,12,12,8,19,18,17,32,25
Q5JPI9,10,13,26,25,36,36,8,10,8,8,36,8,16
Q96PV7,2,2,4,4,4,5,1,0,3,0,4,0,2
F8WCT4,1,1,1,1,1,1,1,1,1,1,4,1,1
Q6ZNR8,0,0,0,0,1,0,1,0,0,0,1,0,0
O75897,5,15,8,26,2,22,8,5,48,1,48,25,26
Q92968,7,13,15,9,5,6,12,9,5,2,5,3,5
Q6NWY9,5,25,15,15,5,20,13,10,10,17,9,9,13
ENSP00000301677,0,0,0,0,1,0,1,0,0,0,1,1,1
Q9NR28,9,4,2,9,3,7,3,3,7,7,3,8,7
